Page ID,Page name,Disclaimer,Amount spent (ZAR)
581475018952196,Good,GOOD Political Party,245
740116816003959,Western Cape Government,Western Cape Government,215
109374997915302,Mayor Geordin Hill-Lewis,Mayor Geordin Hill-Lewis,149
147301545821830,Vryheidsfront Plus Wes-Kaap / Freedom Front Plus Western Cape,Vryheidsfront Plus / Freedom Front Plus,146
133307190069756,Amnesty International South Africa,Amnesty International South Africa,103
114506216924214,Centre For Risk Analysis,Centre For Risk Analysis,≤100
106172744063430,The Daily Friend,The Daily Friend,≤100
6011868110,Democratic Alliance,Democratic Alliance,≤100
107169379305548,TLU SA,TLU SA,≤100
2145594122138312,Action Society,Action Society,≤100
181204251979581,NEASA,National Employers' Association of South Africa,≤100
105758608971668,Free Speech Union South Africa,Free Speech Union South Africa,≤100
102765088210163,Action SA,ActionSA,≤100
311936835992045,Dear South Africa,DearSA,≤100
109136451414156,Educate Don't Indoctrinate,Educate Don't Indocrinate,≤100
123971017684407,HeraldLIVE - Nelson Mandela Bay,HeraldLIVE,≤100
63044235866,UN Climate Change,UN Climate Change with Facebook Ad Credits,≤100
246425659800809,Free State Central News,Central News,≤100
105648402241230,Join the dots,These ads ran without a disclaimer,≤100
