Page ID,Page name,Disclaimer,Amount spent (ISK)
737169626371453,Heimildin,Stundin,1158
584934658344027,Áslaug Arna Sigurbjörnsdóttir,Áslaug Arna Sigurbjörnsdóttir,193
607573825973006,LÍS - Landssamtök íslenskra stúdenta,Landssamtök Íslenskra Stúdenta,152
573559522797177,Flokkur fólksins,Flokkur Fólksins,120
154893001218870,ADHD samtökin,ADHD samtökin,≤100
430089884101936,Þingflokkur Pírata,Þingflokkur Pírata,≤100
165630723862615,Andríki,Andríki,≤100
128854307193614,Landsvirkjun,Landsvirkjun,≤100
106979180938014,Samstöðin,Samstöðin ehf,≤100
509866436098947,Sabine Leskopf,Sabine Leskopf,≤100
626846780726124,Viðreisn,Viðreisn,≤100
108805425121705,Twinkle Y,These ads ran without a disclaimer,≤100
121722894199689,,These ads ran without a disclaimer,≤100
1184644891706328,Unsustainable,These ads ran without a disclaimer,≤100
