Page ID,Page name,Disclaimer,Amount spent (ZAR)
136956534616,Times LIVE,TimesLIVE,≤100
165736836881428,GroundUp,GroundUp News NPC,≤100
116657351312927,Pledge To Vote SA,Pledge to Vote,≤100
629021617133721,Judges Matter,Judges Matter,≤100
1742410059361710,AwakeMzansi,Awake Mzansi,≤100
1442286572460668,Inside Education,Inside Education,≤100
109136451414156,Educate Don't Indoctrinate,Educate Don't Indocrinate,≤100
794336640617861,Cyril Ramaphosa Foundation,Cyril Ramaphosa Foundation,≤100
181204251979581,NEASA,National Employers' Association of South Africa,≤100
434577883273454,Sihle Zikalala,Sihle Zikalala,≤100
106172744063430,The Daily Friend,The Daily Friend,≤100
