Page ID,Page name,Disclaimer,Amount spent (ZAR)
376908203717,UNICEF Africa,These ads ran without a disclaimer,455
6011868110,Democratic Alliance,Democratic Alliance,297
1482645265280695,amandla.mobi,amandla.mobi,239
110901495091012,Crtve Development,Crtve Development with Facebook Ad credits,204
195909420099,Solidariteit,Solidariteit,103
100149906713244,350 Africa,350 Africa,≤100
112657245152634,2024 AFR Campaign,These ads ran without a disclaimer,≤100
136956534616,Times LIVE,TimesLIVE,≤100
181204251979581,NEASA,National Employers' Association of South Africa,≤100
102265308016316,Al Jama-ah,Al Jama-ah,≤100
187645864452,Vryheidsfront Plus / Freedom Front Plus,Vryheidsfront Plus / Freedom Front Plus,≤100
86579745433,South African Institute of Race Relations,South African Institute of Race Relations,≤100
2145594122138312,Action Society,Action Society,≤100
379138726819,ACDP,ACDP,≤100
106172744063430,The Daily Friend,The Daily Friend,≤100
1742410059361710,AwakeMzansi,Awake Mzansi,≤100
116657351312927,Pledge To Vote SA,Pledge to Vote,≤100
217696894929887,FW de Klerk Foundation,FW de Klerk Foundation,≤100
119736861394881,Financial Mail,BusinessLIVE,≤100
105758608971668,Free Speech Union South Africa,Free Speech Union South Africa,≤100
794336640617861,Cyril Ramaphosa Foundation,Cyril Ramaphosa Foundation,≤100
109136451414156,Educate Don't Indoctrinate,Educate Don't Indocrinate,≤100
115864538089777,Dear SA - Have Your Say,Dear S Africa,≤100
101969712835149,The Mork Rock Show,These ads ran without a disclaimer,≤100
134187920103120,Dr. J. Reid (Neurologist),Johan Reid,≤100
434577883273454,Sihle Zikalala,Sihle Zikalala,≤100
109797290826876,Ian Cameron,Action Society,≤100
113906935004878,Mkhulu,These ads ran without a disclaimer,≤100
530927007388252,Vrye Weekblad,Vrye Weekblad (Nuwe Vrye Weekblad Mediagroep),≤100
111132794348779,That Happened,These ads ran without a disclaimer,≤100
1802248836771260,Weird Little Tales,These ads ran without a disclaimer,≤100
