Page ID,Page name,Disclaimer,Amount spent (CAD)
163336718421,PSAC - AFPC,PSAC - AFPC,383
185413851479580,New Brunswick Health Council / Conseil de la santé du Nouveau-Brunswick,New Brunswick Health Council / Conseil de la santé du Nouveau-Brunswick,107
632493333805962,Environment and Climate Change,Environment and Climate Change Canada,107
103805636333615,Quality Canadian Milk - Lait canadien de qualité,Dairy Farmers of Canada,≤100
167800183238142,YourAlberta (Government of Alberta),Government of Alberta,≤100
370233926766473,Environnement et Changement climatique,Environnement et Changement climatique Canada,≤100
168617319831578,Nature Canada,Nature Canada,≤100
113297740077607,Canadian Energy Centre,Canadian Energy Centre,≤100
844239722367708,Innovative Medicines Canada / Médicaments novateurs Canada,Innovative Medicines Canada / Médicaments novateurs Canada,≤100
901776976544599,RBC Wealth Management,RBC Wealth Management,≤100
105168452865235,Bell Aliant,Bell,≤100
136772905237,Historica Canada,Historica Canada,≤100
139019864276,Oxfam Canada,Oxfam Canada,≤100
1422057448099551,Spirits Canada,Spirits Canada,≤100
107385241806,Plan International Canada,Plan International Canada,≤100
5661704203,Conservative Party of Canada - Parti conservateur du Canada,Conservative Party of Canada - Parti conservateur du Canada,≤100
129240983771044,Tennis Canada,Tennis Canada,≤100
108635379686,CNIB,CNIB,≤100
123235041462,The Fraser Institute,Fraser Institute,≤100
115835521825983,UNHCR Canada,UNHCR Canada,≤100
1097840090260804,National Police Federation,National Police Federation,≤100
130286616989573,CECI - Centre d'étude et de coopération internationale,CECI - Centre d'étude et de coopération internationale,≤100
235872037238940,She Is Indigenous,Les Femmes Michif Otipemisiwak / Women of the Métis Nation,≤100
152467601467262,BMO Groupe financier,BMO Financial Group,≤100
6095483909,Canadian Taxpayers Federation,Canadian Taxpayers Federation,≤100
394745970602999,The Council of Canadians,The Council of Canadians,≤100
218916525819,Canadian Association of Physicians for the Environment (CAPE),Canadian Association of Physicians for the Environment,≤100
1459524474331964,Jean Coutu Briggs Drugs,PJC Briggs,≤100
518574831553012,People's Alliance Party of NB - L'Alliance des Gens du NB,People's Alliance Party of NB - L'Alliance des Gens du NB,≤100
158469129085,TVO,TVO Today,≤100
115023341897487,BellAliantFR,Bell,≤100
106231507615280,Delivering Community Power - Vers des collectivités durables,Canadian Union of Postal Workers,≤100
106432095003415,Our Nova Scotia RCMP,National Police Federation,≤100
1456690611311640,Canadian Health Coalition,Canadian Health Coalition,≤100
177681485609462,Radio-Canada,Radio-Canada,≤100
21751825648,Justin Trudeau,Liberal Party of Canada | Parti libéral du Canada,≤100
183810795000696,Nature Nova Scotia,Nature Nova Scotia,≤100
171838976178751,Canadian Women's Foundation,Canadian Women's Foundation,≤100
586362242026180,Radio-Canada OHdio,Radio-Canada,≤100
111675047254771,OroweatOrganic,These ads ran without a disclaimer,≤100
114849617772737,Care2 Canada,Press Pause Collective,≤100
37523552825,One Drop,One Drop,≤100
106365669977985,Unpointcinq,Unpointcinq,≤100
184906186150,The Toronto Star,The Toronto Star,≤100
7142486898,Dalhousie University,Dalhousie University,≤100
106360778489053,Fuelling Canada,Canadian Gas Association,≤100
183326331693112,Manitoba Federation of Labour,Manitoba Federation of Labour,≤100
113305766875943,SIDE-Sommet international de l'écocitoyenneté,SIDE-Sommet international de l'écocitoyenneté,≤100
35715544220,Stand.earth,Stand.earth,≤100
281999881613,World Vision Canada,World Vision Canada,≤100
19750184960,Greenpeace Canada,Greenpeace Canada,≤100
100999094747422,Land Needs Guardians,Land Needs Guardians,≤100
105288666168351,SOS Children's Villages Canada,SOS Children's Villages Canada,≤100
109142917517936,Coalition for Responsible Energy Development in New Brunswick,Coalition for Responsible Energy Development in New Brunswick,≤100
143249880633,World Animal Protection Canada,World Animal Protection Canada,≤100
321351607970406,The Narwhal,The Narwhal,≤100
103712604817590,Paramount+,These ads ran without a disclaimer,≤100
263417217038472,Forest Products Association of Canada,Forest Products Association of Canada,≤100
658318450979357,Globe Content Studio,Globe Content Studio,≤100
159713615718,WWF-Canada,WWF-Canada,≤100
568938803293644,True North,True North,≤100
405377872902754,Canada Action,Canada Action,≤100
202220023130891,Bell Canada,Bell Canada,≤100
480690348805429,Proud To Be Canadian,Proud To Be Canadian,≤100
5794733873,David Suzuki Foundation,David Suzuki Foundation,≤100
105754167560390,Ekō Canada,Ekō,≤100
85291563763,ICNA Relief Canada,ICNA Relief Canada,≤100
154462904588700,Enbridge Gas,Enbridge Gas,≤100
925033857594085,SureHealth Canada,SureHealth,≤100
121222984568561,Amnesty International Canada,Amnesty International Canada,≤100
106764462731658,Honest Reporting Canada,Honest Reporting Canada,≤100
52543970197,Environmental Defence Canada,Environmental Defence,≤100
184856436064,Canadian Centre for Child Protection,Canadian Centre for Child Protection,≤100
190035081047277,International Fellowship of Christians and Jews of Canada,International Fellowship of Christians and Jews of Canada,≤100
1671097993122619,Children Believe,Children Believe,≤100
60266912006,Liberal Party of Canada | Parti libéral du Canada,Liberal Party of Canada | Parti libéral du Canada,≤100
169042736456594,All Out,ConnectAd,≤100
1750529691887719,Portail linguistique du Canada,Bureau de la traduction,≤100
1846441248912094,Dyslexia Canada,Dyslexia Canada,≤100
102586125587511,Canadian Trucking Alliance,Canadian Trucking Alliance,≤100
1589839557920915,National Disability Credit Alliance,National Disability Credit Alliance,≤100
114286393699596,The Peak,The Peak Media Collective Inc.,≤100
111231197686977,The Breach,The Breach,≤100
367461053332566,Community-Based Research Centre - CBRC,Community-Based Research Centre,≤100
177075442332123,Experiences Canada,Experiences Canada,≤100
796418163759235,GreenPAC,GreenPAC,≤100
106199152742714,Histoire Canada,Histoire Canada,≤100
1395790247377471,Canadian Shooting Sports Association,Canadian Shooting Sports Association,≤100
261752512263,Canadian Red Cross,Canadian Red Cross,≤100
463942930647967,Simba Sleep Canada,These ads ran without a disclaimer,≤100
279870685422915,Eviance,These ads ran without a disclaimer,≤100
214839395204315,Centre canadien de protection de l'enfance,Canadian Centre for Child Protection,≤100
113229347013488,Jewels of the Wild West,These ads ran without a disclaimer,≤100
1196196390526965,Facebook Surveys,These ads ran without a disclaimer,≤100
316302965122489,Clean Energy Canada,Clean Energy Canada,≤100
133690690015346,USJE - SESJ,USJE - SESJ,≤100
605582973434788,Doctors Without Borders/Medecins Sans Frontieres (MSF),Doctors Without Borders/Médecins Sans Frontières (MSF) Canada,≤100
728747700517089,Michael Barrett,Michael Barrett,≤100
1551116875101061,Canadian Medical Association,Canadian Medical Association,≤100
674109146110155,Debunk Inc,Debunk Inc,≤100
1771820039731500,Al-Ayn Social Care Foundation - Canada,Al-Ayn Social Care Foundation Canada,≤100
868589909847623,Action Canada for Sexual Health and Rights,Action Canada for Sexual Health and Rights,≤100
168889579973,Fondation David Suzuki,Fondation David Suzuki,≤100
254985577276,Humanitarian Coalition/ Coalition Humanitaire,Humanitarian Coalition/ Coalition Humanitaire,≤100
718120548335694,Canadians for Responsible Food Policy,Canadians for Responsible Food Policy,≤100
