Page ID,Page name,Disclaimer,Amount spent (LBP)
1428873024044736,المدن - almodon,المدن - almodon‎,33412
1744356319118477,هنا لبنان,هنا لبنان,22394
101538412538521,شطرنج / مع محمد صابونجي,إياد خالد,17001
1438703606372190,Elham Said Freiha,Elham Freiha,12121
102023711572671,أساس ميديا -  Asas Media,asasmedia,6463
212513695502997,Annahar Newspaper | جريدة النهار,Annahar Newspaper | جريدة النهار,4244
107800617419717,MYKA Foundation,Elie M. ElHelou,3030
1918990294985442,Megaphone - ميغافون,Megaphone - ميغافون,2275
1031517763602384,Municipality of Kartaba - بلدية قرطبا,Municipality of Kartaba - بلدية قرطبا,1515
107698404702208,Alkalima,Alkalima Onlime,1515
128417954019381,Al-Moltaka,Melhem Boustany,1515
106425851213086,L'Orient Today,L'Orient Today,1515
110470091436602,Ici Beyrouth,Ici beyrouth,1228
109112633772887,180post,180Post,≤100
157219929419666,Asean+3 Macroeconomic Research Office,These ads ran without a disclaimer,≤100
100706719315707,The Policy Initiative مبادرة سياسات الغد,The Policy Initiative مبادرة سياسات الغد,≤100
111876598323760,صدى الارز اللبنانية,Charbel Nouh,≤100
223495844457800,China Plus Culture,These ads ran without a disclaimer,≤100
107424440982021,Eekad - إيكاد,These ads ran without a disclaimer,≤100
368119983327926,العربي الجديد,These ads ran without a disclaimer,≤100
106821968055687,Leila Dagher,Leila Dagher,≤100
