Page ID,Page name,Disclaimer,Amount spent (GBP)
311627208673,WWF UK,WWF UK,≤100
9250349228,Greenpeace UK,Greenpeace UK,≤100
7715002593,UNICEF UK,Unicef UK,≤100
106626487721376,Amazon Europe,Amazon Europe,≤100
102639461303190,Fair Pay For All,Fair Pay For All,≤100
13047522725,Crimestoppers,Crimestoppers,≤100
110861655604080,Friends of the Earth,Friends of the Earth (EWNI),≤100
35671512696,World Animal Protection UK,World Animal Protection UK,≤100
121936349543,World Vision UK,World Vision UK,≤100
101602743218479,Stop It Now! UK and Ireland,"Stop It Now! UK and Ireland, The Lucy Faithfull Foundation",≤100
7527864602,WaterAid UK,WaterAid UK,≤100
119085418114832,The Body Shop,The Body Shop,≤100
569834799727730,National Grid UK,National Grid UK,≤100
117476785190,Save the Children UK,Save the Children UK,≤100
7043497714,Christian Aid,Christian Aid,≤100
167898406587045,Holiday Extras,Holiday Extras,≤100
208189704820,Ellen MacArthur Foundation,Ellen MacArthur Foundation,≤100
799576543492660,The Week Junior,The Week Junior,≤100
32514078659,Liberty,Liberty,≤100
199098633470668,LADbible,LADbible,≤100
490007667679401,Hugh James,Hugh James,≤100
403187191250,Soccer Aid,UNICEF UK,≤100
108780457170240,Cut Carbon Not Forests,Cut Carbon Not Forests,≤100
238394282845251,The Big Issue,The Big Issue,≤100
55984857501,Open Doors UK & Ireland,Open Doors with Brother Andrew,≤100
220543443746,International Rescue Committee - UK,International Rescue Committee UK,≤100
47496679743,The Climate Coalition,The Climate Coalition,≤100
109088285010415,Bucovineanul-Voloșeniuc Ștefan,Jinesh Pravinchandra Shah,≤100
1492802214270456,The Royal College of Surgeons of England,The Royal College of Surgeons of England,≤100
208573062515662,Freedom from Torture,Freedom from Torture,≤100
198081311536,"Natural History Museum, London","Natural History Museum, London",≤100
116438674686683,Troublemakers At Work,Troublemakers At Work,≤100
7214031395,Oxfam Great Britain,Oxfam Great Britain,≤100
38877517657,Ecotricity,These ads ran without a disclaimer,≤100
249209468838241,Good Law Project,Good Law Project,≤100
101255718164248,350 UK,350.org,≤100
123311187737843,GSK,GSK,≤100
7624294394,Amnesty International UK,Amnesty International UK,≤100
100553032399423,The Fund for Global Human Rights UK,The Fund for Global Human Rights,≤100
112845639376,Refugee Action,Refugee Action,≤100
177855115588808,The Week UK,The Week UK,≤100
1594504597535679,Refugee Support Europe,Refugee Support Europe,≤100
106552981733110,Project Better Energy,Simplicity Digital Marketing,≤100
105298484651843,SME Climate Hub,SME Climate Hub,≤100
246872175166,Action Against Hunger UK,Action Against Hunger UK,≤100
705825476138789,Hubbub,Hubbub,≤100
227427673437,Tree Aid,Tree Aid,≤100
107511644427142,Mark Gregory,These ads ran without a disclaimer,≤100
40952091012,Asthma + Lung UK,Asthma + Lung UK,≤100
112712550420527,Ekō UK,Ekō,≤100
1046117708754519,Care4Calais,Care4Calais,≤100
138401869570272,Royal Society of Chemistry,These ads ran without a disclaimer,≤100
290498754454402,European Movement UK,European Movement UK,≤100
164362913586214,Womankind Worldwide,Womankind Worldwide,≤100
10677003998,Shelter,Shelter,≤100
159969930741814,The Wildlife Trusts,The Wildlife Trusts,≤100
124471347603278,Positive Money UK,Positive Money,≤100
113389667191398,ROOT ZERO,Puffin Produce,≤100
131891836851920,MAF UK,Mission Aviation Fellowship UK,≤100
117592091643709,Tree of Life Ministries｜Evangelism in Israel,Tree of Life Ministires,≤100
848938305316075,The National College,National Education Group Ltd,≤100
110100268235797,Hyphen,Link Media Corporation Ltd,≤100
303760836322372,Bullen Healthcare,Bullen Healthcare,≤100
128993570121,Environmental Justice Foundation,Environmental Justice Foundation,≤100
169042736456594,All Out,All Out,≤100
13655260370,Penguin Books,Penguin Books,≤100
18044497940,Plan International UK,Plan International UK,≤100
134213516600832,Logistics UK,Logistics UK,≤100
111576364644366,Photoshop Express,These ads ran without a disclaimer,≤100
