Page ID,Page name,Disclaimer,Amount spent (CZK)
58887737763,Hnutí DUHA - Přátelé Země Česká republika,Hnutí DUHA - Přátelé Země Česká republika,463
111041662264882,Sociální demokracie,ČSSD,379
108342850697974,Hejtman Josef Suchánek,Starostové a nezávislí • STAN,207
60516116431,Člověk v tísni,"Člověk v tísni, o.p.s.",166
133030253410089,Jan Šafařík,Jan Šafařík,158
356451014434612,Marian Jurečka,KDU-ČSL,151
369282113213473,Zlin.eu,These ads ran without a disclaimer,149
30575632699,ODS - Občanská demokratická strana,ODS - Občanská demokratická strana,136
179497582061065,Tomio Okamura - SPD,Svoboda a přímá demokracie - SPD,134
361281313901258,Komerční banka,"Komerční banka, a.s.",126
125830487980906,Solární asociace,Solární asociace,117
120461304659141,O2 CZ,O2 Czech republic,≤100
55876739776,Greenpeace Česká republika,Greenpeace Česká republika,≤100
197010357446014,Ondřej Prokop,Ondrej Prokop,≤100
56292993421,Jeden svět / One World,Člověk v tísni o.p.s.,≤100
251656685576,KDU-ČSL,KDU-ČSL,≤100
487445514669670,Petr Fiala,ODS - Občanská demokratická strana,≤100
34825122262,Časopis Reflex,CZECH NEWS CENTER a. s.,≤100
240004189482300,"ANO, máme rádi Olomouc",ANO,≤100
90002267161,TOP 09,TOP 09,≤100
264983260329918,Rádio Universum,Kupředu do minulosti s.r.o.,≤100
100357823081565,Dožínky Ol. kraje,EVENPRO,≤100
370583064327,Starostové a nezávislí • STAN,Starostové a nezávislí • STAN,≤100
103430204491217,Robert Šlachta,PŘÍSAHA - občanské hnutí Roberta Šlachty,≤100
102500511866371,Karel Smetana,Karel Smetana,≤100
1469427909957890,Reportér magazín,Reportér magazín,≤100
693725074166331,Naše zdravotnictví,Naše zdravotnictví,≤100
386408828527231,Mirek Adámek,Mirek Adámek,≤100
666837790092652,Město Bučovice /oficiální stránka/,These ads ran without a disclaimer,≤100
214827221987263,Andrej Babiš,Andrej Babiš,≤100
799083753454179,Voxpot,Voxpot z. ú.,≤100
579215965436046,JSNS,JSNS,≤100
101983652354160,Jozef Síkela,Starostové a nezávislí,≤100
315972808450196,ČSOB,ČSOB,≤100
822146574595819,Agrární komora České republiky,Agrární komora České republiky,≤100
257529307701966,Jiří Pospíšil,TOP 09,≤100
52479821102,Týdeník Respekt,Týdeník Respekt,≤100
112063437174893,"Ivo Slavotínek, náměstek hejtmana OK","Ivo Slavotínek, náměstek hejtmana OK",≤100
293944084004700,Welcome to the Jungle Česko,These ads ran without a disclaimer,≤100
104087131747633,Zaostřeno,Zaostřeno,≤100
275383259179951,Tepelná čerpadla IVT,Tepelná čerpadla IVT,≤100
111108757492137,Libor Vondráček • Svobodní,Libor Vondráček • Svobodní,≤100
107699964449797,Herohero,These ads ran without a disclaimer,≤100
50309511751,Český rozhlas - Radiožurnál,Český rozhlas,≤100
100955509189359,Redakce NF Svědomí národa,Nadační fond Svědomí národa,≤100
447167062064041,Vladimíra Ludková,CORP Production s.r.o.,≤100
100713699374019,Richard Brabec,Richard Brabec,≤100
711658465662315,XTV,XTV,≤100
1797185020366096,Scale,Scale,≤100
124152241443,Čmelák - Společnost Přátel Přírody,Čmelák - Společnost přátel přírody,≤100
