Page ID,Page name,Disclaimer,Amount spent (BRL)
301774903545521,Brasil Paralelo,Brasil Paralelo,140
425350744240843,Comitê Internacional da Cruz Vermelha,Comitê Internacional da Cruz Vermelha,≤100
1737308239666824,Janad Valcari,Janad Marques De Freitas Valcari,≤100
63044235866,UN Climate Change,UN Climate Change with Facebook Ad Credits,≤100
101171149471186,JM - Decor & Solar,Leonardo Gomes Da Motta,≤100
54779960819,United Nations,United Nations with Facebook Ad Credits,≤100
333720355130,Petrobras,Petrobras,≤100
108742321417244,Gerson Aragão,SCIREJUS APLICATIVOS JURIDICOS LTDA,≤100
101189854802059,Revista Oeste,Revista Oeste,≤100
110418455214538,Bernardo K.,Filhos do Trovão,≤100
101230328792183,Portal Concursos & OAB,PORTAL CURSOS PREPARATORIOS E OAB LTDA,≤100
197587446941661,Valor Econômico,Editora Globo,≤100
159103797542,Greenpeace Brasil,Greenpeace Brasil,≤100
109354687306376,Instituto Conhecimento Liberta,Instituto Conhecimento Liberta,≤100
115558703488480,IDP Online,Instituto Brasiliense de Direito Publico,≤100
110225312350543,Nova Escola,Associação Nova Escola,≤100
102809325164881,Um Só Planeta,Editora Globo,≤100
360125334431298,Renova BR,ASSOCIAÇÃO RENOVA BR,≤100
107318201742773,Gerador de Votos,Carlos Bomfim,≤100
330379553673497,Oxfam Brasil,Oxfam Brasil,≤100
560599677292902,Prefeitura de Belém,Prefeitura de Belém,≤100
104738421003389,InvestNews BR,Easynvest,≤100
258088921369,TOTVS,TOTVS,≤100
109770755848061,Suzano,Suzano SA,≤100
118678938210868,SIMPI,Simpi São Paulo,≤100
107589328880817,Brasil no Foco,Francine De Almeida Viana Pereira,≤100
406058436123944,Willian Aksenen,These ads ran without a disclaimer,≤100
587458151714913,Professora e Mentora Vandinara Lopes,These ads ran without a disclaimer,≤100
1498647100170828,Prefeitos do Futuro,Prefeitos do Futuro Cursos e Treinamentos LTDA,≤100
7970426802,WWF-Brasil,WWF-Brasil,≤100
113165042099382,Brasil 61,Brasil 61,≤100
111006700550820,Cenarium Amazônia,CENARIUM AGENCIA DE NOTICIAS EIRELI,≤100
105520569004820,Absolar Comunica,Associação Brasileira de Energia Solar Fotovoltaica,≤100
2109548659331951,Cursinho da Glória,Cursinho da Glória Eireli ME,≤100
170238043113891,Professor Rômulo Passos,Romulo Silva Passos,≤100
239977579362882,Blue3,Blue3 Investimentos,≤100
163893463708223,Marcelo Vitorino,IDP,≤100
1746222495610114,Prof. Karine Waldrich,Karine Waldrich,≤100
185875761943,MDB Nacional,MOVIMENTO DEMOCRÁTICO BRASILEIRO,≤100
104827392475350,Célia Almeida,Celia Bibiana De Almeida,≤100
132804480113814,PwC Brasil,Pedro Martins,≤100
128802790469337,Todos Pela Educação,Todos Pela Educação,≤100
158779925464,Época NEGÓCIOS,Editora Globo,≤100
102996368836796,jacoxinguara,These ads ran without a disclaimer,≤100
2323904661180742,All Out Brasil,All Out,≤100
111186368956008,Academia Brasileira de Direito Constitucional,ABDConst,≤100
101377912820413,Seminário Reboot,Agência Nuvem,≤100
105928277775208,FRED Studio Produtora De Jingles,Frede Santos,≤100
224777780881144,Visão Mundial,Visão Mundial,≤100
239624862864871,Relatório Reservado,Hush Comunicação,≤100
835813059780644,Valdir Cobalchini,Valdir Cobalchini,≤100
104073105518900,Idiota Útil 2.0,Fredson Nascimento Dos Santos,≤100
101309725864275,Bárbara,These ads ran without a disclaimer,≤100
187970114581051,Anistia Internacional Brasil,Anistia Internacional Brasil,≤100
196791070788913,Robson Zanetti Advogado,Robson Zanetti,≤100
1767220630177139,Animal Equality Brasil,Animal Equality Brasil,≤100
132804480113814,PwC Brasil,PwC Brasil,≤100
115172553721431,Perfil Brasil,Grupo Perfil,≤100
319356418132318,Gestos,Gestos Soropositividade Comunicação e Gênero,≤100
101933305564897,Promic,Riole,≤100
103483818151512,Janaina Castro,Sobrenome Janaina Silva De Castro,≤100
1406089893039089,Associação e Sindicato dos Diplomatas Brasileiros,In Press Oficina,≤100
178684735550049,Studio Wender Assunçao,These ads ran without a disclaimer,≤100
258695297638169,Instituto Lumiarte,Instituto Lumiarte,≤100
667463076729677,UniGospel,UniGospel,≤100
178818985475038,LC - Agência de Comunicação,These ads ran without a disclaimer,≤100
103654108205888,Fonasefe,CAJUINA PRODUÇÕES E MÍDIA DIGITAL,≤100
123884341029248,João Jorge,JOÃO JORGE DE SOUZA,≤100
107751545537146,Meu Melhor Mandato,Emerson Jose Pereira Saraiva,≤100
359871157981726,Decorando a Lei Seca,Decorando a Lei Seca,≤100
458245938056642,LIMPA MEU NOME,Andre Serra,≤100
187869627968575,Roberto Tripoli,Roberto Tripoli,≤100
1632845003624410,Lúcio Sorge,Lucio Sorge,≤100
585694021818773,Diogenes Patriota,Diogenes Patriota,≤100
127789930632668,Conectas Direitos Humanos,Conectas Direitos Humanos,≤100
104553347942750,Eder Borges,Eder Fabiano Borges Adao,≤100
103920308461143,Observatório Social do Petróleo,Cajuína Produções e Mídia Digital,≤100
100475402294243,Consciência Brasil,Felipe Gabriel Coelho Gomes,≤100
108147365877214,Canal Futura,Fundação Roberto Marinho,≤100
465508674236677,Edmar Ptak,Edmar Ptak Guimaraes,≤100
105831082047803,Gilson Ramalho de Lima,These ads ran without a disclaimer,≤100
193719533998484,Fundação Fernando Henrique Cardoso,Fundação FHC,≤100
103467598371033,Vereador Adriano Fernandes,Vereador Adriano Fernandes,≤100
475113842596525,Museu do Amanhã,Museu do Amanhã,≤100
163839873754994,Vital Help,VITAL HELP BENEFÍCIOS LTDA,≤100
106261489471104,Cinform Online,These ads ran without a disclaimer,≤100
106623079444681,INLEGIS,INLEGIS,≤100
159442177433598,Mostra de Cinema de Tiradentes,Mostra de Cinema de Tiradentes,≤100
107063348442736,Cultura Jurídica,FMR - CURSOS ONLINE LTDA,≤100
665498620499336,"O Novo Legislativo, por Renata Cunha",Instituto Renata Cunha,≤100
844549288949778,IBPAD - Instituto Brasileiro de Pesquisa e Análise de Dados,IBPAD - INSTITUTO BRASILEIRO DE PESQUISA E ANALISE DE DADOS LTDA - ME,≤100
104695982501298,Brasil Notícias,Diogo Fortuna Reboucas,≤100
147258388715323,Fundação Luterana de Diaconia (FLD),Fundação Luterana de Diaconia,≤100
103715908280225,Dr. Nering,These ads ran without a disclaimer,≤100
107032998429816,Loja Parceiro,Raylan Costa Silveira,≤100
112702251443651,Valdir Junior,These ads ran without a disclaimer,≤100
103779715064518,Uma Concertação pela Amazônia,Instituto Arapyaú de Educação e Desenvolvimento Sustentável,≤100
282802611759257,MidiaJur - Jornalismo Plural,Midiajur,≤100
101861558220747,One Passion Mission,One Passion Mission,≤100
317140004548,FGVces,FGVces,≤100
360422581191126,Luiz Miguel,Luiz Miguel Martins Garcia,≤100
108314342040894,janelira23,These ads ran without a disclaimer,≤100
111130822268479,IDP,"Instituto Brasileiro de Ensino, Desenvolvimento e Pesquisa IDP - LTDA",≤100
108386297458164,Anderson Miguel Vereador,Anderson Miguel Santos,≤100
150698751651835,Baptista Luz Advogados,Baptista Luz Advogados,≤100
1504580766531518,Mulheres Progressistas,PROGRESSISTAS - BRASIL - BR - NACIONAL,≤100
878940268931355,Cristina leal,These ads ran without a disclaimer,≤100
102384321716297,Advocacia Cortona e Ranieri,Advocacia Cortona Ranieri,≤100
1000129460136641,Prof. Pontalti,Mateus Benato Pontalti,≤100
102185548694651,Essencial é a Vida,APUB,≤100
105933125105087,Aqui Pela Saúde Dela,Organon,≤100
168642243860275,Peroli,These ads ran without a disclaimer,≤100
420063028162349,Professor Alexandre Zamboni,These ads ran without a disclaimer,≤100
103843042607399,Zape RJ das Marialvas,Timoteo Silva,≤100
962615323779536,Progressistas,PROGRESSISTAS - BRASIL - BR - NACIONAL,≤100
110889268485578,felipeandredani,These ads ran without a disclaimer,≤100
215481402320993,Prefeitura Municipal de Minaçu,Prefeitura Municipal de Minaçu-Go,≤100
489012484462741,Abrasel,Abrasel,≤100
109597815616,VEJA,Revista Veja,≤100
193453904723542,Mateus Braga,Mateus Carlos Da Silva Braga,≤100
114341201261601,Expressão Brasil,Expressão Brasil,≤100
107970658385398,Liz Gomes Advogados,Livia Clementino,≤100
419228248099705,Oassessor.com,O Assessor Serviços em Tecnologia da Informação Ltda,≤100
506417589696816,Asbraf,ASBRAF,≤100
108555800869440,Sleeping Giants Brasil,Sleeping Giants Brasil,≤100
593156624451277,Serginho Caxias,Sergio Alberto Correa Da Rocha,≤100
220778897969256,Zeca Dirceu,Zeca Dirceu,≤100
172444996112900,Fundo Brasil,Fundo Brasil,≤100
103492582639169,franciscovlopes_,These ads ran without a disclaimer,≤100
760723213973971,Mapa Educação,Mapa Educação,≤100
109789152161,Sou da Paz,Instituto Sou da Paz,≤100
474659352681433,Scaff,JOSE ANTONIO SCAFF FILHO,≤100
100440424845197,Advocacia Previdenciária do zero - Prof. Thony Rennan,These ads ran without a disclaimer,≤100
1451224711778737,RJ Investimentos,RJ Investimentos,≤100
101005622692545,Integridade ESG,Insight Comunicação,≤100
101321981647613,Instituto Montese,Instituto Montese,≤100
390414131042353,Vitão Riccomini,Vitor Hugo Riccomini,≤100
100475615641105,PHVox,PHVox LTDA,≤100
1641234622618194,leonardoabrahao.psi,LEONARDO ABRAHÃO PIRES REZENDE,≤100
1099905363373353,Ubu Editora,These ads ran without a disclaimer,≤100
481960978885807,Paula Belmonte,PAULA MORENO PARO BELMONTE,≤100
228301373863551,Agência Pública,Agência Pública,≤100
404186699618856,Tiago Forastieri,Tiago Forastieri De Almeida,≤100
265312144321652,Patriarca-Cidadania Italiana,Giuliana Callia,≤100
1490922331155430,Unicursos Curitiba,UNICURSOS CAPACITAÇAO E TREINAMENTOS LTDA,≤100
265915033742014,Esquerdona,These ads ran without a disclaimer,≤100
448529311980229,Partido Brasil,Bruno Rigacci,≤100
101328235485196,Reforma Administrativa: destrói os serviços públicos,Reforma que destrói,≤100
104456481092467,Carlos Kayoda - Estrategista Político,Carlos Kayoda,≤100
111981764977985,Elton de Castro,Instituto Tavares,≤100
122121664535323,TrovadorPR (Macedo Junior),Francisco Luiz Macedo Junior,≤100
2302050930035404,Economia do Dia,These ads ran without a disclaimer,≤100
191063590963968,Academia de Comunicadores por Ronaldo Laux,Ronaldo Laux,≤100
201878973201295,Republicanos10,Republicanos10,≤100
282817381411,Instituto Unibanco,These ads ran without a disclaimer,≤100
104807052460800,jvamaraltv,These ads ran without a disclaimer,≤100
102158314814765,Rafael Bem  Reels Pro,These ads ran without a disclaimer,≤100
1593214337620524,Tecnegócios,Tecnegócios,≤100
269116656508331,Faaftech Soluções Inteligentes,These ads ran without a disclaimer,≤100
149518311835447,Renata Bueno,Renata Bueno,≤100
109166260746487,Vereador Luizinho  Kanecão,Luiz Carlos Donizete Da Silva,≤100
622780267781036,Janeiro Branco,LEONARDO ABRAHÃO PIRES REZENDE,≤100
100710735473325,IDP - SP,"Instituto Brasileiro de Ensino, Desenvolvimento e Pesquisa Idp - LTDA",≤100
2419372891669210,MS em Brasília,MS em Brasília,≤100
358687161234,Proteção Animal Mundial,Proteção Animal Mundial,≤100
500679196780578,Instituto Ekos Brasil,Instituto Ekos Brasil,≤100
1008846355811866,Lincoln Reis,Lincoln Reis,≤100
2190306087730959,Rafael Wolff,These ads ran without a disclaimer,≤100
101619539493192,prof.diogocordeiro,These ads ran without a disclaimer,≤100
176861049584508,Luiz Henrique Dias,Luiz Henrique Dias Da Silva,≤100
2013628912048268,Brasil Amazônia Agora,Brasil Amazônia Agora,≤100
649566832145349,Informe Digital,Interativa Serviços de Marketing Ltda,≤100
251565088803687,DRD Advogados,DRD Advogado,≤100
190693954316835,FIAN Brasil,FIAN Brasil – Organização pelo Direito Humano à Alimentação e à Nutrição Adequadas,≤100
100106159009340,Marcelo Messias,MARCELO MESSIAS,≤100
109027638059369,carloseduardoffilho,These ads ran without a disclaimer,≤100
101558365786136,Parlamento Municipal,Parlamento Municipal,≤100
208884825929448,Josias Gomes,Josias Gomes,≤100
213048568820524,Vereador Paulo Frange,Rodrigo Carvalho,≤100
115230991849922,O Globo,Editora Globo,≤100
656965247684115,Zequinha Marinho,Zequinha Marinho,≤100
337834286345988,Fundação Milton Campos,Fundação Milton Campos,≤100
102474002749159,Alessandra Daiane Farias,Marta de Santana Caridade de Almeida,≤100
359871157981726,Decorando a Lei Seca,These ads ran without a disclaimer,≤100
293351651572087,Lia Lara,Instituto Dankemo,≤100
304040639690361,Renato Cariello,Renato Cariello,≤100
792897527470274,Jornal Contratempo,Jornal Contratempo,≤100
152305031470133,Hypeness,Hypeness,≤100
127508364097375,Sindsep-Mg,SINDSEP-MG,≤100
103586255620966,Portal O Judiciário,Interativa Serviços de Marketing Ltda,≤100
2304417933138888,Fabricio Corrêa - Marketing Político,Fabricio Corrêa - Marketing Político,≤100
268802879881105,Movimento Democracia Pura,Movimento Democracia Pura,≤100
197476086944599,ActionAid Brasil,These ads ran without a disclaimer,≤100
456485074374104,Sindipetro SP,SINDICATO DOS TR NAS IN DE EX PE PR RE DE AR DI E TRA ATRAVES DE DU E IM DE PE DE E SI DOS EST DE SP GO E D FEDERAL,≤100
103768438180017,Lab Criação,Lab Criação,≤100
105409412239483,iradoblog,These ads ran without a disclaimer,≤100
110013944976151,_felipebalea,These ads ran without a disclaimer,≤100
106896372083988,Mapas Históricos,Diogo Rodrigues,≤100
153278282047297,Portal Vade News,Eduardo Fuccia,≤100
104309719224760,Josefa Simone Ferreira,Marta de Santana Caridade de Almeida,≤100
104500818170928,Mariano Cabreira,Mariano Cabreira,≤100
198244687300451,Radio Aurora,Germando Santos,≤100
136775633154402,Plan International Brasil,Plan International,≤100
233054513488150,Instituto Refazer,Instituto Refazer,≤100
513410258761411,CopyCon - Conferencia de CopyWrite,These ads ran without a disclaimer,≤100
1491681474458343,Bancários Rio,Sindicato dos Bancários do Rio de Janeiro,≤100
104426834865172,wilcosta75,These ads ran without a disclaimer,≤100
216302945094085,Condsef,Confederação dos Trabalhadores no Serviço Público Federal (Condsef),≤100
100334396194851,Josione Lopes,These ads ran without a disclaimer,≤100
468623019835430,Luis Carlos Duarte Sobreira Saraiva,Luis Carlos Duarte Sobreira Saraiva,≤100
102666711692400,Anderson Benevides,Anderson Benevides Dos Santos,≤100
320741841325616,ZonaCurva,Fernando Do Valle Barbosa,≤100
104487337882031,renataribeiro.contadora,These ads ran without a disclaimer,≤100
1700227383437806,OC Advogados,Oliveira e Carneiro Sociedade de Advogados,≤100
603214206429002,Instituto Camaleão,Projeto Camaleão,≤100
110008760739214,Dra Carolina Curci,These ads ran without a disclaimer,≤100
1500606083580137,João Azevêdo,João Azevedo,≤100
109110994173276,DR. Fernando Marcondes,Fernando Jose Sibila Marcondes,≤100
817766808622751,Denis Brasileiro,These ads ran without a disclaimer,≤100
112236293914254,valscarance,These ads ran without a disclaimer,≤100
103281755716294,ctdomarketingpolitico,Thiago Tenorio,≤100
108562445388679,Frente Parlamentar de Recursos Naturais e Energia,Frente Parlamentar de Recursos Naturais e Energia,≤100
101784872659738,Profissionais da Saúde,Gianny Cesconetto,≤100
100306552231937,Vereador Emerson Camargo,Emerson Camargo Dos Santos,≤100
109567131187358,Suprema Política,Pedro Macedo Moreira De Souza,≤100
102675946024549,Hadassah Amichai,These ads ran without a disclaimer,≤100
102879774637057,oegovirtualdagab,These ads ran without a disclaimer,≤100
210467206143608,Portal de Prefeitura,Portal de prefeitura,≤100
113754717463147,juniorbarroscaxias,These ads ran without a disclaimer,≤100
1847744682154472,Robério Negreiros,ROBERIO BANDEIRA DE NEGREIROS FILHO,≤100
325178464782198,Social Comunicação,These ads ran without a disclaimer,≤100
103233309245160,vaniastobbe.adv,These ads ran without a disclaimer,≤100
112786163835191,Dr. Arlley Cleverson I Medicina Fetal e Ultrassom 3D/4D I São Luís,These ads ran without a disclaimer,≤100
1444137579149969,Fórum das ADs,These ads ran without a disclaimer,≤100
113530774950899,Delegado João Manoel de Andrade,Joao Manoel De Andrade,≤100
102275945221840,Portal Tucumã,Portal Tucumã,≤100
479463895572323,MultCred,Mateus Costa Da Silva,≤100
172154116311925,Sindserv Santos,Sindserv Santos - Sindicato dos Servidores Públicos Municipais de Santos,≤100
1932585450361207,Paulo Gaspar Vereador,Paulo Gaspar Vereador,≤100
1732023947072573,Vereador César Oliva,Vereador César Oliva,≤100
207518726005432,PSTU Nacional,PSTU,≤100
102174539408555,Escola Conectada 2,These ads ran without a disclaimer,≤100
147914562547688,Crônicas & Agudas,These ads ran without a disclaimer,≤100
110332788368977,EcoSol Mauá,Marcio Martins,≤100
106385298993758,Thiago Alixandre,These ads ran without a disclaimer,≤100
329539677059087,Zap Comunicação,Charles Rodrigues,≤100
1990589534564935,CMP Brasil,CMP Central de Movimentos Populares,≤100
289311498094325,KAKÁ,ÁLVARO COSTA VIEIRA,≤100
415540188621036,Marco Jean de Oliveira Teixeira - Advogado,Marco Jean de Oliveira Teixeira,≤100
102355408965828,jonathan.com.br,These ads ran without a disclaimer,≤100
342144619179061,Instituto 215,Institituto 215,≤100
117017854594938,marcelomonteiro_adv,These ads ran without a disclaimer,≤100
1597172553761116,Vereadora Ana Claudia Lesnik,Ana Lesnik,≤100
100411442611747,portaljolrn,These ads ran without a disclaimer,≤100
2051161008456307,Alêssa Ulm,These ads ran without a disclaimer,≤100
115523118624443,Art of Jack,These ads ran without a disclaimer,≤100
100845131705847,Afro Básico,These ads ran without a disclaimer,≤100
