Page ID,Page name,Disclaimer,Amount spent (LBP)
121129357949826,Saida Online,Saida Online,60150
1918990294985442,Megaphone - ميغافون,Megaphone - ميغافون,46617
1108768849269022,B. CHEZ MOON,Asasate Development,30075
102023711572671,أساس ميديا -  Asas Media,Asas Media,30075
116157328113022,Hide Park,Friedrich-Ebert-Stiftung Lebanon Office,30075
106197498149118,لبنان الكبير,Grand Lebanon,25564
278035695547539,Legal Agenda  المفكرة القانونية,legal Agenda,15038
2509759842418472,LebTalks,Lebtalks,15038
105319651353770,Jusur,Jusur,15038
347252006998,Nouhad Machnouk Official Page,Nouhad Machnouk Official Page,15038
1744356319118477,هنا لبنان,هنا لبنان,15038
1398043333774301,The Lebanese Center for Policy Studies,The Lebanese Center for Policy Studies,15038
1717497868504337,Truth and Moments,These ads ran without a disclaimer,983
107698404702208,Alkalima,Alkalima Onlime,≤100
110913872086671,مباراة الجاهلية الكبرى السبت ٥ آب ٢٠٢٣,These ads ran without a disclaimer,≤100
107800617419717,MYKA Foundation,MYKA Foundation,≤100
112414251083829,Doria Feminist Fund,These ads ran without a disclaimer,≤100
128417954019381,Al-Moltaka,These ads ran without a disclaimer,≤100
123458990728979,maharat_training_center1,These ads ran without a disclaimer,≤100
1502687013388650,Media Factory News,Media Factory News,≤100
446168552419572,SEEDS for Legal Initiatives - نواة للمبادرات القانونية,SEEDS for Legal Initiatives - نواة للمبادرات القانونية,≤100
164267520267912,LebanonFiles.com (Live News From Lebanon),LebanonFiles.com (Live News From Lebanon),≤100
868424133211691,Irfaa Sawtak - ارفع صوتك,These ads ran without a disclaimer,≤100
101058903086840,charbelbouabboud24,These ads ran without a disclaimer,≤100
