Page ID,Page name,Disclaimer,Amount spent (COP)
301364506594738,Cumbre Mundial de Comunicación Política,Cumbre Mundial de Comunicación Política,1721
664142747350164,Tatiana López Saldarriaga,Tatiana López Saldarriaga,1057
969143216462972,Felipe Cañizalez,Andreina Quintero Correa,962
214167541938411,Juan Pablo Gallo,Juan Pablo Gallo,615
354008694642813,Little Monkey Agencia de  Publicidad BTL,Little Monkey BTL SAS,598
102143071616787,Goberna Colombia,Goberna,427
370492339735164,Centro Democrático - Comunidad Oficial,Centro Democrático - Comunidad Oficial,415
619776134722439,Secretaría Distrital de Salud,Secretaría Distrital de Salud,408
175346789490397,Peyi Paternina,Peyi Paternina,365
118310267821453,Nicolas Cruz,These ads ran without a disclaimer,312
2179680032345809,Cesar Augusto Torres Ríos,Cesar Augusto Torres Ríos,202
348250701862191,Guillermo Velandia Granados,Guillermo Velandia Granados,191
100119084876379,Lida Escobar,Lida Beatriz Escobar Leal,172
1147318942107929,Todos Somos Una,DEBRAIN LLC,158
194315573916010,Norma Hurtado Sanchez,Norma Hurtado Sánchez,146
466445923412524,Miguel Ángel Barreto,Joshua Escobar Rengifo,143
105109280969000,Agencia Axioma,Agencia Axioma,117
104472845840664,Juan Carlos Corrales,Juan Carlos Corrales,114
100900079275289,lat.oficial,These ads ran without a disclaimer,111
832764363485573,Roberto Rodríguez Z.,Oscar Alexander Garcia Lopez,102
569978373130700,Andrés Lizarralde Henao,Andrés Lizarralde Henao,≤100
472904709784824,Jefferson Tuta,Jefferson Tuta,≤100
494354027360929,Dirección de Educación Continua Pontificia Universidad Javeriana Bogotá,These ads ran without a disclaimer,≤100
103445938692040,Sebastián Morales,Sebastian Morales,≤100
105848177845789,All Out en español,All Out Action Fund,≤100
689737561361215,Mañe Mercado,Mañe Mercado,≤100
581095835894514,Noticentro 1 CM&,Noticentro 1 CM&,≤100
896046427178402,O'Farrell S.R.L,These ads ran without a disclaimer,≤100
267198759973201,Bairon Enrique Muñoz Lizarazo,Bairon Enrique Muñoz Lizarazo,≤100
1584499998299846,Movimiento Juvenil Giganteño,Movimiento Juvenil Giganteño,≤100
351196695436136,Juli Álvarez,Juli Álvarez,≤100
838927469815494,Diana Diago,Diana Marcela Diago,≤100
359478587983811,Castro Opina,These ads ran without a disclaimer,≤100
1400280116941194,Fabian Diaz,Fabian Diaz,≤100
569628349788211,Corpocentro,Corporación Cívica Centro de Medellín,≤100
1519510178128827,Carlos Andrés Hernández Zuluaga,Carlos Andrés Hernández Zuluaga,≤100
319527888151975,Revista La Injusticia,Ronald Rangel,≤100
420844811422014,Vive El Meta,Vive El Meta,≤100
765302097170348,Línea Cero,Linea Cero,≤100
602624820222269,Antonio Garcia,Antonio Jose Garcia De La Rosa,≤100
264386463968386,Nubia Stella Martínez,Centro Democrático - Comunidad Oficial,≤100
101046256286876,Antimilitantes,Linea Cero,≤100
103596816009903,Voy con Leo,Voy con Leo,≤100
237316706446146,Alianza Francesa de Pereira,Alianza Francesa de Pereira,≤100
1529335724037224,Aeropuerto del Café,INTUAL,≤100
101360308679529,Aiala Juris Abogados,These ads ran without a disclaimer,≤100
170276379775886,Instituto de Ciencia Política Hernán Echavarría Olózaga,Instituto de Ciencia Política Hernán Echavarría Olózaga (ICP),≤100
117408829656317,Clara Ines Chaves - Escritora,Henry Framz Martinez Gonzalez,≤100
148349507804,El Tiempo,Casa Editorial El Tiempo,≤100
108342242188076,𝐸𝒹𝓊𝒸𝒶𝒸𝒾𝑜𝓃 𝓅𝒶𝓇𝒶 𝓉𝓊 𝐹𝓊𝓉𝓊𝓇𝑜,These ads ran without a disclaimer,≤100
1823807254333065,Soy Más País,Soy Mas Pais,≤100
111229300646366,Cesar Adolfo Parra Arenas,Cesar Adolfo Parra Arenas,≤100
1614560725255985,DJ FOX FULL PARTY,These ads ran without a disclaimer,≤100
122989028111811,Alexander Ruiz,Edgar Alexander Ruiz Garcia,≤100
177854402389449,Imdosoc,These ads ran without a disclaimer,≤100
1293477610766656,Canvas: Escuela de Comunicación Política,These ads ran without a disclaimer,≤100
103844595298374,Salam_Spain 2,These ads ran without a disclaimer,≤100
789907401124930,Partido Humanista De Colombia,David Nassar Moor,≤100
