Page ID,Page name,Disclaimer,Amount spent (KES)
600979883334883,Hon. Zaheer Jhanda Mp Nyaribari Chache,Hon. Zaheer Jhanda Mp Nyaribari Chache,572
1400771023469241,Anne Waiguru,Anne Waiguru,≤100
1517088885216557,AIG,These ads ran without a disclaimer,≤100
102324481269298,Hon. Zamzam Mohammed,These ads ran without a disclaimer,≤100
103644672731725,Amb. Nancy Karigithu,Arkinst Limited,≤100
1506723769658512,Susan Kihika,Susan Kihika,≤100
113405997247255,Dr.Karuna,These ads ran without a disclaimer,≤100
108600575420958,goodnewsnationofficial,These ads ran without a disclaimer,≤100
344115315677504,This Is Laikipia,This Is Laikipia,≤100
194141207389467,Booker Ngesa Omole,Communist Party of Kenya,≤100
107689448906978,Alan Masakhalia - MP Dagoretti North Constituency 2027,These ads ran without a disclaimer,≤100
111679394767549,المشروع القومي لمشتقات البلازما,These ads ran without a disclaimer,≤100
104747365986254,Ngugi Ndegwa,These ads ran without a disclaimer,≤100
