Page ID,Page name,Disclaimer,Amount spent (ARS)
362204533804292,Municipio de Río Grande,Municipio de Río Grande,6146
1170748123064391,Federico Frigerio,Federico Frigerio,3762
112729881495732,El Comité de Tierra del Fuego,El Comité de Tierra del Fuego,2840
1604553363177691,Concejal von der Thusen,Raul Von Der Thusen,2628
220315757987334,Martín Perez,Martín A. Perez,2025
105791202046721,Punto Ushuaia,Punto Ushuaia,1919
100906542624841,Primero Rio Grande,Primero Río Grande,1848
101747782728989,Paulina Zapata,Paulina Zapata,1242
103088924366000,Noticias d,Noticias d,724
63044235866,UN Climate Change,UN Climate Change with Facebook Ad Credits,592
100148695025263,Alejandro Pagano Zavalía,Pagano Zavalia Alejandro,459
367089004808,Amnistía Internacional Argentina,Amnistía Internacional Argentina,321
301506776559902,Gobierno de Córdoba,Gobierno de Córdoba,218
20906273675,Greenpeace Argentina,Greenpeace Argentina,105
102570774863673,LOBBY,LOBBYEscuela,≤100
327844944459820,Claudio Vidal,Edgardo Gabriel Rovira,≤100
101996084777901,Mariela Belski,Mariela Belski,≤100
87545580838,C5N,C5N,≤100
105434454484182,Difusión de Prensa Argentina,Difusión de Prensa Argentina,≤100
102187456039094,Enterate Ya,Enterate Ya!,≤100
109351389090584,Sergio Urribarri,Sergio Urribarri,≤100
335341579878961,InfoFueguina.com,InfoFueguina,≤100
755620767797794,Diario Mejor Informado,Prima Multimedios SRL,≤100
104147274759706,Periodismo de Izquierda,Periodismo de Izquierda,≤100
111669735076988,Hora Cero,Hora Cero Noticias,≤100
452525851510103,Nicolás del Caño,Frente de Izquierda,≤100
335926266503071,7D,7D,≤100
59772763998,Mauricio Ibarra,Eduardo Mauricio Ibarra,≤100
125183747539071,Noticias Argentinas,Noticias Argentinas,≤100
110806461830762,El Sol Web,El Sol Web,≤100
304176325478,La Política Online,La Política Online,≤100
131381938371647,Corta La Bocha Noticias,Corta La Bocha,≤100
862393870465260,Fabian Martin,Fabian Martin Intendente,≤100
105493327767840,Newsweek Argentina,Newsweek Argentina,≤100
378225769015907,Fundación Embajada Abierta,Fundación Embajada Abierta,≤100
100921729540545,Andres Horacio Ibarra,Andres Horacio Ibarra,≤100
110276628358382,El Autónomo,El Autónomo,≤100
111600998225620,Noticias Zero,Noticias Zero,≤100
105237068485789,La Prensa Energética,La Prensa Energetica,≤100
1676408809269820,Municipio Bahía Blanca,Municipalidad de Bahía,≤100
445691695763603,Eber W. Solis,Eber Wilson Solis,≤100
259700217384725,Le Monde diplomatique - Edición Cono Sur,Capital Intelectual S.A.,≤100
796480967084066,Cele Fierro,MST Movimiento Socialista de los Trabajadores,≤100
104838940899300,Memo,El Memo,≤100
544640985878621,Argentinos Online,Argentinos Online,≤100
1408542766063285,Carla Carrizo,Ana Carla Carrizo,≤100
857382087671921,Maxi Abad,radicalesorg,≤100
102584952016197,Hacemos por Córdoba Pilar,Soledad Andrea Maldonado,≤100
105572509032794,Gerardo Blanes,Gerardo Blanes,≤100
118736245504093,TOTI  Intendente,TOTI  Intendente,≤100
587405287971230,Mariano Cascallares,Partido Justicialista Almirante Brown,≤100
126812307650460,Hernan Reyes,Hernan Reyes,≤100
109234178240520,Sección País,Camilo Cagnacci,≤100
175844725888213,Alejandro Bodart,MST Movimiento Socialista de los Trabajadores,≤100
101170626194622,Ciudadania Italiana urgente,Sebastian Miguel Angel Villalobos,≤100
1405120706440456,Conclusión,Diario Conclusión,≤100
164433833587600,Todo Negativo,Todo Negativo,≤100
818807098190442,Pablo Blanco,Graciela Emma Montani,≤100
428179387610545,Agenda Malvinas,Marco Federico Correa,≤100
316056528999754,Periodistas x el planeta,Periodistas por el Planeta,≤100
111064391804839,Argentina Productiva,Argentina Productiva,≤100
2243331109041866,Gustavo H Arrieta,Gustavo H Arrieta,≤100
643513979193133,Unidos por Beatriz,Neuma,≤100
112750202393508,Punta Querandí,Punta Querandí,≤100
912485242180033,Fabricio en el Concejo,F Bolatti,≤100
206805949516073,Juan Carlos Amarilla Diputado Provincial,Juan Carlos Amarilla,≤100
544986472243896,Data Diario,Data Diario,≤100
1465312150186084,Argentinos por la Educación,Argentinos por la Educación,≤100
705172499580470,Gustavo Martinez,Gustavo Martinez,≤100
810080482399261,Striptease del Poder,Francisco Javier Llorens,≤100
103553635446983,Plan B Misiones,Martin Boerr,≤100
1031055386992616,Florencia Peñaloza Marianetti,Maria Florencia Peñaloza Marianetti,≤100
100449218944717,Patricio Peñalba,Patricio Peñalba Arias,≤100
413356852758756,Rodolfo Aguiar,Rodolfo Aguiar,≤100
301169464126122,Trabajadores de la Educación La Capital,Trabajadorxs de la Educación La Capital,≤100
1668781303383418,Ayuda a pueblos originarios.,These ads ran without a disclaimer,≤100
106716278920168,Noticias Argentinas,Noticias Argentinas Web,≤100
652867018065977,Javier Bee Sellares,Hector Javier Bee Sellares,≤100
1120801237931271,Luis Piri Macagno,Luis Piri Macagno,≤100
794695574216418,Pal' Sur,Laura Funes,≤100
469187843278784,Claudio Frangul,Claudio Frangul,≤100
1144710688890787,Municipio de Tandil ADN,Municipio de Tandil ADN,≤100
633766436768199,Municipalidad de Luque,Municipalidad de Luque,≤100
126737205388849,Paralelo/54,Paralelo/54,≤100
620736001760282,Alejandro Díaz Martínez,Carlos Alberto Cisneros,≤100
101486892149690,Secretaría de Gobierno Las Heras,Roxana Elizabeth Chacon,≤100
233734300112003,Juan Monteverde,Ciudad Futura,≤100
886667964679142,Fabián Gramajo,Fabián Gramajo,≤100
1567154286880194,Marcelo Albaca,Marcelo Albaca,≤100
219074291500100,Hugo Marcucci,Hugo Mar,≤100
112090455034177,El Portavoz Oficial,El Portavoz,≤100
