Page ID,Page name,Disclaimer,Amount spent (NZD)
337477311451,New Zealand Labour Party,NZ Parliamentary Service on behalf of New Zealand Labour Party,≤100
104319172596371,Blair Cameron for Nelson,Blair Cameron,≤100
183355881680015,New Zealand National Party,New Zealand National Party,≤100
92043134118,ACT,ACT,≤100
173912362663564,Electoral Commission NZ,Electoral Commission NZ,≤100
104174354363267,Christopher Luxon,New Zealand National Party,≤100
11870725774,Greenpeace Aotearoa,Greenpeace NZ,≤100
116362033529,Amnesty International Aotearoa New Zealand,Amnesty International Aotearoa New Zealand,≤100
110613705109260,Independent Electoral Review - He Arotake Pōtitanga Motuhake,Independent Electoral Review,≤100
1046290775440089,Rachel Boyack MP,NZ Parliamentary Service on behalf of Rachel Boyack MP,≤100
120703687692577,Mining Means Progress,Straterra Limited,≤100
371913763842,Te Kāhui Tika Tangata Human Rights Commission,Te Kāhui Tika Tangata Human Rights Commission,≤100
114961458268104,The Integrity Institute,The Integrity Institute,≤100
103881760966661,Gen Less,Energy Efficiency & Conservation Authority,≤100
175954932952,WWF New Zealand,WWF New Zealand,≤100
103960428774837,Religious Diversity Centre Aotearoa,These ads ran without a disclaimer,≤100
1281262645251755,Hobson's Pledge,Hobson's Pledge,≤100
74410368422,Mental Health Foundation of New Zealand,Mental Health Foundation,≤100
1846207688941551,Ministry for the Environment,Ministry for the Environment,≤100
105534772373969,NZ News Essentials,NZ News Essentials,≤100
424806334290059,New Zealand Taxpayers' Union,New Zealand Taxpayers' Union,≤100
19648092895,Tearfund New Zealand,Tearfund New Zealand,≤100
408747529491004,Department of Conservation,Department of Conservation,≤100
705422666171288,Chris Bishop,Chris Bishop,≤100
102500959802535,World Vision New Zealand,World Vision New Zealand,≤100
23625700722,Oxfam,Oxfam Aotearoa,≤100
110077017479600,One Sun in the Sky,One Sun in the Sky,≤100
196967540964595,Mindful Money,Mindful Money,≤100
134871109877812,Save the Children New Zealand,Save the Children New Zealand,≤100
1294334830681468,Forest & Bird Youth,Forest & Bird,≤100
185590638873,NZHL Home Loans / Insurance,NZHL Home Loans / Insurance,≤100
149919531786213,Right to Life New Zealand,Right to Life New Zealand,≤100
203953359629611,Voice For Life,Voice for Life,≤100
205639639594736,Socialist Equality Group - New Zealand,Socialist Equality Group - New Zealand,≤100
102500959802535,World Vision New Zealand,World Vision New Zealand,≤100
104523225895525,Huihui Mai Greater Christchurch,Greater Christchurch Partnership,≤100
109736720527010,Glen Bennett for New Plymouth,NZ Parliamentary Service on behalf of Glen Bennett MP,≤100
346186225761296,Erica Stanford MP,Erica Stanford MP,≤100
103177381582859,Frontline Law,Frontline Law Limited,≤100
105681068874945,Ag Matters,New Zealand Agricultural Greenhouse Gas Research Centre,≤100
291373147558098,LIC,LIC,≤100
195454263800226,Julie Anne Genter MP,Julie Anne Genter MP,≤100
102953441994382,Your Ruling Planet - Lifestyle,These ads ran without a disclaimer,≤100
