Page ID,Page name,Disclaimer,Amount spent (BOB)
110812991225129,Secretaría de Salud y Desarrollo Humano,Servicio Departamental de Salud,351
102674511293040,Manfred Reyes Villa,Manfred Reyes Villa,≤100
964080723662055,Carlos Subirana Responde,Editorial CSS,≤100
320503974822994,EAE - Escuela de Abogados del Estado,EAE - Escuela de Abogados del Estado,≤100
106403237850347,Goberna Bolivia,Goberna,≤100
1663546307210960,Erik Morón,These ads ran without a disclaimer,≤100
102351595022048,Carlos Montaño Alcalde,Carlos Montaño Alcalde,≤100
101510037940847,La Prensa Digital,LP Digital,≤100
104648981195021,The Oxygen Project ES,These ads ran without a disclaimer,≤100
905547646131176,Desacuerdo Tv,These ads ran without a disclaimer,≤100
110481725071608,Salud y Bienestar en foco,These ads ran without a disclaimer,≤100
1702138929926817,Mongabay Latam,These ads ran without a disclaimer,≤100
146227348758026,Viendo Es La Cosa,Viendo Es La Cosa,≤100
117105021304811,Bigggie,These ads ran without a disclaimer,≤100
552790635089157,The Secular Community,These ads ran without a disclaimer,≤100
116603861327799,alex_sa.c,These ads ran without a disclaimer,≤100
