Page ID,Page name,Disclaimer,Amount spent (SEK)
371791194529,Världsnaturfonden WWF,Världsnaturfonden WWF,840
122854408319,Hjärt-Lungfonden,Hjärt-Lungfonden,391
608975645850217,Vattenfall,Vattenfall Sverige,277
161213770567846,Operation Smile Sverige,Operation Smile Sverige,204
111630258867610,Röda Korset,Röda Korset,180
126567104406,Hyresgästföreningen,Hyresgästföreningen,178
643137272398136,Sverige för UNHCR,Sverige för UNHCR,173
262656093762675,Östersunds kommun - Staaren tjïelte,Östersunds kommun,156
239177706143268,Mobility Sweden,Mobility Sweden,156
194996370654471,Assistanslotsen,Assistanslotsen,143
59324455950,UNICEF Sverige,UNICEF Sverige,138
369582590803,Dagens ETC,ETC-tidningarna,≤100
1005361066218702,Norrtåg,Norrtåg,≤100
68115370786,Läkare Utan Gränser (MSF),Läkare Utan Gränser/ Médecins sans Frontières (MSF Sweden),≤100
103296115466644,Skattenytta,Kommissionen för Skattenytta,≤100
114262485262083,Konsumentverket,Konsumentverket,≤100
162985227114132,Skellefteå Kraft,Skellefteå Kraft,≤100
127757523931098,Emrahus AB,Emrahus AB,≤100
382243262003,Plan International Sverige,Plan International Sverige,≤100
72659261793,Rädda Barnen,Rädda Barnen,≤100
130927360876045,Tidningen Näringslivet,Tidningen Näringslivet,≤100
101341883359561,Matsmart Sverige,Matsmart,≤100
19746853632,Djurens Rätt,Djurens Rätt,≤100
111842515680597,Hyresgästföreningen Norrland,Hyresgästföreningen,≤100
2337692372925538,Reformisterna,Reformisterna,≤100
133867976608,Naturskyddsföreningen,Naturskyddsföreningen,≤100
18880778360,ActionAid Sweden,ActionAid Sweden,≤100
320527884686176,Vänsterpartiet Östersund,Vänsterpartiet Östersund,≤100
150057951690751,OKQ8,OKQ8,≤100
24574889995,Charlie Weimers MEP,Charlie Weimers MEP,≤100
95735961890,Greenpeace Sverige,Greenpeace Sverige,≤100
109886133732943,RESCUE - Sverige,RESCUE - Sverige,≤100
90882504375,Svenskt Näringsliv,Svenskt Näringsliv,≤100
299065246064,"Seko, Service- och kommunikationsfacket","Seko, Service- och kommunikationsfacket",≤100
1504070149885840,Socialdemokraterna i Krokoms kommun,Krokoms socialdemokratiska arbetarekommun,≤100
293678655099,Europaparlamentets kontor i Sverige,Europaparlamentets kontor i Sverige,≤100
188616781161573,World Animal Protection Sverige,World Animal Protection Sverige,≤100
118090278221826,Erikshjälpen,Erikshjälpen,≤100
237146235237,Timbro,Tankesmedjan Timbro,≤100
153028052500,Kvinna till Kvinna,Stiftelsen Kvinna till Kvinna,≤100
195379633820701,Svenskt Kött,Svenskt Kött,≤100
72832167834,Skattebetalarnas Förening,Skattebetalarnas Förening,≤100
236221570038,BRIS: Barnens Rätt I Samhället,BRIS: Barnens Rätt I Samhället,≤100
186513678039755,Fortum,Fortum Sverige,≤100
42676805259,Diakonia,Diakonia,≤100
1402657726653154,Hallå konsument,Konsumentverket,≤100
440459709390224,Hitachi Energy,KSMG,≤100
153270724787,Amnesty International Sverige,Amnesty International Sverige,≤100
314872662206,Ekonomifakta,Ekonomifakta,≤100
239855722130,Nyhetsmagasinet Fokus,Fokus,≤100
8040892957,Socialdemokraterna,Socialdemokraterna,≤100
312084019369,Dagens Medicin,Dagens Medicin,≤100
261455205686,LRF,LRF,≤100
467193996739598,Moderaterna i Strömsunds kommun,Carls Simon Elias Högberg,≤100
690167674732029,Lena Hallengren,Socialdemokraterna,≤100
107898832590939,European Commission,European Commission,≤100
117109165023455,Nordnet,Nordnet Bank AB,≤100
576845979156129,Techarenan,Techarenan,≤100
181590825305317,COWI Sverige,COWI Sverige,≤100
175656912484553,Unionen,Unionen,≤100
276108117859,Svenska Afghanistankommittén,Svenska Afghanistankommittén,≤100
136869337238,Tidningen Dagen,Dagen,≤100
129841741852473,Folkhälsodalen,Folkhälsodalen,≤100
183512318424647,Magdalena Andersson,Socialdemokraterna,≤100
965458110149319,Byggindustrin,Byggindustrin,≤100
217391588404948,Katalys,Katalys,≤100
1633181116933852,SvD Junior,SvD Junior (SvD),≤100
356032977210,Vi-skogen,Vi-skogen,≤100
114782395316367,Socialdemokraterna i Västernorrland,Socialdemokraterna i Västernorrland,≤100
100941935326134,RekonstruktionsGruppen,Rekonstruktionsgruppen Sverige AB,≤100
129016447116122,Aktuell Hållbarhet,Aktuell Hållbarhet,≤100
328754490337,Vårdförbundet,Vårdförbundet,≤100
539297539496434,Dagens Samhälle,Dagens Samhälle,≤100
188821514474911,Preem,Preem AB,≤100
273053169937029,ClimateHero,ClimateHero,≤100
212604496324,Fackförbundet ST,Fackförbundet ST,≤100
234172635050,Forum för levande historia,Forum för levande historia,≤100
2002046333202650,Bli nämndeman,Bli nämndeman,≤100
1042091032500520,Kvartal,Kvartal,≤100
166406746310,Resumé,Resumé,≤100
266170183550491,Nya Kompisbyrån,Nya Kompisbyrån,≤100
120653037981614,Örebro universitet,Örebro universitet,≤100
226810677402741,Centerpartiet i Jönköpings län,Centerpartiet Jönköpings län,≤100
1261907310611511,Segerstedtinstitutet vid Göteborgs universitet,Richard Millings,≤100
669633683535832,Bosumhus - Från svenska skogar,These ads ran without a disclaimer,≤100
122291934457124,Handelshögskolan vid Göteborgs universitet,Handelshögskolan vid Göteborgs universitet,≤100
105345278410827,Frälsningsarméns sociala arbete,Frälsningsarmén,≤100
251829904829983,David Lega,David Lega - Kristdemokraterna,≤100
117109165023455,Nordnet,These ads ran without a disclaimer,≤100
324914190902686,Magasinet Paragraf,Magasinet Paragraf,≤100
329452290816078,Tidningen Market,Tidningen Market,≤100
296423575695,Afrikagrupperna,Afrikagrupperna,≤100
10150161538825010,Medborgarskolan,Medborgarskolan,≤100
100253435575183,EPHI - Environment and Public Health Institute,Environment and Public Health Institute,≤100
163305633746125,Karneval förlag,Holviks,≤100
273402369438867,By Billgren,By Billgren AB,≤100
109609604086656,Vejpkollen.se,Vejpkollen.se,≤100
175873745789190,Vänsterpartiet Göteborg,Vänsterpartiet Göteborg,≤100
120216874723147,Svenskt Sigill,Svenskt Sigill,≤100
347852331958080,En Företagares Vardag,En Företagares Vardag,≤100
175843834306,WaterAid Sverige,WaterAid Sverige,≤100
1540294046226139,Feministsmeden,Feministsmeden,≤100
171919835807,TCO,TCO,≤100
150820354221,"DIK - facket för kultur,  kommunikation och kreativ sektor",These ads ran without a disclaimer,≤100
138449739649621,Synskadades Riksförbund,Synskadades Riksförbund,≤100
337086006951883,Jessica Polfjärd,Moderaterna,≤100
182726910344,Hela Sverige Ska Leva,Hela Sverige Ska Leva,≤100
253851994766681,Socialdemokraterna i Surahammars kommun,Socialdemokraterna i Surahammars Kommun,≤100
951217261634608,Naturvårdsverket,Naturvårdsverket,≤100
268608766607208,Svensk Tidskrift,Svensk Tidskrift,≤100
342952129133948,Kultur i Malmö,Kultur i Malmö,≤100
127063960674693,Svenska Freds- och Skiljedomsföreningen,Svenska Freds- och Skiljedomsföreningen,≤100
150909028299502,Jernkontoret,Jernkontoret,≤100
183959274989548,Landsbygdsnätverket,Landsbygdsnätverket,≤100
193309030695120,UR,UR,≤100
62185934430,Olof Palmes Internationella Center,Olof Palmes Internationella Center,≤100
105755296132267,Miljöpartiet de Gröna Ekerö,Miljöpartiet de gröna Ekerö,≤100
114814873726506,ihuvudetpaenentreprenor,These ads ran without a disclaimer,≤100
103953609645359,SCB - Statistiska centralbyrån,Statistiska centralbyrån,≤100
152085291138,Aktuellt i Politiken,Aktuellt i Politiken,≤100
1978566042454891,Socialistiskt Alternativ Haninge,RS Haninge,≤100
257888154669865,Conscia Sverige,Conscia Sverige AB,≤100
135062563176874,Utrikespolitiska Institutet,Utrikespolitiska Institutet,≤100
1432591790382295,ByMartinsdotter,By Martinsdotter,≤100
341599100376,Brand,Brand,≤100
793167577681326,Polylino SE,These ads ran without a disclaimer,≤100
323156205347,Vänsterpartiet,Vänsterpartiet,≤100
150453111655854,Folkbildningsrådet,Elin Sundling,≤100
272185502945519,Socialdemokraterna Landskrona,Jonas Esbjörnsson,≤100
114360905256883,Ljungskile folkhögskola,These ads ran without a disclaimer,≤100
108878133830874,Grön flygplats,Projektet Grön Flygplats; finansierat av Svenska Regionala Flygplatser och Europeiska Regionala Utvecklingsfonden,≤100
217897918243937,Socialdemokraterna i Värmdö,Julia Ekedahl,≤100
1682793018671477,Socialdemokraterna i Kävlinge kommun,Kävlinge Arbetarekommun,≤100
255288010153,Sida - Styrelsen för Internationellt Utvecklingssamarbete,Sida - Styrelsen för Internationellt Utvecklingssamarbete,≤100
273254886116655,Motargument,Motargument,≤100
17775970938,Cancerfonden,Cancerfonden,≤100
237658639705704,Socialistiskt Alternativ,Rättvisepartiet Socialisterna,≤100
1522679411362377,Lighthouse - Swedish Maritime RD&I collaboration platform,Lars Nicklason,≤100
212284955495610,Elektrikerna,Elektrikerna,≤100
412192732132640,ECPAT Sverige,ECPAT Sverige,≤100
45101268520,SSU,SSU,≤100
403554826503920,Vänskapsförbundet Sverige-Israel,Vänskapsförbundet Sverige-Israel,≤100
152953178070559,Kommunistiska Partiet,Kommunistiska Partiet,≤100
178042775588482,Reportrar utan gränser,Reportrar utan gränser,≤100
62044983625,The Amazing Society,The Amazing Society,≤100
102948117803991,Kungliga Slottsboden,These ads ran without a disclaimer,≤100
505229989560231,Kristdemokraterna i Skåne,Kristdemokraterna i Skåne,≤100
314283591054,Byggnads,Byggnads,≤100
100398852404706,Hans-Erik Beck - Moderat politiker,Hans-Erik Beck,≤100
287880713020478,Rörelsen,Peter Gustavsson,≤100
100154266829621,Kyrkans Tidning,Kyrkans Tidning,≤100
349041299054769,Kungl. Vetenskapsakademien,Kungl. Vetenskapsakademien,≤100
107889157547905,Nooshi Dadgostar,Vänsterpartiet,≤100
128452220525979,CIVIL RIGHTS DEFENDERS,CIVIL RIGHTS DEFENDERS,≤100
394687000597592,Barnombudet i Uppsala län - BOiU,Barnombudet i Uppsala län,≤100
899603916845362,JAG Personlig assistans,JAG Personlig assistans,≤100
103304878446836,"Grön, liberal och hoppfull framtid - kampanjsida för David Hallgren",John David Hallgren,≤100
197762513603868,MÄN,MÄN,≤100
102451921606529,Kommunistiska Partiet Ludvika,Mattias Lindwall,≤100
146593541117,nwt.se,NWT Media AB,≤100
115358525182240,"Mattias Bernhardsson, Socialistiskt Alternativ",RS Haninge,≤100
513520638755798,Vänsterpartiet Ystad,Brante Goran,≤100
115756055102646,Kura Omsorg  i Sverige AB,Kura Omsorg  i Sverige AB,≤100
699733880123060,Tjejjouren i Lund - en transinkluderande jour,Tjejjouren i Lund,≤100
101320658099429,Renoveringsraseriet,Renoveringsraseriet,≤100
106459258633326,Vänsterpartiet Trelleborg,Vänsterpartiet Trelleborg,≤100
162466473776556,Klimataktion,Klimataktion,≤100
112644953916525,Facklig Vänster,Vänsterpartiet,≤100
120477444659925,Svensk Handel,Svensk Handel,≤100
173901972642378,Kristdemokraterna i Huddinge,Kristdemokraterna i Huddinge,≤100
390479295816,Socialdemokraterna i Jönköpings län,Socialdemokraterna i Jönköpings län,≤100
265305087460,SEB Career,These ads ran without a disclaimer,≤100
108606768485583,Vuksan Rovčanin,Vuksan Rovcanin,≤100
1401558216532453,Kristdemokraterna Laholm,Nilsson Jorgen Christian,≤100
101892981907234,Socialdemokraterna Strängnäs,These ads ran without a disclaimer,≤100
794309503933311,Socialistiskt Alternativ Luleå,Karl Jonas Brännberg,≤100
1293728424047507,Vänsterpartiet i Falkenberg,Ake Emanuel Andersson,≤100
200168212690,Svenska Spanienfrivilligas vänner,Svenska Spanienfrivilligas Vänner,≤100
323218466904,Kristdemokraterna i Lerum,Miriam Helena Lilja,≤100
230671826970236,Uppsala konstmuseum,Uppsala kommun,≤100
105339482530122,Grow Sverige - ett friare liv,These ads ran without a disclaimer,≤100
119432911402994,Socialdemokraterna i Växjö,Socialdemokraterna Växjö,≤100
1329593773802412,TransferGo Polska,These ads ran without a disclaimer,≤100
250485248333218,Clean Air Task Force,These ads ran without a disclaimer,≤100
178362315106,European Parliament,European Parliament,≤100
