Page ID,Page name,Disclaimer,Amount spent (DKK)
63691965101,UNICEF Danmark,UNICEF Danmark,1978
26458152911,SOS Børnebyerne,SOS Børnebyerne,1023
276770505228,Folkekirkens Nødhjælp,Folkekirkens Nødhjælp,992
65929129383,Røde Kors,Røde Kors,923
99632942471,Læger uden Grænser (MSF),Læger uden Grænser (MSF),787
125934997444897,SuperBrugsen,Coop,744
72672361910,Børns Vilkår,Børns Vilkår,515
116227401722605,Dansk Flygtningehjælp,Dansk Flygtningehjælp,460
116269191760882,DSB,DSB,432
107893513382,Liberal Alliances Ungdom,Liberal Alliances Ungdom,413
67571270393,Red Barnet,Red Barnet,387
399210657232918,PlanBørnefonden,PlanBørnefonden,330
748887235210811,Obton Forvaltning A/S,Obton A/S,300
59143726810,Psykiatrifonden,Psykiatrifonden,279
5624899398,Mellemfolkeligt Samvirke,Mellemfolkeligt Samvirke,259
106468772046278,Project Greensand,Project Greensand,211
12787473132,Berlingske,Berlingske,173
55365680705,Greenpeace Danmark,Greenpeace Danmark,169
867877683280051,Weekendavisen,Weekendavisen,167
287306323369,Børnecancerfonden,Børnecancerfonden,167
109012749124622,3F - Gør dig stærkere.,3F - Danmarks Stærkeste Fagforening,160
250994288337708,Sex og Samfund,Sex og Samfund,133
17428770950,RÆSON,Clement Kjersgaard,131
38507331439,Danmarks Naturfredningsforening,Danmarks Naturfredningsforening,126
155596147784577,WWF Verdensnaturfonden,WWF Verdensnaturfonden,120
102154048301476,Lederstof.dk,Lederne,118
90497015205,Kvickly,Coop,≤100
304554445813,Videncentret Bolius,Videncentret Bolius,≤100
154415494575789,IDA,IDA,≤100
121570596369,CARE Danmark,CARE i Danmark,≤100
144098125661833,Nordea Invest,Nordea Invest,≤100
276145368333,Bedre Psykiatri - Landsforeningen for pårørende,Bedre Psykiatri - Landsforeningen for pårørende,≤100
416253895120951,HK Nordjylland,HK Nordjylland,≤100
10349651868,Dyrenes Venner,Dyrenes Venner,≤100
350495955072656,Klimabevægelsen i Danmark,Klimabevægelsen i Danmark,≤100
130388840342741,Danske Bank,Danske Bank,≤100
427213910721659,Dansk Blindesamfund,Dansk Blindesamfund,≤100
2047554945456852,Climaider,Climaider,≤100
102374815695721,Nordic Talks,Nordic Council of Ministers,≤100
109450894144575,Kontrast,Kontrast.dk Aps,≤100
95141502089,Økonomisk Ugebrev,Økonomisk Ugebrev,≤100
105256367862821,Søstre mod vold og kontrol,Søstre mod vold og kontrol,≤100
1688214178159008,BARONS,BARONS,≤100
36664432940,Amnesty International Danmark,Amnesty Danmark,≤100
19176473894,IMS (International Media Support),IMS (International Media Support),≤100
334571029981175,DM og MA studerende,DM,≤100
246977185497434,Plastic Change,Plastic Change,≤100
105511328705392,HØRT,Børns Vilkår,≤100
1497190180404355,Kira Marie Peter-Hansen,Kira Marie Peter-Hansen,≤100
12390252419,Region Nordjylland,Region Nordjylland,≤100
1405355586351630,Carlsbergfondet,Carlsbergfondet,≤100
32416796716,Lindhardt og Ringhof,Lindhardt og Ringhof,≤100
304554445813,Videncentret Bolius,Bolius,≤100
246097715413231,Alkohol & Samfund,Alkohol & Samfund,≤100
612365422186892,Rebild Kommune,Rebild Kommune,≤100
267019152979,"DPU, Aarhus Universitet",Carsten Henriksen,≤100
146956228206,Red Barnet Ungdom,Red Barnet Ungdom,≤100
314676938743,DM din akademiske fagforening,DM,≤100
122577072476986,Amalo,Amalo,≤100
