Page ID,Page name,Disclaimer,Amount spent (GBP)
7715002593,UNICEF UK,Unicef UK,130
353224381469808,ifaw,IFAW,≤100
110861655604080,Friends of the Earth,Friends of the Earth (EWNI),≤100
9250349228,Greenpeace UK,Greenpeace UK,≤100
345463602161853,bp,bp,≤100
311627208673,WWF UK,WWF UK,≤100
33268280976,Disasters Emergency Committee (DEC),Disasters Emergency Committee (DEC),≤100
344629179474463,Crimestoppers Northern Ireland,Crimestoppers Northern Ireland,≤100
55984857501,Open Doors UK & Ireland,Open Doors with Brother Andrew,≤100
167898406587045,Holiday Extras,Holiday Extras,≤100
1660600037490738,Guardian Labs,Guardian Labs,≤100
121936349543,World Vision UK,World Vision UK,≤100
799576543492660,The Week Junior,The Week Junior,≤100
35671512696,World Animal Protection UK,World Animal Protection UK,≤100
569834799727730,National Grid UK,National Grid UK,≤100
186622728032,RSPB,RSPB,≤100
102639461303190,Fair Pay For All,Fair Pay For All,≤100
403187191250,Soccer Aid,UNICEF UK,≤100
10114144851,NSPCC,NSPCC,≤100
13047522725,Crimestoppers,Crimestoppers,≤100
127031794038958,Blue Marine Foundation,Blue Marine Foundation,≤100
7043497714,Christian Aid,Christian Aid,≤100
195754307110390,Right To Life UK,Right To Life UK,≤100
177855115588808,The Week UK,The Week UK,≤100
10677003998,Shelter,Shelter,≤100
123027101047606,Pancreatic Cancer UK,Pancreatic Cancer UK,≤100
1382543595173440,Humane Society International - UK,Humane Society International - UK,≤100
220513170893,Ripple Effect,Send a Cow,≤100
117476785190,Save the Children UK,Save the Children UK,≤100
7527864602,WaterAid UK,WaterAid UK,≤100
47496679743,The Climate Coalition,The Climate Coalition,≤100
175338329150218,Help For Heroes,Help for Heroes,≤100
693990677314288,Royal London,Royal London,≤100
365948210785448,Criminal Injuries Helpline,Criminal Injuries Helpline,≤100
490007667679401,Hugh James,Hugh James,≤100
18168505158,The Woodland Trust,Woodland Trust,≤100
40952091012,Asthma + Lung UK,Asthma + Lung UK,≤100
6406164817,Viva!,Viva! Vegan Charity,≤100
200509426641599,Eco-Schools Northern Ireland Official,Keep Northern Ireland Beautiful,≤100
220543443746,International Rescue Committee - UK,International Rescue Committee UK,≤100
131891836851920,MAF UK,Mission Aviation Fellowship UK,≤100
158077247591710,Refuge,Refuge,≤100
2352224541726783,Cancard,Cancard,≤100
7624294394,Amnesty International UK,Amnesty International UK,≤100
34044296391,Surfers Against Sewage,Surfers Against Sewage,≤100
26698813123,British Red Cross,British Red Cross,≤100
208189704820,Ellen MacArthur Foundation,Ellen MacArthur Foundation,≤100
106205865302441,Just Stop Oil,Just Stop Oil,≤100
246872175166,Action Against Hunger UK,Action Against Hunger UK,≤100
2169351726630738,Refill HQ,City to Sea,≤100
47612991154,Dignity in Dying,Dignity in Dying,≤100
97955320269,MAG (Mines Advisory Group),MAG (Mines Advisory Group),≤100
112712550420527,Ekō UK,Ekō,≤100
319465674441,Game & Wildlife Conservation Trust (GWCT),Game & Wildlife Conservation Trust (GWCT),≤100
134668059889798,Mercy Mission World,Mercy Mission World,≤100
134213516600832,Logistics UK,Logistics UK,≤100
134271016653249,World Jewish Relief,World Jewish Relief,≤100
146360222095113,Release International,Release International,≤100
290498754454402,European Movement UK,European Movement UK,≤100
1738524969810037,Mission India UK,Mission India UK,≤100
32514078659,Liberty,Liberty,≤100
169042736456594,All Out,All Out,≤100
40409120801,Refugee Council,Refugee Council,≤100
135456716565905,Guardian Jobs,Guardian Jobs,≤100
114651147002520,SSE Energy Solutions,SSE,≤100
227427673437,Tree Aid,Tree Aid,≤100
108780457170240,Cut Carbon Not Forests,Cut Carbon Not Forests,≤100
18933990398,Stonewall,Stonewall UK,≤100
110538548040758,Care2 UK,John Ayling & Associates,≤100
1492802214270456,The Royal College of Surgeons of England,The Royal College of Surgeons of England,≤100
1046117708754519,Care4Calais,Care4Calais,≤100
46852258376,Anti-Slavery International,Anti-Slavery International,≤100
10986039307,VSO,VSO,≤100
107485499287,Reprieve,Reprieve,≤100
112845639376,Refugee Action,Refugee Action,≤100
105298484651843,SME Climate Hub,SME Climate Hub,≤100
13655260370,Penguin Books,Penguin Books,≤100
275241295879466,Blind Veterans UK,Blind Veterans UK,≤100
303760836322372,Bullen Healthcare,Bullen Healthcare,≤100
7525251658,Virgin Unite,Virgin Unite,≤100
208573062515662,Freedom from Torture,Freedom from Torture,≤100
139695000173,Good Energy UK,Good Energy,≤100
39556650565,League Against Cruel Sports,League Against Cruel Sports,≤100
85800829429,Justice and Care,Justice and Care,≤100
105213446201178,International Justice Mission,International Justice Mission,≤100
37981137361,The Children's Society,The Children's Society,≤100
117592091643709,Tree of Life Ministries｜Evangelism in Israel,Tree of Life Ministires,≤100
89151782746,Fauna & Flora,Fauna & Flora International,≤100
100553032399423,The Fund for Global Human Rights UK,The Fund for Global Human Rights,≤100
199098633470668,LADbible,LADbible,≤100
8422578815,Soil Association,Soil Association,≤100
18366996074,War on Want,War on Want,≤100
1567955710156124,The Women's Equality Party,Women's Equality Party,≤100
346684596111093,KinKind,KinKind Ltd,≤100
164362913586214,Womankind Worldwide,Womankind Worldwide,≤100
327118287384388,The Institution of Engineering and Technology (IET),The Institution of Engineering and Technology (IET),≤100
2443299312347521,Green New Deal Rising,Green New Deal UK,≤100
183578656917,Wellcome Trust,Wellcome Trust,≤100
25040545213,Contact - For families with disabled children,Contact,≤100
19110072263,FOUR PAWS,FOUR PAWS GB,≤100
246973468695197,Pan Macmillan,Pan Macmillan,≤100
137660096284927,Child Poverty Action Group (UK) - CPAG,Child Poverty Action Group,≤100
113342017059160,Rights : Community : Action,Rights Community Action,≤100
149666996584,Federation of Small Businesses - FSB,Federation of Small Businesses,≤100
1701849696765542,Prysmian UK,Prysmian UK,≤100
115682311434139,Health Negligence Solutions CIC,Health Negligence Solutions C.I.C.,≤100
477980525608006,Think and Grow Rich: Exposed,These ads ran without a disclaimer,≤100
246973468695197,Pan Macmillan,These ads ran without a disclaimer,≤100
105057779144316,Balance Power,Balance Power,≤100
9695206314,Sustrans,Sustrans,≤100
101183108039162,P1vital,P1vital,≤100
249209468838241,Good Law Project,Good Law Project,≤100
349529338419493,Energy and Utilities Jobs,Energy and Utilities Jobs,≤100
143837658998810,WWT,Wildfowl and Wetlands Trust,≤100
198491313659847,Drug Science,Drug Science,≤100
101255718164248,350 UK,350.org,≤100
355303358205743,Aquablueice,These ads ran without a disclaimer,≤100
220543443746,International Rescue Committee - UK,International Rescue Committee - UK,≤100
6707857033,Global Justice Now,Global Justice Now,≤100
110490609008782,Crocs,These ads ran without a disclaimer,≤100
19891061755,Dropbox,These ads ran without a disclaimer,≤100
86586411617,The Ecologist,The Resurgence Trust,≤100
102959175630065,Net Zero Now,Net Zero Now Ltd,≤100
101078319487563,Discovering Quakers,Discovering Quakers,≤100
107509044383300,Médecins Sans Frontières / Doctors Without Borders (MSF),Médecins Sans Frontières / Doctors Without Borders (MSF),≤100
6574632957,Unlock Democracy,Unlock Democracy,≤100
100234258667107,Strike Map,Strike Map UK,≤100
25010947137,ShelterBox,ShelterBox,≤100
183759769950,First News,First News- The Newspaper for Young People,≤100
112712550420527,Ekō UK,SumOfUs,≤100
174701239354403,Cirio UK,Cirio UK,≤100
2047806148766050,Animal Equality UK,Animal Equality UK,≤100
601388547012748,Ecologi,Ecologi,≤100
1731766737063825,Greenspark,Greenspark,≤100
438347929534725,NewsPrints,NewsPrints,≤100
108289788007047,Let Us Pray,The Christian Institute,≤100
103623246089499,Soil Capital UK,Soil Capital,≤100
157492274367801,Cruelty Free International,Cruelty Free International,≤100
145571972463613,Diversifying Group,Diversifying Group,≤100
202480635550,Care,CARE,≤100
137491719653536,Governors for Schools,Governors for Schools,≤100
202798122688,Chatham House,Chatham House,≤100
109403712473243,Bristol Energy Cooperative,Bristol Energy Cooperative,≤100
121292038029801,The Passage Charity,The Passage,≤100
104783564567494,The Disability Union,The Disability Union,≤100
106552981733110,Project Better Energy,Simplicity Digital Marketing,≤100
264444526901270,Human Aid & Advocacy,Human Aid & Advocacy,≤100
198081311536,"Natural History Museum, London","Natural History Museum, London",≤100
397367290369272,Project Solar UK,Project Solar UK,≤100
534501720220577,Transform Trade,Transform Trade,≤100
175067939218623,Mercy Corps - Europe,Mercy Corps Europe,≤100
85549822738,Peace Direct,Peace Direct,≤100
111664924700805,Forum Press,Forum Press,≤100
1721275931466984,The Reclaim Party,The Reclaim Party,≤100
107715257293611,Certified Sustainable,Certified Sustainable,≤100
1594504597535679,Refugee Support Europe,Refugee Support Europe,≤100
70847349631,Whale and Dolphin Conservation,Whale and Dolphin Conservation,≤100
114077253300294,Smart Motorways Kill,Smart Motorways Kill,≤100
1863944713844924,Best For Britain,Best for Britain,≤100
366410157157016,Migrant Help,Migrant Help,≤100
104039611070017,No Pasaran Media,No Pasaran Media,≤100
306438556793416,Care What You Wear,Care What You Wear,≤100
112403793494016,healthandcare.scot,Healthcare News Scotland,≤100
267353906619818,Mr. Gugu & Miss Go,These ads ran without a disclaimer,≤100
8038902385,"Little, Brown Book Group","Little, Brown Book Group",≤100
507934189245538,Save Wild Tigers,Save Wild Tigers,≤100
120647877641071,Guardian Angel Accessories,Guardian Angel Accessories,≤100
388650307829032,Rachel Reeves,Rachel Reeves,≤100
215662339171618,Winstanley Labour Party,Winstanley Labour Party,≤100
1486841851361953,Power for People,Power for People,≤100
310169038993349,Action on Poverty,Action on Poverty,≤100
105596034195533,Kind Community,Kind Community,≤100
102749999423262,Save the Shire,Shared Voice,≤100
214925328531767,Yachad,Yachad,≤100
105434212379349,Acorn Bioenergy,Acorn Bioenergy,≤100
101447691250941,Marco Longhi MP,Marco Longhi & Dudley North Conservatives,≤100
112097104891095,Organise Now,Organise Now!,≤100
644525922365534,Richmondshire Today,Richmondshire Today,≤100
110173697302280,CarbonStore,CarbonStore,≤100
107211874458964,Your Time Pilates,Your Time Pilates,≤100
756732831155485,Skinsider,These ads ran without a disclaimer,≤100
111654016067,Staffordshire University,Staffordshire University,≤100
216741958412414,Avon Worldwide,These ads ran without a disclaimer,≤100
97116898596,Sightsavers,Sightsavers,≤100
112714651408327,Government Events,Government Events,≤100
248614481874426,Breast Cancer UK,Breast Cancer UK,≤100
119642604483174,EU News,These ads ran without a disclaimer,≤100
106372627991408,proj_reset,These ads ran without a disclaimer,≤100
102786804655266,Bluebeam UKI,These ads ran without a disclaimer,≤100
157136240296,Marie Claire UK,These ads ran without a disclaimer,≤100
107095708915479,Support Jimmy Lai,Electica ltd,≤100
26416930992,Plaid Cymru,Plaid Cymru,≤100
414393312287061,Chidi Oti-Obihara,These ads ran without a disclaimer,≤100
158714780827513,UNFPA,These ads ran without a disclaimer,≤100
45651091362,Network for Animals,These ads ran without a disclaimer,≤100
205332123261241,Знакомства RusDate,These ads ran without a disclaimer,≤100
109331392125801,Luana Vieira,These ads ran without a disclaimer,≤100
1790341267672894,ART27,These ads ran without a disclaimer,≤100
107159445466912,Giraffe Hackz,These ads ran without a disclaimer,≤100
116981568944452,Knowledge Bucket,These ads ran without a disclaimer,≤100
250305668489402,Professor Kenny,These ads ran without a disclaimer,≤100
111891255254882,Cornerstone Business Group,These ads ran without a disclaimer,≤100
103454371495257,Mood Spike,These ads ran without a disclaimer,≤100
109364642176231,Yap Bussines,These ads ran without a disclaimer,≤100
108748565833974,Purpose,These ads ran without a disclaimer,≤100
