Page ID,Page name,Disclaimer,Amount spent (ZAR)
6011868110,Democratic Alliance,Democratic Alliance,1008
336794296437261,DA GPL,DA Gauteng Provincial Legislature,949
195909420099,Solidariteit,Solidariteit,608
136956534616,Times LIVE,TimesLIVE,438
102265308016316,Al Jama-ah,Al Jama-ah,249
601583776591843,Inkatha Freedom Party - IFP,Inkatha Freedom Party,148
110901495091012,Crtve Development,Crtve Development with Facebook Ad credits,134
106172744063430,The Daily Friend,The Daily Friend,123
116657351312927,Pledge To Vote SA,Pledge to Vote,117
119736861394881,Financial Mail,BusinessLIVE,107
2145594122138312,Action Society,Action Society,≤100
1742410059361710,AwakeMzansi,Awake Mzansi,≤100
181204251979581,NEASA,National Employers' Association of South Africa,≤100
86579745433,South African Institute of Race Relations,South African Institute of Race Relations,≤100
105758608971668,Free Speech Union South Africa,Free Speech Union South Africa,≤100
794336640617861,Cyril Ramaphosa Foundation,Cyril Ramaphosa Foundation,≤100
217696894929887,FW de Klerk Foundation,FW de Klerk Foundation,≤100
115864538089777,Dear SA - Have Your Say,Dear S Africa,≤100
1018230624896572,Siyakwazi Youth Network,Siyakwazi Youth Network,≤100
281514245300699,Democratic Alliance Merafong,Democratic Alliance Merafong,≤100
102213442715921,reckson_hasani,These ads ran without a disclaimer,≤100
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,≤100
1533995663341046,Cindy Benezra Author - Cindy Talks,These ads ran without a disclaimer,≤100
111455384155,Partners in Sexual Health,Partners in Sexual Health,≤100
109136451414156,Educate Don't Indoctrinate,Educate Don't Indocrinate,≤100
286506558722350,Inside Politics,Inside Politics,≤100
153911331339003,ACDP Western Cape,African Christian Democratic Party,≤100
1019691118063870,Traverse Le Goff MP,Traverse Le Goff MP,≤100
629021617133721,Judges Matter,Judges Matter,≤100
10150139011205084,Cape Independence Party - Vote Capexit,Cape Independence Party,≤100
434577883273454,Sihle Zikalala,Sihle Zikalala,≤100
171195311682401,ParentzTalk - Activities,These ads ran without a disclaimer,≤100
119405895873,Huawei,These ads ran without a disclaimer,≤100
102537783146375,28. Jun,These ads ran without a disclaimer,≤100
100305849167750,Born To Know,These ads ran without a disclaimer,≤100
827791167412721,Ekran System,These ads ran without a disclaimer,≤100
107002488791267,Travel Fiber,These ads ran without a disclaimer,≤100
