Page ID,Page name,Disclaimer,Amount spent (CZK)
100609955039699,Corrency,Corrency,1085
120343698070515,Liberální institut,Liberální institut,662
108726857444837,České zájmy v EU,DFMG,437
55876739776,Greenpeace Česká republika,Greenpeace Česká republika,434
60516116431,Člověk v tísni,Člověk v tísni o.p.s.,339
137301989386,Aktuálně.cz,Aktuálně.cz,231
282765711734893,Piráti Moravskoslezský kraj,Dedek Jakub,185
211685455639198,Ministerstvo práce a sociálních věcí,Ministerstvo práce a sociálních věcí,157
109071351586518,Jiří Navrátil,Jiří Navrátil,152
394570898000897,Kniha Revoluce - Jakub Trpiš,Jakub Trpis,137
310744935780286,Petr Veselka-starosta MOaP,Petr Veselka,127
384187235387895,Alena Schillerová,Alena Schillerová,126
107898832590939,European Commission,European Commission,117
34825122262,Časopis Reflex,CZECH NEWS CENTER a. s.,114
179497582061065,Tomio Okamura - SPD,Svoboda a přímá demokracie - SPD,105
693725074166331,Naše zdravotnictví,Naše zdravotnictví,≤100
108298372563042,AMIGA - Agency for Migration and Adaptation,AMIGA - Agency for Migration and Adaptation,≤100
307333759374560,Česká národní banka,Česká národní banka,≤100
251656685576,KDU-ČSL,KDU-ČSL,≤100
206407509818,Blesk.cz,CZECH NEWS CENTER a. s.,≤100
100955509189359,Redakce NF Svědomí národa,Nadační fond Svědomí národa,≤100
287724754662359,HateFree Culture,HateFree Culture,≤100
487445514669670,Petr Fiala,ODS - Občanská demokratická strana,≤100
50309511751,Český rozhlas - Radiožurnál,Český rozhlas,≤100
101722985492419,Klára Kocmanová,Česká pirátská strana,≤100
1468464403368393,Herbert Pavera - Váš senátor na Opavsku,PRodukujeme s. r. o.,≤100
1416733788557863,Pravda o vodě a voda lidem,Pravda o vodě a voda lidem,≤100
178362315106,European Parliament,European Parliament,≤100
424114981002397,Český rozhlas Plus,Český rozhlas,≤100
264983260329918,Rádio Universum,Kupředu do minulosti s.r.o.,≤100
58887737763,Hnutí DUHA - Přátelé Země Česká republika,Hnutí DUHA - Přátelé Země Česká republika,≤100
105446621928947,Antibiotika ztrácejí sílu,"Remmark, a.s.",≤100
356451014434612,Marian Jurečka,KDU-ČSL,≤100
112832651308203,Stejná odměna,Česká rada sociálních služeb,≤100
277779139787306,Piráti Bílovec,Dedek Jakub,≤100
106834174877753,Svět hospodářství,"SH media, spol. s r.o.",≤100
111041662264882,ČSSD,ČSSD,≤100
124152241443,Čmelák - Společnost Přátel Přírody,Čmelák - Společnost přátel přírody,≤100
104635828989286,Teplator,"TEPLÁTOR, a.s.",≤100
111108757492137,Libor Vondráček • Svobodní,Libor Vondráček • Svobodní,≤100
227416910669250,Komora daňových poradců ČR,Komora daňových poradců ČR,≤100
101661881517806,Jaroslav Komínek,Jaroslav Komínek,≤100
733410133337387,Michaela Šojdrová,Michaela Šojdrová,≤100
100515362077191,Sencito,"Sencito.com,s.r.o.",≤100
52479821102,Týdeník Respekt,Týdeník Respekt,≤100
105959931114296,Jan Schiller - politik,ANO,≤100
437293906329369,SnadnaMaturita.cz,SnadnaMaturita.cz,≤100
275383259179951,Tepelná čerpadla IVT,Tepelná čerpadla IVT,≤100
113743658978459,Meltingpot,Meltingpot,≤100
378827025796132,Peak.cz,Peak.cz,≤100
100713699374019,Richard Brabec,Richard Brabec,≤100
1410403182565683,Petr Hladík,KDU-ČSL,≤100
711658465662315,XTV,XTV,≤100
265056436921261,NOVÁ SÍŤ,Nová síť z.s.,≤100
106901094332851,Recykluj - nespaluj,Recykluj - nespaluj hys,≤100
201535993705342,Radim Sršeň,Radim Sršeň,≤100
343987063337791,CyberBlog,Cyber Security Solutions s.r.o.,≤100
147547541961576,Council of the European Union,Council of the European Union,≤100
1776002445975063,V síti Ivana Langera,RiverSong s.r.o.,≤100
257529307701966,Jiří Pospíšil,TOP 09,≤100
90002267161,TOP 09,TOP 09,≤100
586817644761028,Vladimír Balaš,STAN,≤100
56292993421,Jeden svět / One World,Člověk v tísni o.p.s.,≤100
117823623864,Transparency International ČR,Transparency International ČR,≤100
102620981865843,Jana Skopalíková - radní pro životní prostředí a zemědělství,Jana Skopalíková,≤100
109617328415313,Pongo Calling,These ads ran without a disclaimer,≤100
132373033451174,PR Klub,"PR Klub, z. s.",≤100
297565827101858,"Díky, že můžem",These ads ran without a disclaimer,≤100
100528438562922,Oznam.to,Lexnova s.r.o.,≤100
317530692148022,Evropa v datech,Evropa v datech,≤100
107776678913414,Michal Slavík,Michal Slavík,≤100
284944781875,EURACTIV.cz,EURACTIV.cz,≤100
102521435457779,Josef Flek,STAROSTOVÉ A NEZÁVISLÍ,≤100
111630758223843,Čistota vod,Jaroslav Jelen,≤100
104972839082467,Míra Kožúšek - zastupitel ze Semil,Miroslav Kozusek,≤100
104208542332869,"Fridays for cars, energy and freedom - CZ",Fridays For Cars CZ,≤100
124212050978293,Kverulant org,Kverulant org,≤100
105692521913578,David Šimek,KDU-ČSL,≤100
609246842426009,Rekonstrukce státu,Rekonstrukce státu,≤100
107572505087543,AŘOV - Asociace řidičů osobních vozidel,"Asociace řidičů osobních vozidel, z.s.",≤100
107563435940797,Skanska v ČR a SR,Skanska,≤100
506277436141245,Muzejní a galerijní centrum Valašské Meziříčí,These ads ran without a disclaimer,≤100
267806570729225,Národní Noviny,Hrubon Rudolf,≤100
460558621177512,Zálohujme.cz,Zálohujme,≤100
549351855145794,Michael Kohajda,Michael Kohajda,≤100
523450094407778,Marek Ženíšek,TOP 09,≤100
495743860451696,TOP 09 - Praha,TOP 09,≤100
103779080972210,Youradio Talk,Youradio Talk,≤100
108897735292963,Právo Respekt Odbornost - Plzeňský kraj,Daniel Šváb,≤100
1707630426218896,Martin Herman ANO,These ads ran without a disclaimer,≤100
386408828527231,Mirek Adámek,Mirek Adámek,≤100
385116835531,"Trans Info - transport, trucking & logistics news",These ads ran without a disclaimer,≤100
102727121816068,Святлана Ціханоўская,These ads ran without a disclaimer,≤100
181924628560212,Ekō,These ads ran without a disclaimer,≤100
101449405656190,euchangemakers,These ads ran without a disclaimer,≤100
104444237650160,برنامج مع الرئيس,These ads ran without a disclaimer,≤100
527351247377965,European Committee of the Regions,European Committee of the Regions,≤100
