Page ID,Page name,Disclaimer,Amount spent (DKK)
65929129383,Røde Kors,Røde Kors,965
1595135787365287,Dansk Retursystem,Dansk Retursystem,660
26458152911,SOS Børnebyerne,SOS Børnebyerne,653
116269191760882,DSB,DSB,433
5624899398,Mellemfolkeligt Samvirke,Mellemfolkeligt Samvirke,419
59143726810,Psykiatrifonden,Psykiatrifonden,402
38507331439,Danmarks Naturfredningsforening,Danmarks Naturfredningsforening,402
1507997959501973,Landbrug & Fødevarer,Landbrug & Fødevarer,364
72672361910,Børns Vilkår,Børns Vilkår,334
55365680705,Greenpeace Danmark,Greenpeace Danmark,328
155596147784577,WWF Verdensnaturfonden,WWF Verdensnaturfonden,322
748887235210811,Obton Forvaltning A/S,Obton Forvaltning A/S,299
63691965101,UNICEF Danmark,UNICEF Danmark,299
12787473132,Berlingske,Berlingske,297
101875098313543,Andel,Andel,167
126543540781090,Ældre Sagen,Ældre Sagen,165
133707013355759,Danner,Danner,153
304554445813,Videncentret Bolius,Videncentret Bolius,136
33588644626,World Animal Protection Danmark,World Animal Protection Danmark,132
138978072648,Dansk Vegetarisk Forening - DVF,Dansk Vegetarisk Forening - DVF,127
116227401722605,Dansk Flygtningehjælp,Dansk Flygtningehjælp,118
144965885963,Oxfam Danmark,Oxfam Danmark,105
153151900930,Ungdommens Røde Kors,Ungdommens Røde Kors,102
102154048301476,Lederstof.dk,Lederne,≤100
304554445813,Videncentret Bolius,Bolius,≤100
87468072466,Copenhagen Pride,Copenhagen Pride,≤100
202627126417910,TAXA 4x35,Sammenslutningen Taxa 4x35,≤100
108041771950114,Danmarksdemokraterne,Danmarksdemokraterne,≤100
350495955072656,Klimabevægelsen i Danmark,Klimabevægelsen i Danmark,≤100
167891603415958,Lederne,These ads ran without a disclaimer,≤100
41459763029,Socialdemokratiet,Socialdemokratiet,≤100
399210657232918,PlanBørnefonden,PlanBørnefonden,≤100
246977185497434,Plastic Change,Plastic Change,≤100
748887235210811,Obton Forvaltning A/S,Obton A/S,≤100
