Page ID,Page name,Disclaimer,Amount spent (BOB)
381920638544893,Soy Santa Cruz Bolivia,Soy Santa Cruz Bolivia,131
964080723662055,Carlos Subirana Responde,Editorial CSS,≤100
106403237850347,Goberna Bolivia,Goberna,≤100
580038358771795,Horacio Poppe,Horacio Poppe Inch,≤100
1239026999516818,Luis Fernando Camacho,Luis Fernando Camacho,≤100
391416088139258,Movimiento Pro-Pacha,Guillermo Mallea,≤100
331406083686277,Vladimir Peña,Vladimir Ariel Peña Virhuez,≤100
107169378836825,Izy Solar Esp,These ads ran without a disclaimer,≤100
101090099546806,greenlybachue,These ads ran without a disclaimer,≤100
152914224736727,Banco Mundial,These ads ran without a disclaimer,≤100
