Page ID,Page name,Disclaimer,Amount spent (GBP)
100771226087265,Susie's Tips,Susie's Tips,1620
102639461303190,Fair Pay For All,Fair Pay For All,384
109602554296513,Your Funded Energy Solution,Huw John Llewellyn,359
7214031395,Oxfam Great Britain,Oxfam Great Britain,289
101602743218479,Stop It Now! UK and Ireland,"Stop It Now! UK and Ireland, The Lucy Faithfull Foundation",279
7715002593,UNICEF UK,Unicef UK,174
66188945100,Ben & Jerry's,Ben & Jerry's,157
311627208673,WWF UK,WWF UK,152
110861655604080,Friends of the Earth,Friends of the Earth (EWNI),150
348366988862054,Oxfam Campaigns,Oxfam Great Britain,134
102962406443212,WWF Cymru,WWF Cymru,120
9250349228,Greenpeace UK,Greenpeace UK,119
323967924444168,YesCymru,YesCymru,114
408582579294175,UK government,UK Government,101
6233536938,War Child UK,War Child UK,≤100
210400546162648,Development Bank of Wales,Development Bank of Wales,≤100
569834799727730,National Grid UK,National Grid UK,≤100
18168505158,The Woodland Trust,Woodland Trust,≤100
34044296391,Surfers Against Sewage,Surfers Against Sewage,≤100
490007667679401,Hugh James,Hugh James,≤100
365948210785448,Criminal Injuries Helpline,Criminal Injuries Helpline,≤100
121936349543,World Vision UK,World Vision UK,≤100
143837658998810,WWT,Wildfowl and Wetlands Trust,≤100
7043497714,Christian Aid,Christian Aid,≤100
35671512696,World Animal Protection UK,World Animal Protection UK,≤100
108951391565231,Help to Heat,Huw John Llewellyn,≤100
1944527365788790,Banc Datblygu Cymru,Development Bank of Wales,≤100
40409120801,Refugee Council,Refugee Council,≤100
799576543492660,The Week Junior,The Week Junior,≤100
103835971750,Orbis UK,Orbis UK,≤100
112712550420527,Ekō UK,Ekō,≤100
177855115588808,The Week UK,The Week UK,≤100
7527864602,WaterAid UK,WaterAid UK,≤100
401847960644025,Extinction Rebellion UK,Extinction Rebellion,≤100
1660600037490738,Guardian Labs,Guardian Labs,≤100
358706239805,Scope,Scope,≤100
208573062515662,Freedom from Torture,Freedom from Torture,≤100
195754307110390,Right To Life UK,Right To Life UK,≤100
2047806148766050,Animal Equality UK,Animal Equality UK,≤100
103662352102391,Family Debt Help,Ian Keith Parsons,≤100
10114144851,NSPCC,NSPCC,≤100
10499876484,Compassion in World Farming,Compassion in World Farming,≤100
1551777295056430,NFU Cymru,NFU Cymru,≤100
116625838402686,FareShare,FareShare,≤100
220543443746,International Rescue Committee - UK,International Rescue Committee UK,≤100
249209468838241,Good Law Project,Good Law Project,≤100
47612991154,Dignity in Dying,Dignity in Dying,≤100
10677003998,Shelter,Shelter,≤100
197400387278804,North Devon Labour Party,North Devon Labour Party,≤100
210786739051667,Woodland Trust Cymru,Woodland Trust,≤100
46074836918,The Trussell Trust,Trussell Trust,≤100
514212165305248,Leigh Day,Leigh Day,≤100
55984857501,Open Doors UK & Ireland,Open Doors with Brother Andrew,≤100
107310464728068,Britain Remade,BRM Futures Limited,≤100
46074836918,The Trussell Trust,These ads ran without a disclaimer,≤100
103090485214325,Oltco Ltd,Oltco Ltd,≤100
26698813123,British Red Cross,British Red Cross,≤100
158077247591710,Refuge,Refuge,≤100
139695000173,Good Energy,Good Energy,≤100
117476785190,Save the Children UK,Save the Children UK,≤100
101255718164248,350 UK,350.org,≤100
290498754454402,European Movement UK,European Movement UK,≤100
110538548040758,Care2 UK,John Ayling & Associates,≤100
601388547012748,Ecologi,Ecologi,≤100
59367068326,The Ramblers,The Ramblers,≤100
2558329857727118,Families In Debt,Families in debt,≤100
1046117708754519,Care4Calais,Care4Calais,≤100
101164225916218,DragonBet,DragonBet,≤100
159969930741814,The Wildlife Trusts,The Wildlife Trusts,≤100
122052607808255,CAGE,CAGE,≤100
264444526901270,Human Aid & Advocacy,Human Aid & Advocacy,≤100
1779925302259559,NILC Training,NILC Ltd.,≤100
156483561056782,Magic Breakfast,Magic Breakfast,≤100
18933990398,Stonewall,Stonewall UK,≤100
164471235877,Welsh Liberal Democrats,Welsh Liberal Democrats,≤100
246872175166,Action Against Hunger UK,Action Against Hunger UK,≤100
13533633585,National Trust,National Trust,≤100
200006375787,38 Degrees,38 Degrees,≤100
313376249090900,The Humane League UK,The Humane League UK,≤100
346684596111093,KinKind,KinKind Ltd,≤100
8126393663,MS Society UK,MS Society UK,≤100
353224381469808,ifaw,IFAW,≤100
101958682650112,ESG UK,Energy Saving Grants,≤100
100854403381908,Pay Justice,Pay Justice,≤100
10986039307,VSO,VSO,≤100
124471347603278,Positive Money UK,Positive Money,≤100
111503161740182,AGBI,AGBI,≤100
1536244863288071,Terravesta,Terravesta,≤100
763665157015124,Silver Voices,Silver Voices,≤100
274651352565844,Oltco Ltd,Oltco Ltd,≤100
169042736456594,All Out,All Out,≤100
8807334278,Conservatives,The Conservative Party,≤100
6708565748,CBM UK,CBM UK,≤100
18044497940,Plan International UK,Plan International UK,≤100
216412798461590,TCV - The Conservation Volunteers,TCV - The Conservation Volunteers,≤100
13047522725,Crimestoppers,Crimestoppers,≤100
97955320269,MAG (Mines Advisory Group),MAG (Mines Advisory Group),≤100
3190660567626119,Dad’s In Debt.,Dadsindebt,≤100
63451405593,NFU Online,NFU Online,≤100
114651147002520,SSE Energy Solutions,SSE,≤100
101183108039162,P1vital,P1vital,≤100
37981137361,The Children's Society,The Children's Society,≤100
101915698384428,Eldred Law,Eldred Law,≤100
18366996074,War on Want,War on Want,≤100
135456716565905,Guardian Jobs,Guardian Jobs,≤100
103298513038722,PennyAppeal,These ads ran without a disclaimer,≤100
208189704820,Ellen MacArthur Foundation,Ellen MacArthur Foundation,≤100
490858150969676,5Pillars,5Pillars,≤100
9695206314,Sustrans,Sustrans,≤100
105213446201178,International Justice Mission,International Justice Mission,≤100
8422578815,Soil Association,Soil Association,≤100
103273814470,SolarAid,SolarAid,≤100
39556650565,League Against Cruel Sports,League Against Cruel Sports,≤100
227427673437,Tree Aid,Tree Aid,≤100
358531814192900,Bloomsbury Publishing UK,These ads ran without a disclaimer,≤100
303760836322372,Bullen Healthcare,Bullen Healthcare,≤100
802575239894598,Bridgend County Labour Councillors,Bridgend County Labour Councillors,≤100
202798122688,Chatham House,Chatham House,≤100
164362913586214,Womankind Worldwide,Womankind Worldwide,≤100
13655260370,Penguin Books,Penguin Books,≤100
7950759473,Cancer Research UK,Cancer Research UK,≤100
11055104471,ONE,ONE Against Poverty (UK),≤100
105135382234851,Warm This Winter,Warm This Winter,≤100
102563495226123,Oltco Ltd,Oltco Ltd,≤100
103014288180726,Thunder Lighter,These ads ran without a disclaimer,≤100
110100268235797,Hyphen,Link Media Corporation Ltd,≤100
85800829429,Justice and Care,Justice and Care,≤100
183578656917,Wellcome Trust,Wellcome Trust,≤100
158365557945,Unseen & the Modern Slavery Helpline,Unseen UK,≤100
109403712473243,Bristol Energy Cooperative,Bristol Energy Cooperative,≤100
61950489543,Labour North West,The Labour Party,≤100
108385790816204,Oltco Ltd,Oltco Ltd,≤100
1863944713844924,Best For Britain,Best for Britain,≤100
140664779346480,Rated People,These ads ran without a disclaimer,≤100
241312696375349,National Education Union,National Education Union,≤100
106797305674193,Reform UK - Aberconwy,Thomas Clark,≤100
171538599528966,Crowdfunder,Crowdfunder,≤100
358126247463,Speech and Language UK,Speech and Language UK,≤100
247216292569,World Horse Welfare,World Horse Welfare,≤100
28312410177,World Food Programme,These ads ran without a disclaimer,≤100
39605200520,ActionAid UK,ActionAid UK,≤100
49275915266,MSI Reproductive Choices,MSI Reproductive Choices,≤100
534501720220577,Transform Trade,Transform Trade,≤100
163277273712719,Oxford Plastics,Oxford Plastics,≤100
230343220395979,NOW,Mediacom UK,≤100
239172972878478,Montgomeryshire Liberal Democrats,Welsh Liberal Democrats,≤100
2386526881419158,USR Marea Britanie,Uniunea Salvati Romania,≤100
26806660922,Humanists UK,Humanists UK,≤100
109876228525713,Becky Gittins for Clwyd East,Becky Gittins,≤100
