Page ID,Page name,Disclaimer,Amount spent (BRL)
104625758942119,Siga Antenado,"ASSOCIACAO ADMINISTRADORA DA FAIXA DE 3,5 GHZ - EAF",366
1488853891429349,Heineken,These ads ran without a disclaimer,314
301774903545521,Brasil Paralelo,Brasil Paralelo,188
810484929045349,BNDES,BANCO NACIONAL DE DESENVOLVIMENTO ECONÔMICO E SOCIAL,≤100
425215080864180,Pfizer Brasil,Pfizer,≤100
280207712721855,Mara Rocha,Mara Rocha,≤100
425350744240843,Comitê Internacional da Cruz Vermelha,Comitê Internacional da Cruz Vermelha,≤100
121116005943892,Saúde Não Se Pesa,NOVO NORDISK FARMACÊUTICA DO BRASIL LTDA,≤100
110972683845381,Conta Bemol,Bemol Serviços Financeiros,≤100
128802790469337,Todos Pela Educação,Todos Pela Educação,≤100
141627992572943,Budweiser,Ambev,≤100
367468876929300,Instituto Avon,AVON COSMETICOS LTDA,≤100
175330465818911,Ministério da Saúde,These ads ran without a disclaimer,≤100
255804437808407,Vale,Gustavo Ferreira,≤100
197587446941661,Valor Econômico,Editora Globo,≤100
159103797542,Greenpeace Brasil,Greenpeace Brasil,≤100
114150477943968,Isabelle Pereira,These ads ran without a disclaimer,≤100
103222252564490,Método de Aprovação,SCIREJUS APLICATIVOS JURIDICOS LTDA,≤100
109354687306376,Instituto Conhecimento Liberta,Instituto Conhecimento Liberta,≤100
483630874998954,Mauro Mendes,Mauro Mendes Ferreira,≤100
239977579362882,Blue3,Blue3 Investimentos,≤100
333720355130,Petrobras,Petrobrás,≤100
173462122708608,Box 1824,Box1824,≤100
104738421003389,InvestNews BR,Easynvest,≤100
100999459075656,D' Argento Viagens,These ads ran without a disclaimer,≤100
101189854802059,Revista Oeste,Revista Oeste,≤100
614805532299154,oacreagora.com,These ads ran without a disclaimer,≤100
105806795144292,EducaMídia 60+,EducaMídia 60+ com créditos para anúncios do Facebook,≤100
197698930267127,Alana,Instituto Alana,≤100
109770755848061,Suzano,Suzano SA,≤100
107100172245969,Brasil em Foco,Limpemeunome,≤100
193640871262,CLAUDIA Online,Kauira Grillo,≤100
121485934617409,Embaixada da Alemanha Brasília,Claudia Seidler,≤100
113165042099382,Brasil 61,Brasil 61,≤100
158779925464,Época NEGÓCIOS,Editora Globo,≤100
185875761943,MDB Nacional,MOVIMENTO DEMOCRÁTICO BRASILEIRO,≤100
554540954593203,Raízen,These ads ran without a disclaimer,≤100
204471080068623,Estratégia Saúde,Estratégia Concursos,≤100
7970426802,WWF-Brasil,WWF-Brasil,≤100
239084452772926,IDS,IDS - Instituto Democracia e Sustentabilidade,≤100
111006700550820,Cenarium Amazônia,CENARIUM AGENCIA DE NOTICIAS EIRELI,≤100
1877364085648468,Globoplay,These ads ran without a disclaimer,≤100
115230991849922,O Globo,Editora Globo,≤100
330379553673497,Oxfam Brasil,Oxfam Brasil,≤100
291969064306588,Método de Aprovação,SCIREJUS APLICATIVOS JURIDICOS LTDA,≤100
218908215124901,"Coalizão Brasil Clima, Florestas e Agricultura","Instituto de Apoio à Coalizão Brasil Clima, Florestas e Agricultura",≤100
110225312350543,Nova Escola,Associação Nova Escola,≤100
1907535316222227,Andreoni Camargo,Andreoni Camargo,≤100
170166996524709,Orlando Morando,Orlando Morando Junior,≤100
103049939296677,Paulo Santiago,Approved Empreendimentos Digitais,≤100
456580098466417,Voto Certo,Voto Certo,≤100
201878973201295,Republicanos10,Republicanos10,≤100
172444996112900,Fundo Brasil,Fundo Brasil,≤100
115558703488480,IDP Online,Instituto Brasiliense de Direito Publico,≤100
406134689987808,Janssen Brasil,These ads ran without a disclaimer,≤100
109597815616,VEJA,Revista Veja,≤100
170238043113891,Professor Rômulo Passos,Romulo Silva Passos,≤100
132804480113814,PwC Brasil,Pedro Martins,≤100
109591311961445,Brasil em Ruínas,Marco Aurelio Machado,≤100
241839765912021,Estratégia Concursos,ESTRATÉGIA CONCURSOS SA,≤100
101933305564897,Promic,Riole,≤100
914115575302130,Fundação Toyota do Brasil,Fundação Toyota do Brasil,≤100
224777780881144,Visão Mundial,Visão Mundial,≤100
104374825767754,Luiz Abraão,These ads ran without a disclaimer,≤100
699334503504978,Instituto Desiderata,INS DESIDERATA,≤100
108147365877214,Canal Futura,Fundação Roberto Marinho,≤100
110130805137999,Robô Reacionário,Alétheia Brasil,≤100
360125334431298,Renova BR,ASSOCIAÇÃO RENOVA BR,≤100
135611223190336,ClimaInfo,Instituto ClimaInfo,≤100
103654108205888,Fonasefe,CAJUINA PRODUÇÕES E MÍDIA DIGITAL,≤100
187970114581051,Anistia Internacional Brasil,Anistia Internacional Brasil,≤100
103586255620966,Portal O Judiciário,Interativa Serviços de Marketing Ltda,≤100
228301373863551,Agência Pública,Agência Pública,≤100
104606325593623,Jose Lopes Junior,These ads ran without a disclaimer,≤100
1767220630177139,Animal Equality Brasil,Animal Equality Brasil,≤100
102384321716297,Advocacia Cortona e Ranieri,Advocacia Cortona Ranieri,≤100
105520569004820,Absolar Comunica,Associação Brasileira de Energia Solar Fotovoltaica,≤100
635567436498473,ANABB - Associação Nacional dos Funcionários do Banco do Brasil,These ads ran without a disclaimer,≤100
1641991982711846,CBIC Brasil,Câmara Brasileira da Indústria da Construção,≤100
189142224452827,Famurs,Famurs,≤100
108098098154642,comissarioraldi,These ads ran without a disclaimer,≤100
117691720031724,Hey Nude,Nude.,≤100
1700227383437806,OC Advogados,Oliveira e Carneiro Sociedade de Advogados,≤100
211156985614423,Unacon Sindical (Oficial),Unacon,≤100
109789152161,Sou da Paz,Instituto Sou da Paz,≤100
282802611759257,MidiaJur - Jornalismo Plural,Midiajur,≤100
1313633058744565,Impulsiona,Instituto Península,≤100
108742321417244,Gerson Aragão,SCIREJUS APLICATIVOS JURIDICOS LTDA,≤100
419228248099705,Oassessor.com,O Assessor Serviços em Tecnologia da Informação Ltda,≤100
670467406494320,Deputado Estadual Coronel Salema,FERNANDO SALEMA GARÇÃO RIBEIRO,≤100
111186368956008,Academia Brasileira de Direito Constitucional,ABDConst,≤100
319356418132318,Gestos,Gestos Soropositividade Comunicação e Gênero,≤100
270292400428299,ExxonMobil Brasil,These ads ran without a disclaimer,≤100
534805630341699,Idecan Oficial,"INSTITUTO DE DESENVOLVIMENTO EDUCACIONAL, CULTURAL E ASSISTENCIAL NACIONAL",≤100
115172553721431,Perfil Brasil,Grupo Perfil,≤100
101906326044232,Supervisora Rafaela Frizzo,Rafaela Petroli Frizzo,≤100
258088921369,TOTVS,TOTVS,≤100
458245938056642,LIMPA MEU NOME,Andre Serra,≤100
119221892817235,Larissa Cezarino - Fotografia,Larissa Cezarino Moreira,≤100
105928277775208,FRED Studio Produtora De Jingles,Frede Santos,≤100
241839765912021,Estratégia Concursos,These ads ran without a disclaimer,≤100
359871157981726,Decorando a Lei Seca,Decorando a Lei Seca,≤100
1632845003624410,Lúcio Sorge,Lucio Sorge,≤100
506417589696816,Asbraf,ASBRAF,≤100
508573279600031,Natan Sperafico,Natan Sperafico,≤100
121016455967353,Transparência Eleitoral Brasil,TRANSPARENCIA ELEITORAL BRASIL,≤100
187869627968575,Roberto Tripoli,Roberto Tripoli,≤100
115230991849922,O Globo,These ads ran without a disclaimer,≤100
113829490341998,Vereador Marcelo Diniz,XÍARCELO DINIZ ANASTACIO DA SILVA,≤100
107063348442736,Cultura Jurídica,FMR - CURSOS ONLINE LTDA,≤100
103039778175459,Hospitais PROADI-SUS,Hospital Israelita Albert Einstein,≤100
103920308461143,Observatório Social do Petróleo,Cajuína Produções e Mídia Digital,≤100
636006146425903,Sebastian Caixa,These ads ran without a disclaimer,≤100
1221955744599494,Walmir Pinto,Walmir Pinto,≤100
2109548659331951,Cursinho da Glória,Cursinho da Glória Eireli ME,≤100
103779715064518,Uma Concertação pela Amazônia,Instituto Arapyaú de Educação e Desenvolvimento Sustentável,≤100
104490315426843,Centro Lemann,CENTRO LEMANN DE LIDERANCA PARA EQUIDADE NA EDUCACAO,≤100
207518726005432,PSTU Nacional,PSTU,≤100
114341201261601,Expressão Brasil,Expressão Brasil,≤100
857661200958323,Adavilson De Castilhos Magagnin/Tchá-Tchá,Adavilson De Castilhos Magagnin,≤100
69488070826,Fundação Abrinq,Fundação Abrinq,≤100
