Page ID,Page name,Disclaimer,Amount spent (SEK)
643137272398136,Sverige för UNHCR,Sverige för UNHCR,1678
608975645850217,Vattenfall,Vattenfall Sverige,1117
369582590803,Dagens ETC,ETC-tidningarna,758
151159271594797,Systembolaget,Systembolaget,622
162985227114132,Skellefteå Kraft,Skellefteå Kraft,519
153150404966,Moderaterna Skellefteå,Moderaterna Skellefteå,398
267640803634611,Moderaterna i Västerbotten,Moderaterna i Västerbotten,248
114526821939129,Arla,Arla,244
382243262003,Plan International Sverige,Plan International Sverige,234
161213770567846,Operation Smile Sverige,Operation Smile Sverige,194
143140665862271,Moderaterna Umeå,Moderata kretsen Umeå,183
68115370786,Läkare Utan Gränser (MSF),Läkare Utan Gränser/ Médecins sans Frontières (MSF Sweden),166
111630258867610,Röda Korset,Röda Korset,143
1292941027470473,Tillsammans för regionens utveckling,Region Västerbotten,142
72659261793,Rädda Barnen,Rädda Barnen,140
237146235237,Timbro,Tankesmedjan Timbro,139
59324455950,UNICEF Sverige,UNICEF Sverige,137
111842515680597,Hyresgästföreningen Norrland,Hyresgästföreningen,128
109886133732943,RESCUE - Sverige,RESCUE - Sverige,121
95735961890,Greenpeace Sverige,Greenpeace Sverige,107
101341883359561,Matsmart Sverige,Matsmart,106
371791194529,Världsnaturfonden WWF,Världsnaturfonden WWF,≤100
130927360876045,Tidningen Näringslivet,Tidningen Näringslivet,≤100
19746853632,Djurens Rätt,Djurens Rätt,≤100
279974638809211,Oxfam Sverige,Oxfam Sverige,≤100
8040892957,Socialdemokraterna,Socialdemokraterna,≤100
153028052500,Kvinna till Kvinna,Stiftelsen Kvinna till Kvinna,≤100
188616781161573,World Animal Protection Sverige,World Animal Protection Sverige,≤100
42676805259,Diakonia,Diakonia,≤100
212049035488183,The Hunger Project Sverige,The Hunger Project Sverige,≤100
236221570038,BRIS: Barnens Rätt I Samhället,BRIS: Barnens Rätt I Samhället,≤100
131103013625213,Statens institutionsstyrelse,Statens institutionsstyrelse - SiS,≤100
