Page ID,Page name,Disclaimer,Amount spent (SEK)
122854408319,Hjärt-Lungfonden,Hjärt-lungfonden,460
371791194529,Världsnaturfonden WWF,Världsnaturfonden WWF,377
608975645850217,Vattenfall,Vattenfall Sverige,285
179931025357058,Kommunal,Kommunal,271
72659261793,Rädda Barnen,Rädda Barnen,242
126567104406,Hyresgästföreningen,Hyresgästföreningen,215
382243262003,Plan International Sverige,Plan International Sverige,185
59324455950,UNICEF Sverige,UNICEF Sverige,157
151159271594797,Systembolaget,Systembolaget,151
643137272398136,Sverige för UNHCR,Sverige för UNHCR,150
111630258867610,Röda Korset,Röda Korset,136
161213770567846,Operation Smile Sverige,Operation Smile Sverige,130
210022722438484,Socialdemokraterna i Östersund,Socialdemokraterna i Östersund,124
95735961890,Greenpeace Sverige,Greenpeace Sverige,122
19746853632,Djurens Rätt,Djurens Rätt,117
162985227114132,Skellefteå Kraft,Skellefteå Kraft,114
369582590803,Dagens ETC,ETC-tidningarna,109
101341883359561,Matsmart Sverige,Matsmart,≤100
18880778360,ActionAid Sweden,ActionAid Sweden,≤100
68115370786,Läkare Utan Gränser (MSF),Läkare Utan Gränser/ Médecins sans Frontières (MSF Sweden),≤100
122074554119,EU Social,EU Social,≤100
130927360876045,Tidningen Näringslivet,Tidningen Näringslivet,≤100
102654346518564,Centerpartiet i Östersund,Centerpartiet i Östersund,≤100
109886133732943,RESCUE - Sverige,RESCUE - Sverige,≤100
128452220525979,CIVIL RIGHTS DEFENDERS,CIVIL RIGHTS DEFENDERS,≤100
111842515680597,Hyresgästföreningen Norrland,Hyresgästföreningen,≤100
205373616736,Avfall Sverige,Avfall Sverige,≤100
133867976608,Naturskyddsföreningen,Naturskyddsföreningen,≤100
262656093762675,Östersunds kommun - Staaren tjïelte,Östersunds kommun,≤100
989752884508948,Muharrem Demirok,Centerpartiet,≤100
236879092476,Håll Sverige Rent,Håll Sverige Rent,≤100
261455205686,LRF,LRF,≤100
90882504375,Svenskt Näringsliv,Svenskt Näringsliv,≤100
153270724787,Amnesty International Sverige,Amnesty International Sverige,≤100
153028052500,Kvinna till Kvinna,Stiftelsen Kvinna till Kvinna,≤100
42676805259,Diakonia,Diakonia,≤100
899603916845362,JAG Personlig assistans,JAG Personlig assistans,≤100
188616781161573,World Animal Protection Sverige,World Animal Protection Sverige,≤100
236221570038,BRIS: Barnens Rätt I Samhället,BRIS: Barnens Rätt I Samhället,≤100
118090278221826,Erikshjälpen,Erikshjälpen,≤100
369122343101775,e.on,E.ON Sverige AB,≤100
676246449160270,Sverigedemokraterna,Sverigedemokraterna,≤100
234172635050,Forum för levande historia,Forum för levande historia,≤100
237813956289260,Maskrosbarn,Maskrosbarn,≤100
181590825305317,COWI Sverige,COWI Sverige,≤100
379686162129542,Svea Bank,Svea Ekonomi,≤100
314872662206,Ekonomifakta,Ekonomifakta,≤100
72832167834,Skattebetalarnas Förening,Skattebetalarnas Förening,≤100
312084019369,Dagens Medicin,Dagens Medicin,≤100
120633071295935,Fairtrade Sverige,Fairtrade Sverige,≤100
276108117859,Svenska Afghanistankommittén,Svenska Afghanistankommittén,≤100
140038609395696,Lif,LIF - de forskande läkemedelsföretagen,≤100
150057951690751,OKQ8,OKQ8,≤100
296423575695,Afrikagrupperna,Afrikagrupperna,≤100
323156205347,Vänsterpartiet,Vänsterpartiet,≤100
8040892957,Socialdemokraterna,Socialdemokraterna,≤100
186513678039755,Fortum,Fortum Sverige,≤100
195379633820701,Svenskt Kött,Svenskt Kött,≤100
412192732132640,ECPAT Sverige,ECPAT Sverige,≤100
167847649916608,Friends,Stiftelsen Friends,≤100
163305633746125,Karneval förlag,Holviks,≤100
356032977210,Vi-skogen,Vi-skogen,≤100
699391876922779,Veronica Magnusson,Veronica Magnusson,≤100
164732593563582,Söderberg & Partners,Söderberg & Partners,≤100
237146235237,Timbro,Tankesmedjan Timbro,≤100
182726910344,Hela Sverige Ska Leva,Hela Sverige Ska Leva,≤100
129016447116122,Aktuell Hållbarhet,Aktuell Hållbarhet,≤100
103296115466644,Skattenytta,Kommissionen för Skattenytta,≤100
328754490337,Vårdförbundet,Vårdförbundet,≤100
217391588404948,Katalys,Katalys,≤100
113710601984970,Barnfonden,Barnfonden,≤100
965458110149319,Byggindustrin,Byggindustrin,≤100
245214805905370,Konkret,Opulens Förlag AB,≤100
539297539496434,Dagens Samhälle,Dagens Samhälle,≤100
255288010153,Sida - Styrelsen för Internationellt Utvecklingssamarbete,Sida - Styrelsen för Internationellt Utvecklingssamarbete,≤100
166406746310,Resumé,Resumé,≤100
518144408210153,Våra barns klimat,Våra barns klimat,≤100
273053169937029,ClimateHero,ClimateHero,≤100
1633181116933852,SvD Junior,SvD Junior (SvD),≤100
767749640051136,Heléne Fritzon,Socialdemokraterna i Europaparlamentet,≤100
2002046333202650,Bli nämndeman,Bli nämndeman,≤100
61602439009,NCC,NCC,≤100
105345278410827,Frälsningsarméns sociala arbete,Frälsningsarmén,≤100
146593541117,nwt.se,NWT Media AB,≤100
279974638809211,Oxfam Sverige,Oxfam Sverige,≤100
287880713020478,Rörelsen,Rörelsen,≤100
1371798766279823,Kaunis Iron,These ads ran without a disclaimer,≤100
1540294046226139,Feministsmeden,Feministsmeden,≤100
147672065396607,Sverigedemokraterna Linköping,Sverigedemokraterna Linköping,≤100
150552151724185,Stora Enso Sverige,These ads ran without a disclaimer,≤100
239855722130,Nyhetsmagasinet Fokus,Fokus,≤100
614939535271869,Tobias Baudin,Socialdemokraterna,≤100
183959274989548,Landsbygdsnätverket,Landsbygdsnätverket,≤100
124892400864698,Företagarna,Företagarna,≤100
171732326218384,Handelsanställdas förbund,Handelsanställdas förbund,≤100
212604496324,Fackförbundet ST,Fackförbundet ST,≤100
109344797318593,Vi Som Bygger Landet,Vi som bygger landet,≤100
125777020786691,Mikael Damberg,Socialdemokraterna,≤100
175843834306,WaterAid Sverige,WaterAid Sverige,≤100
501132336729353,ETC Solpark,ETC Solpark,≤100
266170183550491,Nya Kompisbyrån,Nya Kompisbyrån,≤100
76472413284,Tidningen Vi,Tidningen Vi,≤100
109605035734212,Sensus studieförbund,Sensus studieförbund,≤100
150909028299502,Jernkontoret,Jernkontoret,≤100
100253435575183,EPHI - Environment and Public Health Institute,Environment and Public Health Institute,≤100
270592853332987,Alternativ för Sverige,Alternativ för Sverige,≤100
197762513603868,MÄN,MÄN,≤100
100154266829621,Kyrkans Tidning,Kyrkans Tidning,≤100
251829904829983,David Lega,David Lega - Kristdemokraterna,≤100
349041299054769,Kungl. Vetenskapsakademien,Kungl. Vetenskapsakademien,≤100
140417992681511,Clowner utan Gränser,Clowner utan Gränser,≤100
1704250219824409,Mjölk.se,These ads ran without a disclaimer,≤100
347852331958080,En Företagares Vardag,En Företagares Vardag,≤100
329452290816078,Tidningen Market,Tidningen Market,≤100
253510692370,Arbetaren,Arbetaren,≤100
1042091032500520,Kvartal,Kvartal,≤100
127063960674693,Svenska Freds- och Skiljedomsföreningen,Svenska Freds- och Skiljedomsföreningen,≤100
161935043870264,Sverigedemokraterna Eskilstuna,Sverigedemokraterna Eskilstuna,≤100
101320658099429,Renoveringsraseriet,Renoveringsraseriet,≤100
1592395117505407,Näringslivets medieinstitut,Näringslivets Medieinstitut,≤100
650986664955228,"Myndigheten för ungdoms- och civilsamhällesfrågor, MUCF","Myndigheten för ungdoms- och civilsamhällesfrågor, MUCF",≤100
273402369438867,By Billgren,By Billgren AB,≤100
91818886532,We Effect,We Effect,≤100
712230305617939,Uniper i Sverige,Uniper i Sverige,≤100
104218709131600,Hexicon,Hexicon,≤100
231705333633358,Göteborgs stift Svenska kyrkan,Göteborgs stift Svenska kyrkan,≤100
188821514474911,Preem,Preem AB,≤100
342952129133948,Kultur i Malmö,Kultur i Malmö,≤100
109609604086656,Vejpkollen.se,Vejpkollen.se,≤100
340169928419,Hotell- och restaurangfacket,Hotell- och restaurangfacket,≤100
1432591790382295,ByMartinsdotter,By Martinsdotter,≤100
393959767360779,Sverigedemokraterna Region Skåne,Sverigedemokraterna Region Skåne,≤100
