Page ID,Page name,Disclaimer,Amount spent (ZAR)
336794296437261,DA GPL,DA Gauteng Provincial Legislature,1062
136956534616,Times LIVE,TimesLIVE,416
177443222917451,Hands Off My Choices,These ads ran without a disclaimer,377
195909420099,Solidariteit,Solidariteit,259
102765088210163,Action SA,ActionSA,235
116657351312927,Pledge To Vote SA,Pledge to Vote,186
106247942465530,Ask SA,Freedom Advocacy Network,145
106172744063430,The Daily Friend,The Daily Friend,125
478479492268974,Sunday Times ZA,Arena Africa,124
119736861394881,Financial Mail,BusinessLIVE,≤100
2145594122138312,Action Society,Action Society,≤100
181204251979581,NEASA,National Employers' Association of South Africa,≤100
86579745433,South African Institute of Race Relations,South African Institute of Race Relations,≤100
105758608971668,Free Speech Union South Africa,Free Speech Union South Africa,≤100
115864538089777,Dear SA - Have Your Say,Dear S Africa,≤100
794336640617861,Cyril Ramaphosa Foundation,Cyril Ramaphosa Foundation,≤100
6011868110,Democratic Alliance,Democratic Alliance,≤100
217696894929887,FW de Klerk Foundation,FW de Klerk Foundation,≤100
445649935466422,My Vote Counts,My Vote Counts,≤100
434577883273454,Sihle Zikalala,Sihle Zikalala,≤100
109136451414156,Educate Don't Indoctrinate,Educate Don't Indocrinate,≤100
1271402709601865,HEALA,HEALA,≤100
1019691118063870,Traverse Le Goff MP,Traverse Le Goff MP,≤100
213607199440669,Democratic Alliance - Ithemba Constituency,Democratic Alliance - Ithemba Constituency,≤100
144954928909651,FAK,FAK,≤100
100735612824294,Firearms Policy Campaign,These ads ran without a disclaimer,≤100
629021617133721,Judges Matter,Judges Matter,≤100
123971017684407,HeraldLIVE - Nelson Mandela Bay,HeraldLIVE,≤100
101369089713230,Traffic e traffic,These ads ran without a disclaimer,≤100
10150139011205084,Cape Independence Party - Vote Capexit,Cape Independence Party,≤100
109374997915302,Mayor Geordin Hill-Lewis,Mayor Geordin Hill-Lewis,≤100
112315630440653,Cape Independence Advocacy Group,Cape Independence Advocacy Group,≤100
144985128871748,City of Cape Town,City of Cape Town,≤100
1613030308842801,Democratic Alliance Western Cape,Democratic Alliance,≤100
740116816003959,Western Cape Government,Western Cape Government,≤100
104002928883686,Somatic Institute For Women,These ads ran without a disclaimer,≤100
615040838898606,Angry Birds Dream Blast,These ads ran without a disclaimer,≤100
2079497235397580,עופר גולדשטיין רואי חשבון - מיסוי בינלאומי,These ads ran without a disclaimer,≤100
214398035293119,Atlantic Union Adventist Youth Ministries,These ads ran without a disclaimer,≤100
108595372001165,Mega Fun,These ads ran without a disclaimer,≤100
112589195019287,Enjoy the Moment,These ads ran without a disclaimer,≤100
102311548830193,BabiesDoppler,These ads ran without a disclaimer,≤100
