Page ID,Page name,Disclaimer,Amount spent (ZAR)
181204251979581,NEASA,National Employers' Association of South Africa,≤100
478479492268974,Sunday Times ZA,Sunday Times,≤100
165736836881428,GroundUp,GroundUp News NPC,≤100
229641360457150,Good Governance Africa,Good Governance Africa,≤100
794336640617861,Cyril Ramaphosa Foundation,Cyril Ramaphosa Foundation,≤100
116657351312927,Pledge To Vote SA,Pledge to Vote,≤100
136956534616,Times LIVE,TimesLIVE,≤100
701968410610469,I AM Nkululeko My Brother,These ads ran without a disclaimer,≤100
798846660229699,Blood Lions,These ads ran without a disclaimer,≤100
217696894929887,FW de Klerk Foundation,FW de Klerk Foundation,≤100
6011868110,Democratic Alliance,Democratic Alliance,≤100
187645864452,Vryheidsfront Plus / Freedom Front Plus,Vryheidsfront Plus / Freedom Front Plus,≤100
109136451414156,Educate Don't Indoctrinate,Educate Don't Indocrinate,≤100
106172744063430,The Daily Friend,The Daily Friend,≤100
115864538089777,Dear SA - Have Your Say,Dear S Africa,≤100
111455384155,Partners in Sexual Health,Hamlet Enrico Johannes,≤100
