Page ID,Page name,Disclaimer,Amount spent (ARS)
723384297773969,Walter Berarducci,Walter Fabian Berarducci,4948
1567154286880194,Marcelo Albaca,Marcelo Albaca,2708
301506776559902,Gobierno de Córdoba,Gobierno de Córdoba,2580
1761395907480353,Ministerio de Interior de Tucumán,Ministerio de Interior de Tucumán,2244
233792609964941,Municipio de Esteban Echeverría,Municipio de Esteban Echeverría,1581
742755562475908,Javier Noguera,Javier Noguera,1569
367089004808,Amnistía Internacional Argentina,Amnistía Internacional Argentina,1456
340454606681986,Hugo Cabral,Hugo Cabral,1198
358162257947051,Ricardo Bussi,Ricardo Matias Mercado,1156
289910177711776,Gobierno de Tucumán,Gobierno de Tucumán,880
1665439590356231,Sebastián Salazar,Jorge Sebastian Salazar,772
102604221181656,Sandra Orquera,Ricardo Matias Mercado,729
102296947917534,Ramiro Ortega,Ricardo Matias Mercado,537
101996084777901,Mariela Belski,Mariela Belski,534
781928915296113,Carlos Ale,Juan Carlos Ale,503
107862828349752,Tiempo de Córdoba,Tiempo de Córdoba,485
87545580838,C5N,C5N,470
673677419727300,Horacio Vermal,Ricardo Matias Mercado,423
1413352092227070,Leo Vildoza,Leonardo Emilio Vildoza,357
1656878081252465,David Mizrahi,David Fernando Mizrahi,336
417568458996247,Dario Huesen,Dario Victor Huesen,333
112673040177992,MMB,Maria  De Los Angeles Guevara,332
2200773263525947,Alejandro Melo,Alejandro Melo,218
699758330894365,Actualidad Argentina,Actualidad Argentina,179
131381938371647,Corta La Bocha Noticias,Corta La Bocha,178
111669735076988,Hora Cero,Hora Cero Noticias,128
125183747539071,Noticias Argentinas,Noticias Argentinas,122
112090455034177,El Portavoz Oficial,El Portavoz,114
103210325515576,Pablo Mamet,quierotw.ar,110
335926266503071,7D,7D,106
452525851510103,Nicolás del Caño,Frente de Izquierda,104
105434454484182,Difusión de Prensa Argentina,Difusión de Prensa Argentina,≤100
103196122394212,Sede Social y Recreativa Martín Lazarte,These ads ran without a disclaimer,≤100
362204533804292,Municipio de Río Grande,Municipio de Río Grande,≤100
796480967084066,Cele Fierro,MST Movimiento Socialista de los Trabajadores,≤100
254715434700510,Gonzalo Atanasof,Gonzalo Raico Atanasof,≤100
643513979193133,Unidos por Beatriz,Neuma,≤100
603661516349988,Ya Basta - La Izquierda en Filo,IzquierdaWeb,≤100
110806461830762,El Sol Web,El Sol Web,≤100
857382087671921,Maxi Abad,radicalesorg,≤100
110276628358382,El Autónomo,El Autónomo,≤100
103021535961289,Cede,Cede,≤100
145806262649419,Fer Miño,Patria de Todos,≤100
105493327767840,Newsweek Argentina,Newsweek Argentina,≤100
109287948479430,Diario 9️⃣,diario 9,≤100
1192374014146549,María Emilia Abdelnabe,Maria Emilia Abdelnabe,≤100
118736245504093,TOTI  Intendente,TOTI  Intendente,≤100
259700217384725,Le Monde diplomatique - Edición Cono Sur,Capital Intelectual S.A.,≤100
175844725888213,Alejandro Bodart,MST Movimiento Socialista de los Trabajadores,≤100
544640985878621,Argentinos Online,Argentinos Online,≤100
1395474550528787,Opinorte,Opinorte,≤100
100272671672857,Carlos Cisneros,Carlos Cisneros,≤100
1575553356099879,Soher El Sukaria,Fundación Hacer Córdoba,≤100
103553635446983,Plan B Misiones,Martin Boerr,≤100
1408542766063285,Carla Carrizo,Ana Carla Carrizo,≤100
103163212414881,Néstor Fiser,Dahyana Natali Terrier,≤100
807113569309561,Miguel Siciliano,Miguel Angel Siciliano,≤100
628498977777284,El Continental,Periodico El Continental,≤100
104147274759706,Periodismo de Izquierda,Periodismo de Izquierda,≤100
105237068485789,La Prensa Energética,La Prensa Energetica,≤100
544986472243896,Data Diario,Data Diario,≤100
130929705668,Municipalidad de Córdoba,Municipalidad de Córdoba,≤100
102304752512962,Libres del Sur Ensenada,Movimiento Libres Del Sur,≤100
113384436026702,Caren Tepp,Ciudad Futura,≤100
705172499580470,Gustavo Martinez,Gustavo Martinez,≤100
341194479579871,Rafael Cavagna,Rafael Cavagna,≤100
211047755609903,Anibal Calafell,Anibal Horacio Calafell,≤100
107712327621327,Nico Bari,Nicolas Sebastian Bari,≤100
886667964679142,Fabián Gramajo,Fabián Gramajo,≤100
218683311587619,Jorge Alberto Giorno,Jorge Alberto Giorno,≤100
1315072021867341,Ente,Ente,≤100
137071079685429,Secretaría de Turismo Villa Gesell,Secretaria de Turismo de Villa Gesell,≤100
1439672939588656,Arto Kalciyan,Leonardo Gabriel Forgia,≤100
1144710688890787,Municipio de Tandil ADN,Municipio de Tandil ADN,≤100
747965795322803,Federico Masso,Federico Masso,≤100
109337155756466,Norte Grande Federal,NG FEDERAL,≤100
130103709495,Chino Navarro,Fernando Navarro,≤100
428179387610545,Agenda Malvinas,Agenda Malvinas,≤100
103862352612261,leydenietos.es,These ads ran without a disclaimer,≤100
810080482399261,Striptease del Poder,Francisco Javier Llorens,≤100
