Page ID,Page name,Disclaimer,Amount spent (LBP)
1428873024044736,المدن - almodon,المدن - almodon‎,9124
101538412538521,شطرنج / مع محمد صابونجي,إياد خالد,8197
1744356319118477,هنا لبنان,هنا لبنان,4636
1438703606372190,Elham Said Freiha,Elham Freiha,3030
1918990294985442,Megaphone - ميغافون,Megaphone - ميغافون,2409
137195823051820,Maharat Foundation,Maharat Foundation,1727
110470091436602,Ici Beyrouth,Ici beyrouth,1515
466221740108607,May Chidiac Foundation - Media Institute,May Chidiac,1515
394633411339696,fiftyfiftylb,FiftyFiftylb,1515
107698404702208,Alkalima,Alkalima Onlime,1515
100706719315707,The Policy Initiative مبادرة سياسات الغد,The Policy Initiative مبادرة سياسات الغد,1515
101985661610385,Annahar Al Arabi,Ghiwa Cherfane,1515
102023711572671,أساس ميديا -  Asas Media,asasmedia,909
212513695502997,Annahar Newspaper | جريدة النهار,Annahar Newspaper | جريدة النهار,≤100
106821968055687,Leila Dagher,Leila Dagher,≤100
109112633772887,180post,180Post,≤100
2319249898311729,National Bloc - الكتلة الوطنيّة,National Bloc - الكتلة الوطنيّة,≤100
102975892028221,ShreyaaSumi,These ads ran without a disclaimer,≤100
107800617419717,MYKA Foundation,Elie M. ElHelou,≤100
128417954019381,Al-Moltaka,Melhem Boustany,≤100
1031517763602384,Municipality of Kartaba - بلدية قرطبا,Municipality of Kartaba - بلدية قرطبا,≤100
194953000528458,Global Campus of Human Rights,These ads ran without a disclaimer,≤100
104252028606448,صوت بنت جبيل,صوت بنت جبيل,≤100
