Page ID,Page name,Disclaimer,Amount spent (GBP)
7715002593,UNICEF UK,Unicef UK,169
106626487721376,Amazon Europe,Amazon Europe,133
148726998530273,Sinn Féin Ireland,Sinn Féin Ireland,≤100
311627208673,WWF UK,WWF UK,≤100
9250349228,Greenpeace UK,Greenpeace UK,≤100
345463602161853,bp,bp,≤100
6406164817,Viva!,Viva! Vegan Charity,≤100
403187191250,Soccer Aid,UNICEF UK,≤100
121936349543,World Vision UK,World Vision UK,≤100
290498754454402,European Movement UK,European Movement UK,≤100
119085418114832,The Body Shop,The Body Shop,≤100
344629179474463,Crimestoppers Northern Ireland,Crimestoppers Northern Ireland,≤100
102639461303190,Fair Pay For All,Fair Pay For All,≤100
569834799727730,National Grid UK,National Grid UK,≤100
104255571968810,Save My Vape,Save My Vape,≤100
10114144851,NSPCC,NSPCC,≤100
110861655604080,Friends of the Earth,Friends of the Earth (EWNI),≤100
799576543492660,The Week Junior,The Week Junior,≤100
2386526881419158,USR Marea Britanie,Uniunea Salvati Romania,≤100
101602743218479,Stop It Now! UK and Ireland,"Stop It Now! UK and Ireland, The Lucy Faithfull Foundation",≤100
195754307110390,Right To Life UK,Right To Life UK,≤100
105298484651843,SME Climate Hub,SME Climate Hub,≤100
177855115588808,The Week UK,The Week UK,≤100
208516013018318,Equality Commission for Northern Ireland,Equality Commission for Northern Ireland,≤100
35671512696,World Animal Protection UK,World Animal Protection UK,≤100
7043497714,Christian Aid,Christian Aid,≤100
104768005247443,Say No To WHO,Say no to WHO,≤100
490007667679401,Hugh James,Hugh James,≤100
186622728032,RSPB,RSPB,≤100
112712550420527,Ekō UK,Ekō,≤100
1660600037490738,Guardian Labs,Guardian Labs,≤100
34044296391,Surfers Against Sewage,Surfers Against Sewage,≤100
10677003998,Shelter,Shelter,≤100
18168505158,The Woodland Trust,Woodland Trust,≤100
175338329150218,Help For Heroes,Help for Heroes,≤100
117476785190,Save the Children UK,Save the Children UK,≤100
26698813123,British Red Cross,British Red Cross,≤100
103662352102391,Family Debt Help,Ian Keith Parsons,≤100
220543443746,International Rescue Committee - UK,International Rescue Committee UK,≤100
123311187737843,GSK,GSK,≤100
47612991154,Dignity in Dying,Dignity in Dying,≤100
88845925295,Fairtrade Foundation,Fairtrade Foundation,≤100
7527864602,WaterAid UK,WaterAid UK,≤100
47496679743,The Climate Coalition,The Climate Coalition,≤100
246872175166,Action Against Hunger UK,Action Against Hunger UK,≤100
6316017331,Terrence Higgins Trust,Terrence Higgins Trust,≤100
131891836851920,MAF UK,Mission Aviation Fellowship UK,≤100
7525251658,Virgin Unite,Virgin Unite,≤100
227427673437,Tree Aid,Tree Aid,≤100
40952091012,Asthma + Lung UK,Asthma + Lung UK,≤100
114651147002520,SSE Energy Solutions,SSE,≤100
1738524969810037,Mission India UK,Mission India UK,≤100
111503161740182,AGBI,AGBI,≤100
110100268235797,Hyphen,Link Media Corporation Ltd,≤100
109088285010415,Bucovineanul-Voloșeniuc Ștefan,Jinesh Pravinchandra Shah,≤100
158077247591710,Refuge,Refuge,≤100
18044497940,Plan International UK,Plan International UK,≤100
608578919186659,World Vision International,World Vision International,≤100
10986039307,VSO,VSO,≤100
97708339756,Action for Children,Action for Children,≤100
13655260370,Penguin Books,Penguin Books,≤100
73607375435,Open Rights Group,Open Rights Group,≤100
283090276871351,North Down TUV,TUV,≤100
7624294394,Amnesty International UK,Amnesty International UK,≤100
18933990398,Stonewall,Stonewall UK,≤100
169042736456594,All Out,All Out,≤100
112845639376,Refugee Action,Refugee Action,≤100
21242962092,ClientEarth,ClientEarth,≤100
601388547012748,Ecologi,Ecologi,≤100
110538548040758,Care2 UK,John Ayling & Associates,≤100
107458721218674,ADF UK,ADF UK,≤100
1492802214270456,The Royal College of Surgeons of England,The Royal College of Surgeons of England,≤100
2352224541726783,Cancard,Cancard,≤100
85800829429,Justice and Care,Justice and Care,≤100
159969930741814,The Wildlife Trusts,The Wildlife Trusts,≤100
119905691356787,The Body Shop,The Body Shop,≤100
135456716565905,Guardian Jobs,Guardian Jobs,≤100
353224381469808,ifaw,IFAW,≤100
199098633470668,LADbible,LADbible,≤100
2558329857727118,Families In Debt,Families in debt,≤100
99745777276,Porchlight,Porchlight,≤100
9695206314,Sustrans,Sustrans,≤100
7214031395,Oxfam Great Britain,Oxfam Great Britain,≤100
89151782746,Fauna & Flora,Fauna & Flora International,≤100
40409120801,Refugee Council,Refugee Council,≤100
275241295879466,Blind Veterans UK,Blind Veterans UK,≤100
37981137361,The Children's Society,The Children's Society,≤100
303760836322372,Bullen Healthcare,Bullen Healthcare,≤100
18366996074,War on Want,War on Want,≤100
705825476138789,Hubbub,Hubbub,≤100
2047806148766050,Animal Equality UK,Animal Equality UK,≤100
170911309781648,Veganuary,Veganuary,≤100
121292038029801,The Passage Charity,The Passage,≤100
1046117708754519,Care4Calais,Care4Calais,≤100
346684596111093,KinKind,KinKind Ltd,≤100
183578656917,Wellcome Trust,Wellcome Trust,≤100
249209468838241,Good Law Project,Good Law Project,≤100
208573062515662,Freedom from Torture,Freedom from Torture,≤100
19110072263,FOUR PAWS,FOUR PAWS GB,≤100
20528438720,Microsoft,These ads ran without a disclaimer,≤100
164362913586214,Womankind Worldwide,Womankind Worldwide,≤100
117592091643709,Tree of Life Ministries｜Evangelism in Israel,Tree of Life Ministires,≤100
198081311536,"Natural History Museum, London","Natural History Museum, London",≤100
143837658998810,WWT,Wildfowl and Wetlands Trust,≤100
534501720220577,Transform Trade,Transform Trade,≤100
802671466445707,Product Earth,Product Earth,≤100
1012631668753063,Welsh Academic Press,Welsh Academic Press,≤100
220543443746,International Rescue Committee - UK,International Rescue Committee - UK,≤100
149666996584,Federation of Small Businesses - FSB,Federation of Small Businesses,≤100
6708565748,CBM UK,CBM UK,≤100
108289788007047,Let Us Pray,The Christian Institute,≤100
603389616739829,Bite Back 2030,Bite Back 2030,≤100
202798122688,Chatham House,Chatham House,≤100
101183108039162,P1vital,P1vital,≤100
202480635550,Care,CARE,≤100
46852258376,Anti-Slavery International,Anti-Slavery International,≤100
116438674686683,Troublemakers At Work,Troublemakers At Work,≤100
349529338419493,Energy and Utilities Jobs,Joanne Hill,≤100
113389667191398,ROOT ZERO,Puffin Produce,≤100
394936823930287,Age International,Age International,≤100
1731766737063825,Greenspark,Greenspark,≤100
118197471568260,Dior,These ads ran without a disclaimer,≤100
183759769950,First News,First News- The Newspaper for Young People,≤100
6707857033,Global Justice Now,Global Justice Now,≤100
109403712473243,Bristol Energy Cooperative,Bristol Energy Cooperative,≤100
109115441532763,The Eastern Cyber Resilience Centre,Eastern Cyber Resilience Center,≤100
139695000173,Good Energy,Good Energy,≤100
108074531381640,On FRONT LINE,ON FRONT LINE,≤100
103835971750,Orbis UK,These ads ran without a disclaimer,≤100
134473343272136,Hampstead & Kilburn Conservatives,Hampstead and Kilburn Conservative Association,≤100
165770850129964,Love Your Home,These ads ran without a disclaimer,≤100
101078319487563,Discovering Quakers,Discovering Quakers,≤100
1868513610086987,Managers in Partnership,David James Patterson,≤100
3190660567626119,Dad’s In Debt.,Dadsindebt,≤100
102959175630065,Net Zero Now,Net Zero Now Ltd,≤100
268801635305,Breast Cancer Now,Breast Cancer Now,≤100
49275915266,MSI Reproductive Choices,MSI Reproductive Choices,≤100
100553032399423,The Fund for Global Human Rights UK,The Fund for Global Human Rights,≤100
174701239354403,Cirio UK,Cirio UK,≤100
501102899913552,HarperCollins Publishers UK,HarperCollins Publishers Limited,≤100
289690716457,Christian Concern,Christian Concern,≤100
122567681155057,Renault Truck Commercials,Renault Truck Commercials Ltd,≤100
39556650565,League Against Cruel Sports,League Against Cruel Sports,≤100
175067939218623,Mercy Corps - Europe,Mercy Corps Europe,≤100
141193355899365,Alabaré,Alabaré Christian Care & Support,≤100
112714651408327,Government Events,Government Events,≤100
365948210785448,Criminal Injuries Helpline,Criminal Injuries Helpline,≤100
85549822738,Peace Direct,Peace Direct,≤100
106552981733110,Project Better Energy,Simplicity Digital Marketing,≤100
2443299312347521,Green New Deal Rising,Green New Deal UK,≤100
102749999423262,Save the Shire,Shared Voice,≤100
105434212379349,Acorn Bioenergy,Acorn Bioenergy,≤100
124471347603278,Positive Money UK,Positive Money,≤100
397367290369272,Project Solar UK,Project Solar UK,≤100
103973355655440,Kirrahgracephotography,These ads ran without a disclaimer,≤100
157492274367801,Cruelty Free International,Cruelty Free International,≤100
6808928485,Now Then,Opus Independents Ltd.,≤100
104783564567494,The Disability Union,The Disability Union,≤100
110536070348925,Aaron Bell MP,Newcastle-under-Lyme Conservatives,≤100
112097104891095,Organise Now,Organise Now!,≤100
177718542316637,Renault Trucks UK,Renault Trucks UK,≤100
116625838402686,FareShare,FareShare,≤100
19895907944,CAFOD,CAFOD,≤100
1503185916668051,Left Book Club,Left Book Club,≤100
8422578815,Soil Association,Soil Association,≤100
13047522725,Crimestoppers,Crimestoppers,≤100
1863944713844924,Best For Britain,Best for Britain,≤100
280798438717656,Solent Plastics - Plastic Boxes and Storage Containers,Solent Plastics,≤100
9580139707,Battersea,Battersea,≤100
264444526901270,Human Aid & Advocacy,Human Aid & Advocacy,≤100
107667846010490,EMERGENCY NGO,EMERGENCY UK,≤100
361903630674786,City to Sea,City to Sea,≤100
2169351726630738,Refill HQ,City to Sea,≤100
