Page ID,Page name,Disclaimer,Amount spent (PLN)
157458232131,Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,≤100
63563473556,Gazeta Wyborcza,Gazeta Wyborcza,≤100
102931488739,Platforma Obywatelska,Platforma Obywatelska,≤100
136884656519145,IOM Poland,International Organization for Migration,≤100
142614625077,WWF Polska,WWF Polska,≤100
196334343778888,Polskie Centrum Pomocy Międzynarodowej (PCPM),PCPM with Facebook ad credits,≤100
111465470197991,Mateusz Morawiecki,Mateusz Morawiecki,≤100
380485532115847,Ministerstwo Rodziny i Polityki Społecznej,Ministerstwo Rodziny i Polityki Społecznej,≤100
142218132483199,Kasa Stefczyka,Kasa Stefczyka,≤100
178362315106,European Parliament,European Parliament,≤100
104884392877324,Alivia,Alivia - Fundacja Onkologiczna,≤100
391098174296294,Super Express,se.pl,≤100
469702339755768,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,Iam4u.pl,≤100
112476071086549,Teraz Lubuskie,Teraz Lubuskie,≤100
108301418501661,Odszkodowania Za Represje 1944-1989,Łukasz Świątek,≤100
57544755889,Amnesty International Polska,Amnesty International Polska,≤100
1715196158626102,Operacja Czysta Rzeka,Operacjarzeka,≤100
228168274881,wysokieobcasy,wysokieobcasy,≤100
371359310400318,Janusz Kowalski,Janusz Kowalski,≤100
475584852475176,Pozytron,Bartłomiej Jan Ginter,≤100
450781218391641,Protestuj.pl,Stowarzyszenie Kultury Chrześcijańskiej im. Ks. Piotra Skargi,≤100
103211499025939,Relacje Adama Hreszczyka,Adam Hreszczyk,≤100
513969188677442,Compassion Polska,Compassion Polska,≤100
50063176484,TVN24,TVN,≤100
104921858016507,Dzień Dobry Podatki,Michał Wilk,≤100
178415208919146,Solidarna Polska,Solidarna Polska,≤100
339855706171439,Dobra Fabryka,Dobra Fabryka,≤100
1476105062719575,Dariusz Matecki - Solidarna Polska,Dariusz Matecki - Solidarna Polska,≤100
1683534065241470,OKO.press,OKO.press,≤100
311766890555,Fundacja Batorego,Fundacja Batorego,≤100
286672948180163,Tomasz Trela,Poseł Tomasz Trela,≤100
406758116099067,Fundacja Kasisi,Fundacja Kasisi,≤100
136390556431938,Pracownia na rzecz Wszystkich Istot,Pracownia na rzecz Wszystkich Istot,≤100
344620515579640,Fundacja Równość.org.pl,Fundacja Równość.org.pl,≤100
173086948664,Infor.pl,Infor.pl,≤100
111341706947214,Krystian Kamiński,Biuro poselskie Krystiana Kamińskiego,≤100
205945942802470,Polska Agencja Rozwoju Przedsiębiorczości,Polska Agencja Rozwoju Przedsiębiorczości,≤100
104061062331637,Pałac Saski,Pałac Saski Sp. z o.o.,≤100
131511477684330,Znak Horyzont,Społeczny Instytut Wydawniczy Znak sp. z o.o.,≤100
180185019111,Tygodnik Powszechny,Tygodnik Powszechny,≤100
1381575975475340,EduAkcja - szkolenia dla nauczycieli,EduAkcja sp. z o.o.,≤100
137358556439286,Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych,Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych,≤100
292514454554454,Cartrack Polska,Cartrack Polska,≤100
1861472084081423,Inna Perspektywa Rzeczywistości - Blog Radosława Kordowskiego,These ads ran without a disclaimer,≤100
300745193630,Fundacja Pro - Prawo do Życia,Fundacja Pro - Prawo do Życia,≤100
140982409255721,Miłość nie wyklucza,Miłość nie wyklucza,≤100
283996612400,Fundacja Nasza Ziemia,Fundacja Nasza Ziemia,≤100
90194404398,Helsińska Fundacja Praw Człowieka,Helsińska Fundacja Praw Człowieka,≤100
105039892358886,FURPO - Świadczenie Pielęgnacyjne,FURPO GROUP SP. Z O.O.,≤100
123234977337474,Відновлення добробуту_Польша,Відновлення добробуту_Польша,≤100
109322024122568,Dagmara Adamiak,Dagmara Adamiak,≤100
144808095552639,ING Polska,These ads ran without a disclaimer,≤100
2320275388297228,Marcin Romanowski,Marcin Romanowski,≤100
101557568622941,Sklep Dobrej Fabryki,Fundacja Dobra Fabryka,≤100
521216701360487,MURATOR,MURATOR,≤100
