Page ID,Page name,Disclaimer,Amount spent (TWD)
241284961029,udn.com 聯合新聞網,udn.com 聯合新聞網,698
238507146264909,國際特赦組織 台灣分會 Amnesty International Taiwan,國際特赦組織 台灣分會 Amnesty International Taiwan,474
286487218798,遠見雜誌,遠見雜誌,405
100489613340306,Samsung,Samsung,398
105556085524776,Twpca-台灣野良犬照護協會,Twpca-台灣野良犬照護協會,351
108465872157182,亞細亞精準數據,亞細亞精準數據,280
110985434861942,啟思民本基金會,啟思民本基金會,274
693907914395620,良杯製所 Oolab,良杯製所 Oolab,251
401843085061,台電電力粉絲團,台電,244
113021403762187,法律協會-債務協商 更生 清算 -全台服務,傢宇 吳,192
467933563234921,南門書局-網路圖書名店、也有實體店面，誠信可靠！,玉河 孫,154
148475335184300,Greenpeace 綠色和平 (台灣網站),Greenpeace 綠色和平 (台灣網站),141
1890263611238474,陳冠廷 Kuan-Ting Chen,陳冠廷,101
246517878713911,劉家昌,勇勳沈,≤100
1466476516978500,花現彰化-彰化縣政府新聞處,花現彰化-彰化縣政府新聞處,≤100
347432368933987,LINE TODAY Taiwan,LINE TODAY Taiwan,≤100
368397373312842,游顥,游顥,≤100
997683843637673,蔡培慧 慧做事真實在,蔡培慧 慧做事真實在,≤100
219315794887869,聯合報,聯合報股份有限公司,≤100
106801464127093,目目非營利 MUVE NPO,目目非營利,≤100
167913323845559,FNG世代設計｜為了下一代而設計,FNG世代設計｜為了下一代而設計,≤100
1649523455281990,遠山呼喚,遠山呼喚國際貧童教育組織,≤100
335544036485779,經濟部,經濟部,≤100
390569611008641,願景工程 Vision Project,願景工程基金會,≤100
109462390640602,企業勞動法務管理顧問-勞動契約、勞資爭議、勞務健檢、教育訓練、法律事務、法律風險控管,芸廷 林,≤100
177161918975981,基督教芥菜種會,基督教芥菜種會,≤100
107478432346054,郭台銘+1,Kaiwun Lin,≤100
108696572024879,民視佮你講（Bîn-sī kah lí kóng）,民視新聞,≤100
211730475524462,大陸委員會,大陸委員會,≤100
100714476220256,永續金融先行者聯盟,永續金融先行者聯盟,≤100
277223962685223,Nespresso.TWN,Nespresso.TWN,≤100
132666307449531,溏風報傳媒,fongnews.net,≤100
188014637904753,行政院環境保護署,行政院環境保護署,≤100
1212271885604995,社團法人愛的延續公益協會,社團法人愛的延續公益協會,≤100
1847777185521418,放言 Fount Media,放言科技傳媒股份有限公司,≤100
1487218698275407,南門書局二店-網路特價書店-也有實體店面，價格親民，誠信可靠的老店。（師友文化）,玉河 孫,≤100
107967864993250,SOGA STOP！,財團法人隆中向上教育基金會,≤100
1448047902111768,顏寬恒,顏寬恒,≤100
235679595900,民視新聞,民視新聞,≤100
158025223269,今周刊,今周刊,≤100
469433823136537,CSRone永續觀點,CSRone永續觀點,≤100
945888608794185,聯博 - 81樓的基金筆記,聯博 - 81樓的基金筆記,≤100
188358792124,聯經出版,聯經出版,≤100
101297638763256,識媒體,識媒體,≤100
194832457212,天下文化,天下文化,≤100
101355918337667,地天泰國際顧問有限公司,地天泰國際顧問有限公司,≤100
569626243213799,生鮮時書,生鮮時書,≤100
650500068416528,無國界醫生 / Médecins Sans Frontières (MSF),無國界醫生 / Médecins Sans Frontières (MSF),≤100
664175463714845,50+：用新的方法，創造自己的理想老後,50＋好好：用新的方法，創造自己的理想老後,≤100
791870507594526,利樂創新界,利樂創新界,≤100
102411719983,舒翠玲,翠玲 舒,≤100
171759036215066,創世紀不動產教育訓練中心,Micky  Wu,≤100
1855418728011324,鏡週刊,鏡週刊,≤100
129452013855801,RITE,RITE,≤100
106265361106594,海鼎離岸風電計畫 Formosa III,毛潔瑜,≤100
1627016040846724,謝志忠　幫您講話,志忠 謝,≤100
679518422104905,民視全球新聞,民視新聞,≤100
191690867518507,江啟臣,江啟臣,≤100
239512030682497,第一手星聞,民視新聞,≤100
101176989480437,九槍 And Miles to Go Before I Sleep,九槍 And Miles to Go Before I Sleep,≤100
105742975534267,吳明宜,吳明宜,≤100
120869137965597,SEMI 國際半導體產業協會,SEMI 國際半導體產業協會,≤100
354149841356884,哈本咖啡 Happen Coffee,林奕丞,≤100
262531920494874,財團法人金融消費評議中心,財團法人金融消費評議中心,≤100
180516279238465,桃園市立美術館 Taoyuan Museum of Fine Arts,桃園市立美術館 Taoyuan Museum of Fine Arts,≤100
188311137478,中時新聞網,時報資訊,≤100
226660410787355,民視體育新聞,民視新聞,≤100
164483516927300,張景嵐,張景嵐,≤100
796994720374176,鳴人堂,鳴人堂,≤100
106118168971467,債務人權益協會 扣薪 協商 更生 清算,傢宇 吳,≤100
1549881451947136,林筱淇,筱淇 林,≤100
449156429152075,麻吉理財顧問公司,黃詩凭,≤100
436843193180529,Unipapa,Unipapa,≤100
829253007099726,張肇良會做事,肇良 張,≤100
106827155779627,Maxbone - 骨關節炎泡騰片德國技術,These ads ran without a disclaimer,≤100
104624290080479,張育美,翊斌黃,≤100
103993244913942,Milly & Sissy 台灣,Stephanie Hsu,≤100
111654304644525,藍青挺,凱勛 鄧,≤100
276861822357066,高金素梅(吉娃斯．阿麗),智葟 陳,≤100
195053393901776,東海大學米克斯動物關懷社,These ads ran without a disclaimer,≤100
603411289733430,黑體文化,傑娣龍,≤100
110836311758305,關鍵調查有限公司,關鍵調查有限公司,≤100
101718182459153,天秤座戰士,Companionship Digital,≤100
113115841660729,廖偉翔,偉翔廖,≤100
103141681121150,城市學,遠見雜誌,≤100
481065478629613,The News Lens 關鍵評論網,The News Lens 關鍵評論網,≤100
1629474157289221,小牛頓,小牛頓科學教育有限公司,≤100
100318389774253,輕奢時尚家居,These ads ran without a disclaimer,≤100
372692962824783,工程圖輯隊-新北工務局,新北市政府,≤100
548843905255175,中衛產業行腳,中衛發展中心,≤100
126361734041343,鳳凰國際公關顧問有限公司,志傑 邵,≤100
170671044596,天主教善牧基金會,天主教善牧基金會,≤100
101936339415775,泡泡奇蹟,These ads ran without a disclaimer,≤100
119282744754924,台灣人權促進會 Taiwan Association for Human Rights,台灣人權促進會 Taiwan Association for Human Rights,≤100
1014522188609435,李明賢 -阿賢之聲,明賢 李,≤100
105763467865696,台灣資訊環境研究中心 IORG,台灣資訊環境研究中心 IORG,≤100
673035569401167,育田基金會 Mercyland,財團法人育田社會福利慈善基金會,≤100
103725475725026,小蔡先生の美食廢片,These ads ran without a disclaimer,≤100
810120492410745,全國教育產業總工會,全國教育產業總工會,≤100
281219301931458,蔡其昌,蔡其昌,≤100
107544104719529,FinGuider 美股資訊網,FinGuider 美股資訊網,≤100
110699089014688,三立新聞,三立新聞,≤100
376261345868585,李文斌,楊喬淩,≤100
230776738922933,顏蔚慈,琇雯顏,≤100
128818803902,兩岸犇報,兩岸犇報,≤100
602353113208382,台灣法學基金會,財團法人台灣法學基金會,≤100
112022294684422,選賢與能－徐尚賢,徐尚賢,≤100
180903242083235,台灣動物平權促進會 TAEA,台灣動物平權促進會 TAEA,≤100
106884252092730,恆好玩｜永續行動平台,恆好玩｜永續行動平台,≤100
556809414798107,綠獎 Eco Echo Award,綠獎 Eco Echo Award,≤100
521176024619313,花輪哥,傑齊 黃,≤100
556809414798107,綠獎 Eco Echo Award,These ads ran without a disclaimer,≤100
791039751042770,好民文化行動,林冠億,≤100
155906881874882,涂權吉市議員,權吉涂,≤100
115255733188288,李伯利-台南市議員候選人,Po Li,≤100
