Page ID,Page name,Disclaimer,Amount spent (NOK)
171540532874418,Arbeiderpartiet i Bergen,Arbeiderpartiet i Bergen,2920
111345183340,Fagforbundet,Fagforbundet,1604
14095969045,Fremskrittspartiet,Fremskrittspartiet,1234
728518604216173,HELT MED,Stiftelsen HELT MED,1116
131631106897687,Øygarden FrP,Øygarden FrP,713
10953652930,Høyre,Høyre,614
203067569732001,Fellesforbundet,Fellesforbundet,584
322525743444,Get Inspired,These ads ran without a disclaimer,549
103057921635136,Folkets Parti Bergen,Foreningen FNB Bergen,540
170653772985183,Bergen MDG,Miljøpartiet De Grønne Bergen,483
20468812735,LO,LO,482
46818767155,Miljøpartiet De Grønne - MDG,Miljøpartiet De Grønne,457
135843375926,UNICEF Norge,UNICEF Norge,322
153402168051875,Bergen Senterparti,Bergen Senterparti,298
44960467949,Greenpeace Norge,Föreningen Greenpeace Norden,197
275389322558295,LOs sommerpatrulje,LO,177
371106536283235,DAG OG TID,Dag og Tid AS,165
109076072177574,Stian Davies - fylkesordførerkandidat for Vestland Arbeidarparti,Vestland Arbeidarparti,142
171368929594037,Vestland Høgre,Vestland Høgre,134
11526489541,Senterpartiet,Senterpartiet,120
113275862050709,Næringslivets Hovedorganisasjon,Næringslivets Hovedorganisasjon,119
292545047480514,Vestland Arbeidarparti,Vestland Arbeidarparti,104
131210924115622,Askøy24,Askøy24,≤100
102818562675663,Stord Venstre,Stord Venstre,≤100
21603349508,NOAH - for dyrs rettigheter,NOAH - for dyrs rettigheter,≤100
57542291449,FFO - Funksjonshemmedes fellesorganisasjon,Funksjonshemmedes Fellesorganisasjon (FFO),≤100
33483001033,SV - Sosialistisk Venstreparti,SV - Sosialistisk Venstreparti,≤100
132368899297,Framtiden i våre hender,Framtiden i våre hender,≤100
380405316155402,Stopp alzheimer og demens,Nasjonalforeningen for folkehelsen,≤100
200168040392101,Hustadvika kommune,These ads ran without a disclaimer,≤100
136206693091663,Norges Fiskarlag,Norges Fiskarlag,≤100
60540214886,Lederne,These ads ran without a disclaimer,≤100
189828081044593,MS-forbundet i Norge,Ms-forbundet,≤100
221875641163936,Voss SV,Voss SV,≤100
224521330900884,Bergen SV,Bergen SV,≤100
133640403364515,Næringsforeningen Haugalandet,Næringsforeningen Haugalandet,≤100
157803497575876,NHO Reiseliv,NHO Reiseliv,≤100
119797291429215,RIO - en landsdekkende brukerorganisasjon på rusfeltet,RIO - en landsdekkende brukerorganisasjon på rusfeltet,≤100
120374971332864,Kagge Forlag,Kagge Forlag,≤100
120446271352301,Nord universitet,These ads ran without a disclaimer,≤100
111708802237988,Haugesund Arbeiderparti,Haugesund Arbeiderparti,≤100
157929987567626,Oslo MDG,OSLO MILJØPARTIET DE GRØNNE,≤100
119878348024795,ULOBA,Uloba - Independent Living Norge,≤100
108203984145752,Kruse Larsen,Kruse Larsen,≤100
182454165137980,TRY,TRY,≤100
176175415825122,apotek.no,Apotekforeningen,≤100
100885889429302,Verdinytt,Verdinytt AS,≤100
189196954458836,Klar Tale,Stiftelsen Klar Tale,≤100
2398568533531114,Velferdsmiks,NHO Geneo,≤100
426489054185232,Kristiansand Arbeiderparti,Kristiansand Arbeiderparti,≤100
227688410297,Radio Latin-Amerika,Radio Latin-Amerika,≤100
126448980866214,Klassekampen,Klassekampen AS,≤100
116313645108382,IFE - Institutt for energiteknikk,IFE - Institutt for energiteknikk,≤100
139630365693,Drammen FrP,Drammen Fremskrittsparti,≤100
179839425383047,Yrkestrafikkforbundet - YTF,Yrkestrafikkforbundet,≤100
128566103830426,Civita,Civita AS,≤100
1566824096935498,Bjørnafjorden Arbeidarparti,Bjørnafjorden Arbeidarparti,≤100
102040431616976,Beaufort Solutions,Beaufort Solutions,≤100
267353906619818,Mr. Gugu & Miss Go,These ads ran without a disclaimer,≤100
10254410675,Venstre,Venstre,≤100
230808690265272,Drammen SV,Drammen SV,≤100
578043708953655,Alta Senterparti,These ads ran without a disclaimer,≤100
412013495658019,Aurland Senterparti,Aurland Senterparti,≤100
112631767587663,Meninger24,Meninger24,≤100
116061688413662,Advokatfirmaet Eurojuris Haugesund,These ads ran without a disclaimer,≤100
112632125462357,Gjøvik og Toten Venstre,Gjøvik og Toten Venstre,≤100
412991556169510,Ole Hovengen,Ole Hovengen,≤100
117726821605303,PBL,PBL,≤100
198660866818662,Afghanistankomiteen - NAC,Afghanistankomiteen,≤100
730770907052378,Aurskog-Høland Senterparti,Aurskog-Høland Senterparti,≤100
106939485471151,Ordførerkandidat Yngve Magnus T. Fosse - Høyre,Ordførerkandidat Yngve Magnus T. Fosse - Høyre,≤100
115337815202380,Birkenes Høyre,Birkenes Høyre,≤100
307525272933,Humanist forlag,Humanist forlag,≤100
298964320208914,Lillesand Høyre,Lillesand Høyre,≤100
217610311592724,Bærum Arbeiderparti,Bærum Arbeiderparti,≤100
1094736387315823,Ny Kurs Moss,Ny Kurs,≤100
367798489898591,Tønsberg Arbeiderparti,Tønsberg Arbeiderparti,≤100
190352884334829,Haugesund Senterparti,Haugesund Senterparti,≤100
91007335905,Aurskog-Høland Arbeiderparti,Akershus Arbeiderparti,≤100
298357179829,Trondheim Arbeiderparti,Trondheim Arbeiderparti,≤100
536745556722065,Lillestrøm FrP,Lillestrøm FrP,≤100
112252125239872,News Today,These ads ran without a disclaimer,≤100
118907661526276,Randaberg Arbeiderparti,Randaberg Arbeiderparti,≤100
101815422763212,Emil Raaen - Ordførerkandidat Ap,Trondheim Arbeiderparti,≤100
189196954458836,Klar Tale,STIFTELSEN KLAR TALE,≤100
173437119340296,Akershus Arbeiderparti,Akershus Arbeiderparti,≤100
104939085904916,Mkeli custom clothing,These ads ran without a disclaimer,≤100
7783116506,Animals Asia,These ads ran without a disclaimer,≤100
2854126084659334,Penkbike,These ads ran without a disclaimer,≤100
122522717506421,3D All Over Print Shirts,These ads ran without a disclaimer,≤100
250305668489402,Professor Kenny,These ads ran without a disclaimer,≤100
109353154135430,E.N. Publishing,These ads ran without a disclaimer,≤100
106403067788374,Buzz World,These ads ran without a disclaimer,≤100
