Page ID,Page name,Disclaimer,Amount spent (CZK)
60516116431,Člověk v tísni,Člověk v tísni o.p.s.,4719
2214398435317853,CNN Prima NEWS,FTV Prima,1642
30575632699,ODS - Občanská demokratická strana,ODS - Občanská demokratická strana,1342
1469427909957890,Reportér magazín,Reportér magazín,573
251656685576,KDU-ČSL,KDU-ČSL,513
52479821102,Týdeník Respekt,Týdeník Respekt,479
123858471641,iROZHLAS.cz,Český rozhlas,454
149945438407451,Svoboda zvířat,"Svoboda zvířat Plzeň, z.s.",427
210778132327279,Prima,Prima,396
178362315106,European Parliament,European Parliament,332
154228456802,Divadlo v Řeznické,"Divadlo v Řeznické, o. p. s.",322
102090718057736,Urban Developers and Investors,"Urban Developers and Investors, s.r.o.",321
532098743479771,Heartnoize Promotion,Heartnoize Promotion s.r.o.,290
58887737763,Hnutí DUHA - Přátelé Země Česká republika,Hnutí DUHA - Přátelé Země Česká republika,287
34825122262,Časopis Reflex,CZECH NEWS CENTER a. s.,244
109323929038,Česká pirátská strana,Česká pirátská strana,229
107563435940797,Skanska v ČR a SR,Skanska,224
206407509818,Blesk.cz,CZECH NEWS CENTER a. s.,198
424114981002397,Český rozhlas Plus,Český rozhlas,172
211685455639198,Ministerstvo práce a sociálních věcí,Ministerstvo práce a sociálních věcí,168
169241023455881,"Nesedím, sousedím","Nesedím, sousedím z. s.",158
1393826507513693,"Jan Recman, místostarosta Prahy 2",Občanská demokratická strana,141
106834174877753,Svět hospodářství,"SH media, spol. s r.o.",131
100201752249169,Spolu21,Občanská demokratická strana,128
2366947856685471,FLAT SERVICE,These ads ran without a disclaimer,126
43855944703,Svobodní,Svobodní,124
849315472073267,Charita ve světě / Caritas Czech Republic in the world,Charita Česká republika,119
296826220595,SAZKA,These ads ran without a disclaimer,119
179497582061065,Tomio Okamura - SPD,Svoboda a přímá demokracie - SPD,112
1757913860945739,ORLEN Unipetrol,ORLEN Unipetrol a.s.,110
102907672280977,Co bude dál?_________,NFSix.org,110
153384318085064,EUROPEUM Institute for European Policy,EUROPEUM Institute for European Policy,107
730141167045202,Brumlovka,Passerinvest Group,103
356451014434612,Marian Jurečka,KDU-ČSL,101
55876739776,Greenpeace Česká republika,Greenpeace Česká republika,≤100
394570898000897,Kniha Revoluce - Jakub Trpiš,Jakub Trpis,≤100
109664387308142,Poradna pro obce,KVB advokátní kancelář s.r.o.,≤100
1776002445975063,V síti Ivana Langera,RiverSong s.r.o.,≤100
416190415243,Fakulta životního prostředí - ČZU v Praze,Fakulta životního prostředí,≤100
104768355190287,Sázíme Česko,PlanetWe Rewild s.r.o.,≤100
100609955039699,Corrency,Corrency,≤100
579215965436046,JSNS,"Člověk v tísni, o.p.s.",≤100
104940818596176,Akordy Václava Hnátka,Michaela Kaufmanová,≤100
264983260329918,Rádio Universum,Kupředu do minulosti s.r.o.,≤100
137778619615350,Voyo.cz,TV Nova s. r. o.,≤100
169320288528475,David Kašpar,David Kaspar,≤100
258023711270930,CAMP - Centrum architektury a městského plánování,These ads ran without a disclaimer,≤100
113339861358429,Vojtěch Mikoláš - místostarosta Prahy 12,Vojtěch Mikoláš,≤100
227416910669250,Komora daňových poradců ČR,Komora daňových poradců ČR,≤100
