Page ID,Page name,Disclaimer,Amount spent (EUR)
139858509373289,UNICEF Nederland,Unicef Nederland,367
189701254384965,Eneco,Eneco,187
115289021825188,Oxfam Novib,Oxfam Novib,161
488054904564547,ifaw,Stichting IFAW,143
120034538112114,Stichting Vluchteling,Stichting Vluchteling,126
83439828234,Milieudefensie,Milieudefensie,107
93833638834,Plan International NL,Plan International NL,≤100
57729029960,Amnesty International Nederland,Amnesty International Nederland,≤100
288295911466,Greenpeace Nederland,Greenpeace Nederland,≤100
133687759997528,ASN Bank,ASN Bank,≤100
118754531489898,Artsen zonder Grenzen,Artsen zonder Grenzen Nederland,≤100
120184871378246,Aidsfonds,Aidsfonds,≤100
100169997009,Proefdiervrij,Proefdiervrij,≤100
122074554119,EU Social,EU Social,≤100
198486356863605,Longfonds,Longfonds,≤100
281600435192259,Fonds Slachtofferhulp,Stichting Fonds Slachtofferhulp,≤100
107948478848391,Art.1 Midden Nederland,Art.1 Midden Nederland,≤100
117483088313381,CIWF Nederland,CIWF Nederland,≤100
159449970751999,Save the Children Nederland,Save the Children Nederland,≤100
107872495911431,VluchtelingenWerk Nederland,VluchtelingenWerk Nederland,≤100
170725579702314,ActionAid Nederland,ActionAid,≤100
165625476919894,CNV Vakmensen,CNV Vakmensen,≤100
511911518844443,Student & Starter,Student & Starter,≤100
128393027527,SP,SP,≤100
203973787082193,Dienst Justitiële Inrichtingen,These ads ran without a disclaimer,≤100
201751609836046,Dokters van de Wereld (NL),Dokters van de Wereld,≤100
132031878648,Natuurmonumenten,Vereniging tot Behoud van Natuurmonumenten in Nederland,≤100
100455310014019,Solidaridad,Solidaridad,≤100
404247949634770,CARE Nederland,CARE Nederland,≤100
285512534937,Terre des Hommes Nederland,Terre des Hommes Nederland,≤100
100660309175869,NieuwRechts,NieuwRechts.nl,≤100
145580068834607,Veteranendag,Veteranendag,≤100
113895885305052,Partij van de Arbeid (PvdA),Partij van de Arbeid (PvdA),≤100
147683725284795,Mercy Ships Holland,Mercy Ships Holland,≤100
108588405832078,Amref Flying Doctors NL,Amref Flying Doctors NL,≤100
514814491878400,NVVE,NVVE,≤100
160001040736183,Fairtrade Nederland,Fairtrade Nederland,≤100
620610964745269,Gemeente Houten,Gemeente Houten,≤100
142080576837,Vrij Nederland,Vrij Nederland,≤100
232299273461028,Gemeente Utrecht,Gemeente Utrecht,≤100
349312760804,World Vision Nederland,World Vision NL,≤100
113458685332030,Hyundai Nederland,These ads ran without a disclaimer,≤100
480539702005665,DE VERLEIDERS,DE VERLEIDERS,≤100
1830425247191865,Cordaid,Cordaid,≤100
665910933577776,HUMAN,Human,≤100
1637965639787416,Nacht van de Vluchteling,Nacht van de Vluchteling,≤100
115027651906533,Wakker Dier,Wakker Dier,≤100
107898832590939,European Commission,European Commission,≤100
202247686455791,KRO-NCRV,KRO-NCRV,≤100
105784111524296,Ekō NL,SumOfUs,≤100
