Page ID,Page name,Disclaimer,Amount spent (CZK)
102845669064210,Danuše Nerudová,Danuše Nerudová,4698
102389958091735,Generál Pavel,Petr Pavel,2742
214827221987263,Andrej Babiš,ANO,2498
60516116431,Člověk v tísni,Člověk v tísni o.p.s.,545
295889117124834,Tipsport,Tipsport,524
1934837773438430,Pavel Fischer,Pavel Fischer,294
179497582061065,Tomio Okamura - SPD,Svoboda a přímá demokracie - SPD,278
728495140691300,Milion chvilek pro demokracii,"Milion Chvilek, z. s.",277
2277494545898464,The Eco Experts,These ads ran without a disclaimer,245
495496033796328,Stanislav Blaha,Stanislav Blaha,242
1151511744877743,Radostné Česko,Radostné Česko,242
210778132327279,Prima,Prima,235
1946199718979407,Volební průzkum,Oto Válek,193
1382379128444365,Margita Balaštíková - poslankyně,Margita Balaštíková,193
236211929833146,Tomáš Zima,Společnost ZFP s.r.o.,177
287724754662359,HateFree Culture,HateFree Culture,166
197010357446014,Ondřej Prokop,Ondrej Prokop,144
384187235387895,Alena Schillerová,ANO,125
487445514669670,Petr Fiala,ODS - Občanská demokratická strana,120
120461304659141,O2 CZ,O2 Czech republic,117
223117541065037,Karel Janeček,Karel Janeček,109
104768355190287,Sázíme Česko,PlanetWe Rewild s.r.o.,101
109882498582200,Osvoboďme Česko,Budovy21 s.r.o.,≤100
104240328634520,Jaroslav Bašta - SPD,Jaroslav Bašta - SPD,≤100
30575632699,ODS - Občanská demokratická strana,ODS - Občanská demokratická strana,≤100
105998488267274,Robert Teleky,KDU-ČSL,≤100
34825122262,Časopis Reflex,CZECH NEWS CENTER a. s.,≤100
137301989386,Aktuálně.cz,Aktuálně.cz,≤100
251656685576,KDU-ČSL,KDU-ČSL,≤100
353821314687878,Ondřej Benešík,KDU-ČSL,≤100
106534015041138,Kohonevolit.cz,Kohonevolit z. s.,≤100
264983260329918,Rádio Universum,Kupředu do minulosti s.r.o.,≤100
101937231589371,Čestmír Bouda,Čestmír Bouda,≤100
112503423634725,Josef Bazala,KDU-ČSL,≤100
106834174877753,Svět hospodářství,"SH media, spol. s r.o.",≤100
134443820058669,Zbyněk Stanjura,ODS - Občanská demokratická strana,≤100
123858471641,iROZHLAS.cz,Český rozhlas,≤100
424114981002397,Český rozhlas Plus,Český rozhlas,≤100
117823623864,Transparency International ČR,Transparency International ČR,≤100
202451429883,Novinky.cz,Borgis a. s.,≤100
863550060408911,Živý Zlín,These ads ran without a disclaimer,≤100
103430204491217,Robert Šlachta,PŘÍSAHA - občanské hnutí Roberta Šlachty,≤100
693725074166331,Naše zdravotnictví,Naše zdravotnictví,≤100
1870450529906750,TERA.cz,TERA Systems s.r.o.,≤100
1757913860945739,ORLEN Unipetrol,ORLEN Unipetrol a.s.,≤100
1776002445975063,V síti Ivana Langera,RiverSong s.r.o.,≤100
345130612167293,Demagog.CZ,Demagog.cz,≤100
2214398435317853,CNN Prima NEWS,FTV Prima,≤100
194467420912201,Já volím děti,Já volím děti,≤100
