Page ID,Page name,Disclaimer,Amount spent (PYG)
140457539356382,Gabinete Social Presidencia de la República del Paraguay,Gabinete Social Presidencia de la República del Paraguay,24909
242259253120490,Igualdad de Genero SÍ,Igualdad de Genero SÍ,8182
176941749043831,YAMIL ESGAIB,Yamil Esgaib,6684
272098156231873,Diario HOY Paraguay,Diario HOY Paraguay,4996
108246601026063,Diputado Derlis Rodríguez,Derlis Manuel Rodríguez Baez,3806
1518537951510136,Sidinei Heinemann Zuse,Sidinei Heinemann Zuse,1732
1659775060937880,Guido González,Rosa Agustin Gonzalez,1553
109712291986986,LIFE GREEN BR,Life Green CBD S.A.,1016
106438588789107,Luis Palacios Intendente,Viviano Baez Gonzalez,510
114575858233744,Federico Campos LM Senador 15-4,Federico Campos LM Senador 15-4,369
103133576079268,Cuarto Poder Paraguay,BN Consultores,310
105587720883344,Bettina Aguilera,Bettina Rosmary Aguilera Paniagua,281
109220235510258,despertarnotarial,These ads ran without a disclaimer,200
359307964420456,Terere Cómplice,Centro Interdisciplinario de Investigación Social,≤100
363306313879750,Marle Chispita Orue,Marlene Tatiana Orue Leon,≤100
881571071938611,Radar Social TV,Armando Daniel Urbieta,≤100
100912541413695,Más Impulso,These ads ran without a disclaimer,≤100
187766727949541,Deportivo Alavés,These ads ran without a disclaimer,≤100
430961180344844,EVER VILLALBA,Ever Federico Villalba Martinez,≤100
