Page ID,Page name,Disclaimer,Amount spent (PLN)
63563473556,Gazeta Wyborcza,Gazeta Wyborcza,570
107758219306090,OLX Polska,OLX Polska,375
314299585704,PAT&RUB,Ecoidea Sp z oo Sp.k.,213
228168274881,wysokieobcasy,wysokieobcasy,159
426784938154184,PrzyjacieleZwierzat.pl,PrzyjacieleZwierzat.pl,114
111465470197991,Mateusz Morawiecki,Mateusz Morawiecki,102
406758116099067,Fundacja Kasisi,Fundacja Kasisi,≤100
196334343778888,Polskie Centrum Pomocy Międzynarodowej (PCPM),PCPM with Facebook ad credits,≤100
393084100793680,Wiedza i Praktyka,Wiedza i Praktyka,≤100
1227194230675141,Pratia,Pratia SA,≤100
339855706171439,Dobra Fabryka,Dobra Fabryka,≤100
108706958776988,Wolność Słowa W Gminie Istebna,These ads ran without a disclaimer,≤100
513969188677442,Compassion Polska,Compassion Polska,≤100
999568213449974,"Niezależni PV - Fotowoltaika dla domu, firmy i rolnictwa",Łukasz Zbigniew Czerwiński,≤100
273827962690526,Otwarte Klatki,Otwarte Klatki,≤100
102792325966064,Kopalnia kitu,Kopalnia Kitu (DoubleD Marketing),≤100
108301418501661,Odszkodowania Za Represje 1944-1989,Łukasz Świątek,≤100
203627442993022,Portal Oświatowy,Wiedza i Praktyka,≤100
104884392877324,Alivia,Alivia - Fundacja Onkologiczna,≤100
469702339755768,Paweł Tanajno Polska Liberalna,Iam4u.pl,≤100
300745193630,Fundacja Pro - Prawo do Życia,Fundacja Pro - Prawo do Życia,≤100
218292655286227,Fundacja Rzecz Społeczna,Fundacja Rzecz Społeczna,≤100
594628497727254,Mateusz Kiecka,Mateusz Kiecka,≤100
146036558887922,Polski Hokej,Polski Hokej,≤100
54779960819,United Nations,United Nations with Facebook Ad Credits,≤100
106523974812995,Borys Borówka - Wiceprezydent Zabrza,Borys Borówka,≤100
1407603489492838,Instytut na rzecz Kultury Prawnej Ordo Iuris,Instytut na rzecz Kultury Prawnej Ordo Iuris,≤100
137358556439286,Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych,Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych,≤100
57544755889,Amnesty International Polska,Amnesty International Polska,≤100
475584852475176,Pozytron,Bartłomiej Jan Ginter,≤100
142614625077,WWF Polska,WWF Polska,≤100
50063176484,TVN24,TVN,≤100
1576591379231457,Paweł Kobyliński - Poseł na Sejm RP VIII kadencji,Paweł Kobyliński - Poseł na Sejm RP VIII kadencji,≤100
1581518611867021,Zbigniew Ziobro,Zbigniew Ziobro,≤100
705102212897553,Effekt Katowice,EFFEKT Sp. z o.o.,≤100
157255317751718,Kancelaria Mentzen,Kancelaria Mentzen,≤100
108567461681538,"Polska Katolicka, nie Laicka",Fundacja Instytut Edukacji Społecznej i Religijnej im. Ks. Piotra Skargi,≤100
173086948664,Infor.pl,Infor.pl,≤100
312204349288060,Mariusz Gosek,Mariusz Gosek,≤100
157458232131,Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,≤100
111778487054045,TOGETAIR,Kamil Magot,≤100
63044235866,UN Climate Change,UN Climate Change with Facebook Ad Credits,≤100
111536078074010,Strefa Logopedy,Wiedza i Praktyka,≤100
844220928930968,Osiedle Franciszkańskie,TDJ Estate,≤100
110073751840906,Network of the Three Seas Regions,Network of the Three Seas Regions,≤100
107741584286830,Studio Częstochowa,Studio Częstochowa,≤100
447190942074880,Polskie Stowarzyszenie Obrońców Życia Człowieka,Polskie Stowarzyszenie Obrońców Życia Człowieka,≤100
267686749910602,Piotr Müller,Piotr Müller - Poseł na Sejm RP,≤100
129626970836,inFakt,inFakt,≤100
177473808919,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe,≤100
178415208919146,Solidarna Polska,Solidarna Polska,≤100
170090736374301,Tomasz Głogowski Poseł na Sejm RP,Tomasz Głogowski Poseł na Sejm RP,≤100
