Page ID,Page name,Disclaimer,Amount spent (BOB)
964080723662055,Carlos Subirana Responde,Editorial CSS,≤100
100301178044225,Viralcom,ViralComtv,≤100
101978933230493,DHL,These ads ran without a disclaimer,≤100
106403237850347,Goberna Bolivia,Goberna,≤100
636958269681223,Mauricio Lea Plaza P.,Mauricio Adolfo Lea Plaza Peláez,≤100
331406083686277,Vladimir Peña,Vladimir Ariel Peña Virhuez,≤100
108470064614085,Rogelio Maldonado Concejal,Ronald Wilson Morales Llerena,≤100
391416088139258,Movimiento Pro-Pacha,Guillermo Mallea,≤100
1967100150206417,Instituto de Formación Femenina Integral - IFFI,Maya Fatima Garcia Rodriguez,≤100
111269601874307,Comunidade da criança,These ads ran without a disclaimer,≤100
101325199267025,F & M Brands Global Full,These ads ran without a disclaimer,≤100
