Page ID,Page name,Disclaimer,Amount spent (BAM)
332950850203871,Драшко Станивуковић - Draško Stanivuković,Драшко Станивуковић,279
111544041335161,Antikorupcija info,Antikorupcija.info,≤100
109652028193268,Revizije info,Revizije info,≤100
1570886583203959,Poslovni portal Capital.ba,Capital Media,≤100
109774791831087,Славенко Ристић - лидер Републичке странке Српске,Filip Lučić,≤100
1774628536086616,Слободан Јавор-Slobodan Javor,Javor Slobodan,≤100
482158128556799,Žurnal magazin,Centar za razvoj medija i analize,≤100
628806173978483,CAT Bosna i Hercegovina,CAT Bosna i Hercegovina,≤100
1894157260888813,Dr Vlado Đajić - Др Владо Ђајић,Vlado Đajić,≤100
162926690478548,Oslobodjenje,Oslobodjenje,≤100
2430163100537312,Spin Info,Spin Media,≤100
709560912457316,Analiziraj.ba,Udruženje Centar za analizu medija i politike,≤100
124306738411862,InfoRadar,Udruženje za medijski aktivizam (UMA),≤100
585772551567679,Perspektiva,Perspektiva,≤100
102667249419191,GenChange,Arijana Trle,≤100
1043366545682573,Стефан Гаврић - Stefan Gavrić,Стефан Гаврић,≤100
280082852051508,POINT Conference,CA Why not,≤100
106759774541544,PratimoTendere.ba,Centar za razvoj medija i analize,≤100
2401351939921390,Raport.ba,Raport Media Group,≤100
147315858633088,Istinomjer,Istinomjer,≤100
103088084884704,Fondacija Atelje za društvene promjene - ACT,Fondacija Atelje za društvene promjene - ACT,≤100
1454304308161318,"Koalicija ""Pod lupom""","Koalicija ""Pod lupom""",≤100
747053091978616,Fokus.ba,FOKUS d.o.o. Sarajevo,≤100
163080080447411,Републичка странка Српске,Filip Lučić,≤100
110760128594320,Muhamed Hasanović,Muhamed Hasanovic,≤100
104089781069241,infoVeza,"Udruženje građana ""ReStart Srpska""",≤100
85069283164,Admir Čavalić,Admir Čavalić,≤100
2148421271917226,Nedim Salihagić,Salihagić Nedim,≤100
1569688113329878,Evony - The King's Return,These ads ran without a disclaimer,≤100
1473660889517303,Irfan Čengić,Irfan Cengic,≤100
115721369536,UNICEF Srbija,These ads ran without a disclaimer,≤100
1603592663238606,Svjedok prošlosti,These ads ran without a disclaimer,≤100
111544041335161,Antikorupcija info,Antikorupcija info,≤100
113902691579245,Amer Avdičević,Amer Avdičević,≤100
100187109256916,Ustajte Diskriminisani,Ustajte Diskriminisani,≤100
153063591397681,Amazon Web Services,These ads ran without a disclaimer,≤100
222968021092962,RTV Slon - Tuzla,RTV SLON,≤100
326185650853734,Zukan Helez,OO SDP BiH Bugojno,≤100
105699708610413,The Kyiv Independent,These ads ran without a disclaimer,≤100
417853371621843,Mirnes Ajanović,Mirnes Ajanović,≤100
669307523469574,EveryJew,These ads ran without a disclaimer,≤100
101749628198714,Promova,These ads ran without a disclaimer,≤100
