Page ID,Page name,Disclaimer,Amount spent (PYG)
1468570519872644,Santiago Peña,PRANA SA,451555
110447625137045,Pilar Callizo,PautaPY,129163
103966462488145,Ulises Martínez - Gobernador,Moises Ulises Martinez Benitez,120247
196599783696918,Efrain Alegre,Comunicá,108614
124625661665046,Patrick Kemper,Patrick Paul Kemper Thiede,103567
532716330164048,Sole Núñez,PautaPY,94886
100617802815343,Orlando Penner Senador 2023,Orlando Penner Senador 2023,72411
113715322041008,Semillas para la Democracia,Publicitaria Nasta,57929
100566575581065,Ramón Montanía,Ramón Montania Fernandez,56264
1222077187832207,Gustavo Leite,Gustavo Alfredo Leite Gusinky,43447
102917519228790,Bruno Defelippe,PautaPY,39598
241512319274531,Sixto Pereira,Sixto Pereira,36021
1310731702357133,GEN,GEN,28965
102887709202228,Pedro Mayor Martinez- Candidato a Senador,Antonio Morinigo,27938
665680343451704,Lider Amarilla,Lider Santiago Amarilla Rios,23474
100445112671378,Fernando Camacho Senador 2023,Fernando Camacho Senador 2023,21723
830674423631937,Robert Cano Senador - Lista 9 Opción 11,ASP Marketing,19807
430961180344844,EVER VILLALBA,Ever Federico Villalba Martinez,19421
132554373464255,La Nación,La Nación,19189
196406677113756,Rafael Filizzola,Comunicá,14573
117354424626075,Leticia Ocampos,Leticia Ocampos,14482
108839041769929,José López,Hugo Alfonso Aquino Diaz,10319
192161474526084,Luis Fretes Senador,Luis Fretes Senador,10272
107378775349679,Rolando Alvarez Spinassi,Rolando Alvarez Spinassi,9816
517426394969535,Ricardo Canese,Ricardo Canese,9309
153958777947957,Paulo Reichardt,Paulo Reichardt,8736
462549713810864,Katia Ortiz - Concejal Dptal. 2023-2028,Fernando Ariel Espinola Cañiza,8724
294693311318315,Miguel González Senador,Miguel González Senador,7860
100265174952816,Cesarito Sosa,César Luis Sosa Fariña,7839
1608625919447826,Blanca Ovelar Senadora Nacional,Blanca Ovelar Senadora Nacional,7772
1578664545555777,Oviedo Matto,Oviedo Matto,7661
112977975024606,Nery Bruno Diputado Nacional Villarica,Nery Bruno Diputado Nacional Villarica,7646
106779001870381,Paulina Villanueva Senadora 2023-2028,Eusebio Villanueva,7192
1832577620365172,Eusebio Ramón Ayala Senador 2023,Eusebio Ramón Ayala Senador 2023,7130
106257452820864,Tito Saguier,PautaPY,6914
243800448965894,Decidamos Campaña por la Expresión Ciudadana,Decidamos Campaña por la Expresión Ciudadana,6784
102649292598442,Senador Hugo Richer,Senador Hugo Richer,6561
397931417070426,Tony Apuril,ASP Marketing,6538
105545157610039,Euclides Acevedo,Marco Antonio Martinez Almiron,6345
114061877001545,Víctor Pecci,Esencia News SA,6322
106352055606610,Alejandra Valiente Diputada2023,Alejandra Valiente Diputada2023,6196
1386037631635162,Hugo Ramírez,Nahuel Ayala Gomez,5956
