Page ID,Page name,Disclaimer,Amount spent (ISK)
737169626371453,Heimildin,Stundin,1148
152804904889,Samfylkingin,Samfylkingin,513
441539862613489,Foreldrasamtök gegn áfengisauglýsingum,Árni Guðmundsson,335
584934658344027,Áslaug Arna Sigurbjörnsdóttir,Áslaug Arna Sigurbjörnsdóttir,324
357896717565932,Jóhanna Gunnarsdóttir í stjórn VR 2023,Jóhanna Gunnarsdóttir í stjórn VR 2023,319
156161194561570,Kjarninn,Kjarninn,181
103123311914005,Elva Hrönn Hjartardóttir,Elva Hrönn Hjartardóttir,142
622220361283956,Samorka,Samorka,132
430089884101936,Þingflokkur Pírata,Þingflokkur Pírata,≤100
106979180938014,Samstöðin,Samstöðin ehf,≤100
184042545536602,Garðabæjarlistinn,Garðabæjarlistinn,≤100
154893001218870,ADHD samtökin,ADHD samtökin,≤100
276600879474149,Icelandic Wildlife Fund,The Icelandic Wildlife Fund,≤100
117923164930140,Lifandi vísindi- Lifandi saga,Guðbjartur Finnbjörnsson,≤100
162409941250265,Sanna Reykjavík,Sósíalistaflokkur Íslands,≤100
108295544832396,Jóhann Páll Jóhannsson,Jóhann Páll Jóhannsson,≤100
590338584385793,Fjölmenningarsetur,These ads ran without a disclaimer,≤100
128854307193614,Landsvirkjun,Landsvirkjun,≤100
263095547109656,Sjálfstæðisfélag Garðabæjar,Sjálfstæðisflokkurinn,≤100
509866436098947,Sabine Leskopf,Sabine Leskopf,≤100
