Page ID,Page name,Disclaimer,Amount spent (BOB)
964080723662055,Carlos Subirana Responde,Editorial CSS,≤100
101029268584854,José Carlos Sánchez Verazaín,Boris Christian Lehm Murillo,≤100
106403237850347,Goberna Bolivia,Goberna,≤100
217948432069023,Bolivia Maya,Bolivia Maya,≤100
2328823850688165,José M. Ormachea,José M. Ormachea,≤100
108470064614085,Rogelio Maldonado Concejal,Ronald Wilson Morales Llerena,≤100
269633369881331,Senador Rodrigo Paz,Gabriela Pacello Guillen,≤100
105941541719195,Concejo Municipal de El Alto,Ronald Wilson Morales Llerena,≤100
517750071766113,SEDES - BENI,Cedecap Bolivia,≤100
1947703858861720,Mayra Zalles - Diputada,Mayra Ingrid Zalles Trigo,≤100
1239026999516818,Luis Fernando Camacho,Luis Fernando Camacho,≤100
439733729429081,"US UCIA Corporation, Inc.",These ads ran without a disclaimer,≤100
127871740620547,Agustín Zambrana en El Bunker,Walter Agustin Zambrana Arze,≤100
