Page ID,Page name,Disclaimer,Amount spent (BRL)
92227023652,Governo do Estado de São Paulo,Governo do Estado de São Paulo,30902
301774903545521,Brasil Paralelo,Brasil Paralelo,10862
137389166280413,Estácio,Estácio,5363
425350744240843,Comitê Internacional da Cruz Vermelha,Comitê Internacional da Cruz Vermelha,3815
175804982467404,Safernet Brasil,Safernet Brasil pago com créditos de anúncio do Facebook,3071
104625758942119,Siga Antenado,"ASSOCIACAO ADMINISTRADORA DA FAIXA DE 3,5 GHZ - EAF",2247
465235726843103,Ambev,Ambev,1503
159103797542,Greenpeace Brasil,Greenpeace Brasil,1163
171169022896525,Guaraná Antarctica,Ambev,983
1894520370802455,Governo do Brasil,Secretaria Especial de Comunicação Social -Governo do Brasil,981
121116005943892,Saúde Não Se Pesa,NOVO NORDISK FARMACÊUTICA DO BRASIL LTDA,892
1549054225424161,Eduardo Moreira,Instituto Conhecimento Liberta,861
109354687306376,Instituto Conhecimento Liberta,Instituto Conhecimento Liberta,837
112830251033781,Tiger,GRUPO HEINEKEN,798
367980806622995,Bruna Furlan Deputada Estadual,Bruna Furlan,758
113165042099382,Brasil 61,Brasil 61,651
255804437808407,Vale,Vale,381
273642106068512,Paulo Alexandre Barbosa,Paulo Alexandre Pereira Barbosa,359
111498884648739,Instituto Cultural Vale,Instituto Cultural Vale,347
422665284772249,Fernando Ulrich,Liberta Agentes Autonomos de Investimentos S/s LTDA,344
1433929133492494,Renata Abreu,Renata Hellmeister de Abreu,342
651900074836103,Dr. Laércio Sandes,Laercio Sandes De Oliveira,309
1066236296722739,Comgás,These ads ran without a disclaimer,306
380752075612906,Deputado Cezar,Antonio da Rocha Marmo Cezar,292
258088921369,TOTVS,TOTVS,276
628221580602439,Pé de Figo,Heriberto Pozzuto,266
123884341029248,João Jorge,JOÃO JORGE DE SOUZA,264
170238043113891,Professor Rômulo Passos,Romulo Silva Passos,263
157964194719,Enel Clientes Brasil,Enel Brasil,258
1767220630177139,Animal Equality Brasil,Animal Equality Brasil,253
111091275764781,Prefeitura Municipal Barretos,Hold Comunicação,247
7970426802,WWF-Brasil,WWF-Brasil,239
101189854802059,Revista Oeste,Revista Oeste,236
115811301935382,Analice Fernandes,Analice Fernandes,233
112021296931600,Mônica Lopes,IBPOM,226
107625143949627,Mariana Brito Soares,Mariana Brito Soares,223
170166996524709,Orlando Morando,Orlando Morando Junior,222
330379553673497,Oxfam Brasil,Oxfam Brasil,202
224777780881144,Visão Mundial,Visão Mundial,186
101466471666939,Diogo Pernoca,Diogo Reis Da Costa,185
239977579362882,Blue3,Blue3 Investimentos,180
231018984119082,Cris Monteiro,Cristina Pereira Monteiro,178
100230636059140,Tv Cidade online,Tv Cidade online,175
109779564998729,Jeferson Brun,Jeferson Rodrigo Brun,173
142073912632259,Carlos Giannazi,Deputado Carlos Giannazi,173
676382125827448,TBL Guarulhos,TBL Guarulhos,163
391175961040598,ADE SAMPA,ADE SAMPA,161
436336693077946,Caio Cunha,Caio Cunha,159
100566625897877,Capitã Lucimara,Capitã Lucimara,158
1678605519056745,Rodrigo Goulart,Rodrigo Goulart,157
202843126481221,Prefeitura Municipal de Morro Agudo,Prefeitura de Morro Agudo,157
117174578396012,George Hato,George Vatutin Hato,156
103356970098314,Geleia Protetor,Vlademir Galdino,154
302838796481893,CPFL Energia,These ads ran without a disclaimer,149
669979576373645,Delegado Eduardo Boigues,Delegado Eduardo Boigues,149
194395877379866,Saulo Souza,Saulo de Oliveira Souza,143
