Page ID,Page name,Disclaimer,Amount spent (CAD)
939050246112788,Facebook Public Affairs,Meta,2093
5794733873,David Suzuki Foundation,David Suzuki Foundation,877
9333642607,TELUS,TELUS,867
104386908631938,Pathways Alliance,Pathways Alliance,585
78753328415,Dogwood BC,Dogwood BC,497
261752512263,Canadian Red Cross,Canadian Red Cross,456
203485052997041,Hospital Employees' Union,Hospital Employees' Union,441
54578722992,Wilderness Committee,Wilderness Committee,386
103805636333615,Quality Canadian Milk - Lait canadien de qualité,Quality Canadian Milk - Lait canadien de qualité,318
95938536190,Shoppers Drug Mart,Shoppers Drug Mart,279
110561408638361,Coalition of First Nations for Finfish Stewardship,Coalition of First Nations for Finfish Stewardship,243
24235835555,Kids Help Phone,Kids Help Phone,142
121222984568561,Amnesty International Canada,Amnesty International Canada,139
367773226675582,The Home Depot,The Home Depot,134
14742445214,BC Green Party,BC Green Party,132
114943114838621,Fuel Forward,Canadian Fuels Association,125
113297740077607,Canadian Energy Centre,Canadian Energy Centre,123
1097840090260804,National Police Federation,National Police Federation,115
5661704203,Conservative Party of Canada - Parti conservateur du Canada,Conservative Party of Canada - Parti conservateur du Canada,≤100
281999881613,World Vision Canada,World Vision Canada,≤100
6095483909,Canadian Taxpayers Federation,Canadian Taxpayers Federation,≤100
405377872902754,Canada Action,Canada Action,≤100
115835521825983,UNHCR Canada,UNHCR Canada,≤100
35715544220,Stand.earth,Stand.earth,≤100
844239722367708,Innovative Medicines Canada / Médicaments novateurs Canada,Innovative Medicines Canada / Médicaments novateurs Canada,≤100
1344251769044889,BC Rental Project,BC Rental Project,≤100
191368391620181,BC Cannabis Stores,BC Cannabis Stores,≤100
453724058039992,viaSport British Columbia,viaSport British Columbia,≤100
143249880633,World Animal Protection Canada,World Animal Protection Canada,≤100
103145009203143,The Next Climate Fellowship,The Next Climate Fellowship,≤100
103947395932025,mstrishaaa,mstrishaaa,≤100
26394435211,Canadian Cancer Society,Canadian Cancer Society,≤100
202220023130891,Bell Canada,Bell Canada,≤100
259187344111223,Coastal First Nations,Coastal First Nations,≤100
168617319831578,Nature Canada,Nature Canada,≤100
9079455019,Simon Fraser University,Simon Fraser University,≤100
114849617772737,Care2 Canada,Press Pause Collective,≤100
185083894875909,Pathways to Education Canada / Passeport pour ma réussite Canada,Pathways to Education Canada,≤100
208246269225407,Mulligan Defence Lawyers,Mulligan Defence Lawyers Law Corporation,≤100
19750184960,Greenpeace Canada,Greenpeace Canada,≤100
149637145096756,Conservative Party of BC,"Financial Agent for Mike Harris, Bob Bray",≤100
114122806214,The Victoria Foundation,The Victoria Foundation,≤100
123235041462,The Fraser Institute,Fraser Institute,≤100
342474190347204,Tri-Cities Dispatch,Indiegraf Media,≤100
194782249201,Canadian Association of Petroleum Producers (CAPP),Canadian Association of Petroleum Producers,≤100
213972982110718,Terry Beech,"Terry Beech, MP for Burnaby North Seymour",≤100
10633250963,Save the Children Canada,Save the Children Canada,≤100
153447518036926,Kiehl's,These ads ran without a disclaimer,≤100
109127385598965,CAN-News,These ads ran without a disclaimer,≤100
832116380181697,The Discourse,Indiegraf Media,≤100
107741980784988,Canadian Health Food Association,Canadian Health Food Association,≤100
101908322607310,Surrey First 2023,Surrey First Electors' Society,≤100
654057134661490,Nathan Pachal,Nathan Pachal,≤100
232412823455905,Faculty of Medicine at the University of British Columbia,Faculty of Medicine at the University of British Columbia,≤100
169042736456594,All Out,ConnectAd,≤100
102862259754198,MS.ThingsIsee,MS.ThingsIsee,≤100
714595698939267,TPC - Therapeutic Psilocybin for Canadians,Therapsil,≤100
163765883653829,Watershed Watch Salmon Society,Watershed Watch Salmon Society,≤100
106360778489053,Fuelling Canada,Canadian Gas Association,≤100
195608229977,BC NDP,BC NDP,≤100
107385241806,Plan International Canada,Plan International Canada,≤100
100999094747422,Land Needs Guardians,Land Needs Guardians,≤100
197337921788,Dying With Dignity Canada,Dying With Dignity Canada,≤100
159713615718,WWF-Canada,WWF-Canada,≤100
198161003562116,Vancouver Humane Society,Vancouver Humane Society,≤100
263417217038472,Forest Products Association of Canada,Forest Products Association of Canada,≤100
599601796904723,Humane Society International/Canada,Humane Society International/Canada,≤100
180862678644381,Ontario NDP,Ontario NDP,≤100
112742147170033,Comox Strathcona Waste Management,Comox Strathcona Waste Management,≤100
26014296594,North Shore News,North Shore News,≤100
1418631235069620,OneCity Vancouver,OneCity Vancouver,≤100
106764462731658,Honest Reporting Canada,Honest Reporting Canada,≤100
98938445882,City of Coquitlam - Municipality,City of Coquitlam,≤100
101898551911387,The Hub Canada,Hub Canada Media,≤100
254985577276,Humanitarian Coalition/ Coalition Humanitaire,Humanitarian Coalition/ Coalition Humanitaire,≤100
282331419131165,Community Action Team - Port Alberni,Port Alberni Community Action Team,≤100
52543970197,Environmental Defence Canada,Environmental Defence,≤100
182452388854875,Goodman Commercial,Goodman Commercial,≤100
1698373080245187,Safe Salmon: Defend our Wild Salmon,Watershed Watch Salmon Society,≤100
186266941387011,BMO Financial Group,BMO Financial Group,≤100
139019864276,Oxfam Canada,Oxfam Canada,≤100
842010632481715,National Observer,National Observer,≤100
392629388021829,Ally Global Foundation,Ally Global Foundation,≤100
21751825648,Justin Trudeau,Liberal Party of Canada | Parti libéral du Canada,≤100
49370559799,Ducks Unlimited Canada,Ducks Unlimited Canada,≤100
420437455160941,Planet Friendly News,Planet Friendly News,≤100
325219890894613,Justice For Janitors SEIU Local 2,SEIU Local 2,≤100
1538230646323033,SecondStreet.org,SecondStreet.org,≤100
658318450979357,Globe Content Studio,Globe Content Studio,≤100
151220518390123,Canfor,Canfor,≤100
111231197686977,The Breach,The Breach,≤100
105274381361518,The Resolve,Indiegraf Media,≤100
903577146395715,Toronto Centre,Toronto Centre,≤100
925033857594085,SureHealth Canada by GreenShield,SureHealth,≤100
104321259649840,CATIE,CATIE,≤100
39315431246,Fair Vote Canada/Représentation équitable au Canada,Fair Vote Canada/Représentation équitable au Canada,≤100
184856436064,Canadian Centre for Child Protection,Canadian Centre for Child Protection,≤100
154462904588700,Enbridge Gas,Enbridge Gas,≤100
105515087976110,Michele Babchuk North Island MLA,Michele Babchuk North Island MLA,≤100
1480397205549576,Rachel Blaney North Island - Powell River MP,MP Rachel Blaney,≤100
105754167560390,Ekō Canada,Ekō,≤100
148506965209288,Operation Eyesight Universal,Operation Eyesight,≤100
885367448177343,Bob Zimmer MP,Bob Zimmer MP,≤100
1671097993122619,Children Believe,Children Believe,≤100
728747700517089,Michael Barrett,Michael Barrett,≤100
106294152425952,Central News,These ads ran without a disclaimer,≤100
256967407720183,LEO,Léger,≤100
122085817803226,Windspeaker,Windspeaker,≤100
103655764654302,Indigenous Leadership Initiative,The Indigenous Leadership Initiative,≤100
1422990784605742,iA Financial Group (Industrial Alliance),iA Financial Group (Industrial Alliance),≤100
11974905918,World Accord,World Accord,≤100
193488237335834,WNews,W-World Media Inc.,≤100
112568821728397,Freedom Party of British Columbia,Freedom Party of British Columbia,≤100
100171965830462,Adam Wilson,Adam Wilson,≤100
134455149912301,Seva Canada,Seva Canada,≤100
1589839557920915,National Disability Credit Alliance,National Disability Credit Alliance,≤100
96421518008,Forum for Young Canadians / Forum pour jeunes canadiens,Forum for Young Canadians / Forum pour jeunes canadiens,≤100
985797494956599,The News Forum,The News Forum,≤100
294859335392,University of New Brunswick,University of New Brunswick,≤100
101521614692017,Ditch Plastic Packaging,Hartmann North America,≤100
121658954562795,Mark Gerretsen,Mark Gerretsen,≤100
345800815486259,SEIU Local 2,SEIU Local 2,≤100
103912195154922,CiviX West Vancouver,CIVIX WEST VANCOUVER ELECTOR SOCIETY,≤100
113595515381248,City of West Kelowna,City of West Kelowna,≤100
428551390928740,Fondation Rideau Hall Foundation,Rideau Hall Foundation,≤100
136570420789,Homebuilders Association Vancouver - HAVAN,Homebuilders Association Vancouver,≤100
190035081047277,International Fellowship of Christians and Jews of Canada,International Fellowship of Christians and Jews of Canada,≤100
194107107271152,Société de recherche sur le cancer / Cancer Research Society,These ads ran without a disclaimer,≤100
73970658023,International Rescue Committee,These ads ran without a disclaimer,≤100
541315122557352,CODE NGO,CODE NGO,≤100
105288666168351,SOS Children's Villages Canada,SOS Children's Villages Canada,≤100
109259964070785,Skeena Strong,The Skeena,≤100
108841190581997,Fairness Alberta,Fairness Alberta,≤100
80851911931,Canadian Civil Liberties Association,Canadian Civil Liberties Association,≤100
1461479950753102,My Sea to Sky,My Sea to Sky,≤100
155770697816970,Municipality of North Cowichan,Municipality of North Cowichan,≤100
105764658152064,Larry Brock,Larry Brock,≤100
232442346800828,Return to Reason,Return to Reason,≤100
273909258097,Saanich News,a BPM advertiser,≤100
111867537282400,Now Fresh Pet Food,These ads ran without a disclaimer,≤100
118424664526518,The Tax Recovery Pros,The Tax Recovery Pros,≤100
1562319613991319,Bruce Banman MLA Abbotsford South,Abbotsford South Constituency Office,≤100
250592478295316,C2C Journal,C2C Journal,≤100
250225271678009,Canadian Generic Pharmaceutical Association,Canadian Generic Pharmaceutical Drug Association,≤100
136772905237,Historica Canada,Historica Canada,≤100
516401211852429,ICBA - Independent Contractors and Businesses Association,Independent Contractors and Businesses Association of BC,≤100
186898398016771,FRONT - Femmes Regroupées en Options Non Traditionnelles,FRONT - Femmes Regroupées en Options Non Traditionnelles,≤100
111582684014878,Ryan Williams MP Bay of Quinte,Bay of Quinte Conservative Association,≤100
148668741848610,JSpaceCanada,Press Pause Collective,≤100
39168823065,Sierra Club Canada Foundation,Sierra Club Canada Foundation,≤100
111176008261790,West Coast Now,West Coast Now,≤100
100696195532512,Banking on a Better Future,Banking on a Better Future,≤100
182452388854875,Goodman Commercial,Goodman Report,≤100
140220066689917,North Shore Daily Post,North Shore Daily Post,≤100
638391216643974,CodeBlue BC,CodeBlue BC,≤100
60266912006,Liberal Party of Canada | Parti libéral du Canada,Liberal Party of Canada | Parti libéral du Canada,≤100
112552578373032,Resistance Press,Resistance Press,≤100
192507094122525,Vernon Morning Star,a Black Press Media advertiser,≤100
293370840686094,Oak Bay News,a Black Press Media advertiser,≤100
208009899720,Cloverdale Reporter,a Black Press Media advertiser,≤100
120474554691065,Langley Advance Times,a Black Press Media advertiser,≤100
199598300060910,Victoria News,a BPM advertiser,≤100
105554979259003,Canadian News,These ads ran without a disclaimer,≤100
251551478191572,Campbell River Mirror,a Black Press Media advertiser,≤100
104678045217460,Risebridge,These ads ran without a disclaimer,≤100
134139016675972,Nanaimo News Bulletin,a Black Press Media advertiser,≤100
130672393665071,WWF-Canada en français,WWF-Canada,≤100
12101479244,B'nai Brith Canada,B'nai Brith Canada,≤100
190440300974434,Shannon Stubbs,Shannon Stubbs,≤100
268400032839,Croix-Rouge canadienne,Croix-Rouge canadienne,≤100
262370800536,CanadaHelps,CanadaHelps,≤100
204844912876739,Blake Richards,Banff-Airdrie Conservative EDA,≤100
111404328067824,Friends of Land Use Planning,Friends of Land Use Planning,≤100
316302965122489,Clean Energy Canada,Clean Energy Canada,≤100
112183950454035,Feminine Riles,Feminine Riles,≤100
298540300287087,Francesco Sorbara,Francesco Sorbara,≤100
114022907021688,Canadian Nurse,Canadian Nurse,≤100
126696884068046,Canadians for Tax Fairness,Canadians for Tax Fairness,≤100
115153358297699,R.A. Flannagan Writing,These ads ran without a disclaimer,≤100
248281845216826,Bell Canada (Français),Bell Canada,≤100
1401645180072600,Accessibility Advisory Committee,Accessibility Advisory Committee,≤100
281999881613,World Vision Canada,These ads ran without a disclaimer,≤100
462105760482785,Iranian Canadian Congress (ICC),Iranian Canadian Congress,≤100
21338413843,TD Friends of the Environment Foundation,TD Friends of the Environment Foundation,≤100
152467601467262,BMO Groupe financier,BMO Groupe financier,≤100
605582973434788,Doctors Without Borders/Medecins Sans Frontieres (MSF),These ads ran without a disclaimer,≤100
102641588585816,Victoria Rumble Room,Victoria Rumble Room,≤100
215304981972670,The Ocean Legacy Foundation,The Ocean Legacy Foundation,≤100
409515435789954,MOVMA : Mais Où Va Le Monde d'Aujourd'hui?,MOVMA : Mais Où Va Le Monde d'Aujourd'hui?,≤100
216762411676381,Saskatchewan Arts Alliance,Saskatchewan Arts Alliance,≤100
103350612362345,Strong Coast,Strong Coast,≤100
869127933125944,Indigenous Link,Indigenous Link,≤100
436021533215615,French Frenzy,These ads ran without a disclaimer,≤100
114286393699596,The Peak,The Peak Media Collective Inc.,≤100
