Page ID,Page name,Disclaimer,Amount spent (GTQ)
1911003529195315,Roberto Arzú,Roberto Arzú García-Granados,≤100
100169482992019,Sebastián Arzú,Sebastián Arzú,≤100
331961940541181,Partido Victoria,Partido Político Victoria,≤100
1882597935332956,Partido VAMOS,Partido VAMOS,≤100
101247925714787,Partido Azul Jutiapa,Partido Azul Jutiapa,≤100
110582257361172,Partido Azul,Partido Azul,≤100
142373979127061,Partido Unionista,Partido Unionista,≤100
281554395331686,República,"Republica GT, S.A.",≤100
117104427979587,Mega Oferta,María Yhoselyn Sambrano Toma,≤100
103529875762960,CABAL Chicacao,CABAL Chicacao,≤100
142556265766634,Guatemala Visible,Guatemala Visible,≤100
103100369170392,UNE Sacatepéquez -oficial-,UNE Sacatepéquez -oficial-,≤100
109189810962889,Comunidad Elefante,Shorik Yann Mejia Blanco,≤100
110686825186521,Gualán nos UNE,Gualán nos UNE,≤100
119057720784594,El Búho,El Búho,≤100
108690811775877,Adrián G. Morales,Adrián G. Morales,≤100
1298187670312491,CABAL Departamento de Guatemala,CABAL Departamento de Guatemala,≤100
106908785419555,Goberna Guatemala,Goberna,≤100
