Page ID,Page name,Disclaimer,Amount spent (MXN)
101683735119994,El Reportero,El Reportero,3435
848008481893903,Cruz Pérez Cuéllar,Cruz Pérez Cuéllar,1881
118921468203786,Movimiento Ciudadano,Movimiento Ciudadano,1764
100220696003610,Chisme a la Carta,Chisme a la Carta,1216
258241614593678,AulaTec,Pedro Beristain Flores,1026
107003701683545,Migra Noticias,Migra Noticias,950
1856486611250925,Marisela Terrazas,Marisela Terrazas Muñoz,882
815584061873097,Jesús Valenciano,Jesús Valenciano,756
393851270632362,Maru Campos Galván,Maru Campos Galván,697
100430528133355,Información México,Información México,677
161578186006,Plan Estratégico de Juárez,Plan Estratégico de Juárez,552
923633637651202,Morena Sí,Morena Sí,548
611053902572622,Focus Mx,Focus Mx,464
107841848841194,Juárez Número Uno,Juárez Número Uno,412
110731518636712,Por el Cambio,porelcambiomx.com,393
114608845267298,Ciudad Juárez,Municipio de Juárez,381
56713285274,Greenpeace México,Greenpeace México,332
118089944564637,El México que Informa,El México que Informa,291
112806673771498,Andrea Chávez,Andrea Chavez Treviño,288
115475744802204,Oleada 4T,Oleada 4t,274
469246976533189,Santiago Creel,SantiagoCreelM,270
493453457351145,Coparmex Nacional,Coparmex Nacional,264
104108345732250,Chihuahua Al Momento,Al momento Noticias,247
102551913153712,Ricardo Monreal A.,Ricardo Monreal Ávila,235
115499391426868,Evidencias,Evidencias,228
116433311381559,Crónicas de a Pie,Cronicas de a Pie,205
186073704903313,México elige,México Elige,203
254852601222832,Cemex México,CEMEX México,200
109634395756375,Save the Children México,Save the Children México,198
285058928236909,Mauricio Vila,Mauricio Vila,181
354326078079338,Campaigns and Elections Mexico,Campaigns & Elections México,160
115473561466606,Transformando con valor,Transformando con Valor,145
182224979243764,Benjamín Carrera,Benjamín Carrera Chavez,139
122404620204,Oxfam México,OXFAM MEXICO AC,138
48966795116,Amnistía Internacional México,Amnistía Internacional México,134
110700177836331,Rubí Enríquez,Rubí Enríquez,123
176828986158062,Laura Contreras,Laura Contreras,121
1736317103323791,José Ríos Dgz,Jose Refugio Rios Dominguez,113
107925032255657,Cadena Transformación,Cadena Transformacion,111
101740711752535,RUBRUM,Multipoll S.A. de C.V.,111
133478060111915,Cemex Impacto Social,CEMEX México,107
329834294434989,Juárez Digital,Juárez Digital,102
105784844959519,Olson,Carlos Vicente,≤100
174058432636166,El Deforma,El Deforma,≤100
347050702310517,Alfredo Chávez,Alfredo Chavez,≤100
100485798522680,Diario Azteca,Diario Azteca,≤100
107003701683545,Migra Noticias,These ads ran without a disclaimer,≤100
101696231925216,Olmeca Multimedios Mx,Olmeca Multimedios,≤100
103164819304543,doctorsoftheworld,These ads ran without a disclaimer,≤100
186073704903313,México elige,México elige,≤100
395854097505674,Amparo Beltran Ceballos,Omar Aaron Herrera Bueno,≤100
102211379502005,Gigante Informativo,Gigante Informativo,≤100
115452255131465,Alejandro Moreno Cárdenas,Alejandro Moreno Cárdenas,≤100
114158248252278,Convocatorias 2023,Convocatorias 2023,≤100
101701991930418,UNIDEV,UNIDEV,≤100
465777803515977,Poncho Gutiérrez,Poncho Gutiérrez,≤100
112901823690886,Toño López Ruiz,Jose Antonio Lopez Ruiz,≤100
101167476249205,Cake Master,These ads ran without a disclaimer,≤100
179387312078698,Partido Verde Ecologista México,Partido Verde Ecologista de México,≤100
114334086978029,Cronica Digital,Crónica Digital,≤100
123747293960586,Simples Datos,Simples Datos,≤100
123382667413696,,Mario Garza,≤100
