Page ID,Page name,Disclaimer,Amount spent (BOB)
130336323685885,Gobernación de Santa Cruz,Gobernación de Santa Cruz,165
964080723662055,Carlos Subirana Responde,Editorial CSS,≤100
391416088139258,Movimiento Pro-Pacha,Guillermo Mallea,≤100
279677395908479,Virginio Lema Trigo,Walter Agustin Zambrana Arze,≤100
106403237850347,Goberna Bolivia,Goberna,≤100
320503974822994,EAE - Escuela de Abogados del Estado,EAE - Escuela de Abogados del Estado,≤100
113376820321312,Tierra Digna,Coordenada Digital,≤100
100421178670997,Grande mi Oruro,Coordenada Digital,≤100
107585134511680,Jaime Mamani Espíndola,Wilmer Rivero Nino,≤100
269633369881331,Senador Rodrigo Paz,Gabriela Pacello Guillen,≤100
103621869176207,Angela Romero - La Revolución del Amor,These ads ran without a disclaimer,≤100
347265340270,Architecture Competitions,These ads ran without a disclaimer,≤100
1702138929926817,Mongabay Latam,These ads ran without a disclaimer,≤100
131189377574,MDPI,These ads ran without a disclaimer,≤100
108298925574779,Aprendamos de Hidroponía,These ads ran without a disclaimer,≤100
1407514189462890,Carlos Master Muñoz,These ads ran without a disclaimer,≤100
