Page ID,Page name,Disclaimer,Amount spent (COP)
370492339735164,Centro Democrático - Comunidad Oficial,Centro Democrático - Comunidad Oficial,184
643513979193133,Unidos por Beatriz,Neuma,≤100
969143216462972,Felipe Cañizalez,Andreina Quintero Correa,≤100
1119413181474050,El Avispero Mov,Movilizatorio,≤100
1823807254333065,Soy Más País,Soy Mas Pais,≤100
101883058962037,El Valle De Todos,Carlos Andres Lopez Dominguez,≤100
108123275106289,Politólogos Digitales Colombia,Marbel Dayanna Carvajalino O'meara,≤100
105918967435810,Mama Mercedes Alcaldesa,Alcaldía de Silvia,≤100
664142747350164,Tatiana López Saldarriaga,Tatiana López Saldarriaga,≤100
765302097170348,Línea Cero,Linea Cero,≤100
115299981431383,Cesar Chapal,Cesar Wilinton Chapal Quenama,≤100
1597659560553215,Colombia+20,COMUNICAN SAS EL ESPECTADOR,≤100
1668886976475466,David Gutierrez Mantilla,Jorge Luis,≤100
114778278552099,Octavio Cardona León,Octavio Cardona León,≤100
466445923412524,Miguel Ángel Barreto,Joshua Escobar Rengifo,≤100
832764363485573,Roberto Rodríguez Z.,Oscar Alexander Garcia Lopez,≤100
1147318942107929,Todos Somos Una,DEBRAIN LLC,≤100
655085057949313,Gonzalo Arzuza Torrado,Gonzalo Arzuza Torrado,≤100
100687408426888,Entrenando a mi PERRO,Juan Sebastian Ortiz Leal,≤100
1529335724037224,Aeropuerto del Café,INTUAL,≤100
104472845840664,Juan Carlos Corrales,Juan Carlos Corrales,≤100
324718631509952,Yaneth Quintero,Yaneth Alexandra Quintero Herrera,≤100
581095835894514,Noticentro 1 CM&,Noticentro 1 CM&,≤100
652712084864352,Aster Internacional,These ads ran without a disclaimer,≤100
131602424169035,Oxfam en Español,These ads ran without a disclaimer,≤100
439733729429081,"US UCIA Corporation, Inc.",These ads ran without a disclaimer,≤100
