Page ID,Page name,Disclaimer,Amount spent (ZAR)
178713262328364,DA KZN,Democratic Alliance,412
187645864452,Vryheidsfront Plus / Freedom Front Plus,Vryheidsfront Plus / Freedom Front Plus,256
136956534616,Times LIVE,TimesLIVE,164
6011868110,Democratic Alliance,Democratic Alliance,152
57206003848,Greenpeace Africa,Greenpeace Africa,149
478479492268974,Sunday Times ZA,Sunday Times,125
446648162438519,Thisisacumen,Acumen Media Management,≤100
116657351312927,Pledge To Vote SA,Pledge to Vote,≤100
102265308016316,Al Jama-ah,Al Jama-ah,≤100
114506216924214,Centre For Risk Analysis,Centre For Risk Analysis,≤100
141100792595323,Community Chest Durban,Gordon Mc Donald,≤100
106172744063430,The Daily Friend,The Daily Friend,≤100
2145594122138312,Action Society,Action Society,≤100
181204251979581,NEASA,National Employers' Association of South Africa,≤100
1442286572460668,Inside Education,Inside Education,≤100
105758608971668,Free Speech Union South Africa,Free Speech Union South Africa,≤100
107169379305548,TLU SA,TLU SA,≤100
134187920103120,Dr. J. Reid (Neurologist),Johan Reid,≤100
111455384155,Partners in Sexual Health,Hamlet Enrico Johannes,≤100
109136451414156,Educate Don't Indoctrinate,Educate Don't Indocrinate,≤100
810594509306791,Marula Hill Travel,These ads ran without a disclaimer,≤100
629021617133721,Judges Matter,Judges Matter,≤100
290338324386099,Annique Rooibos Home Office,These ads ran without a disclaimer,≤100
794336640617861,Cyril Ramaphosa Foundation,Cyril Ramaphosa Foundation,≤100
195909420099,Solidariteit,Solidariteit,≤100
614441158766955,Vote Dr Sipho P. Malapane And The Independent Campaign 2024,Sipho Pienaar Malapane,≤100
597918073626793,Democratic Alliance Free State,Democratic Alliance Free State,≤100
104692291218239,DA Free State Future Leaders Programme,Democratic Alliance Free State,≤100
1079743815448235,Glencore,These ads ran without a disclaimer,≤100
247876728823,IAAC > Institute for Advanced Architecture of Catalonia,These ads ran without a disclaimer,≤100
400238627246326,Alhaji's Wife,These ads ran without a disclaimer,≤100
109651119184108,Hilton Seychelles Labriz Resort & Spa,These ads ran without a disclaimer,≤100
117645434555342,Majio Dut Com,These ads ran without a disclaimer,≤100
1220664628029647,Vets United programme,These ads ran without a disclaimer,≤100
368194657215717,Times Higher Education Connect,These ads ran without a disclaimer,≤100
423670114403144,Trending in China,These ads ran without a disclaimer,≤100
231720020225801,BSH Home Appliances,These ads ran without a disclaimer,≤100
332743056792820,Haniel Travel Solutions (Pty) Ltd,These ads ran without a disclaimer,≤100
109911201817314,News Lantern,These ads ran without a disclaimer,≤100
103922718061868,Story Leaf,These ads ran without a disclaimer,≤100
