Page ID,Page name,Disclaimer,Amount spent (MXN)
102121839522309,Conoce Más,Conoce Más,5676
120607030955709,Todo Noticias,Todo Noticias,3900
120475107640369,La Realidad de hoy,La Realidad de hoy,2639
104502545545325,El Sol de América,El Sol de America,2617
102219139246608,MarceLovers,Mundo Millenial,2514
206323119403212,Mario Delgado Carrillo,Mario Delgado Carrillo,1984
110607145423901,Proyecto Transformación 2024,Proyecto Transformación 2024,1894
104745382187531,The Times Mexico,The Times Mexico,1824
195815320573612,elmomento.mx,elmomento.mx,1600
923633637651202,Morena Sí,Morena Sí,1546
101267031439463,Voz de las Empresas,Consejo de la Comunicación,1507
1734951530056727,Carmen Lilia Canturosas,Carmen Lilia Canturosas,677
113169235163633,Región 4T,REGION 4T,655
1527311874184683,Ismael Cabeza de Vaca,Ismael Cabeza de Vaca,624
110320423807974,Latinus,Latinus,607
469246976533189,Santiago Creel,Santiago Creel,535
107003701683545,Migra Noticias,Migra Noticias,513
105733512243982,Es Claudia Tamaulipas,Es Claudia Tamaulipas,513
116175691755266,Silvano Aureoles Conejo,Silvano Aureoles Conejo,463
362430908370,Aeromexico,Aeromexico,456
123856230700096,Toyota Motor México,TOYOTA MOTOR DE MEXICO,436
116216726453585,Rigoberto Ramos Ordoñez,Rigoberto Ramos Ordoñez,428
102265891491136,Morenarcos,Pejeland,428
922911071175965,Noticias Tamaulipas,Noticias Tamaulipas,416
117396598040488,Morena al día,Morena al día,406
103535809388047,Joel Eduardo Yáñez Villegas,Joel Eduardo Yáñez Villegas,386
1520610478183053,Badabun,Badabun,369
186073704903313,México elige,México Elige,360
1327748667304965,Carlos Peña Ortiz,Carlos Peña Ortiz,341
264773293005,Marko Cortés,Marko Cortés,314
111810211818158,Carlo González,Carlo González,306
766512106764480,Erasmo González Robledo,Erasmo González Robledo,299
56713285274,Greenpeace México,Greenpeace México,298
105102889311748,Nación Guinda,Nación Guinda,297
105236155895899,Factor 4T,Factor 4T,297
1686752081587039,Gaston Herrera,Gaston Herrera,278
417871892286129,Noreste digital,Noreste digital,272
254852601222832,Cemex México,CEMEX México,270
358878417540004,Humberto Prieto Herrera,Humberto Prieto Herrera,261
493453457351145,Coparmex Nacional,Coparmex Nacional,249
116422098112118,El Trópico,El Trópico,246
490426904446625,Lalo Gattás,Lalo Gattás,244
105339894907346,Nuevo Laredo Noticias,Nuevo Laredo Noticias,236
102551913153712,Ricardo Monreal A.,Ricardo Monreal A.,228
381985873573,Partido de la Revolución Democrática PRD,Partido de la Revolución Democrática,196
109634395756375,Save the Children México,Save the Children México,190
445454469207355,Soy Tamaulipas,Soy Tamaulipas,186
116300734758352,Escáner Político,Escaner Politico Media,186
106055095866502,Tampico con Ursula,Tampico con Ursula,177
100846725382023,Cabezistas,Cabezistas,166
108819392526809,Partido Acción Nacional,Partido Acción Nacional,162
102356589506525,Sabritas Mexico,These ads ran without a disclaimer,160
149652825193541,Carlos Canturosas,Carlos Canturosas,156
103747299357893,Mario Delgado Fans,Grupo Delgado Fans,135
102769894828877,4C News,4C News,131
106763384981876,La Prensa Mx,La Prensa Mx,127
117455491307964,Al Día,Al Dia Media,118
434873736709144,Mario Ramos,Mario Ramos,118
112737811873761,Mujeres de Guinda,Mujeres de Guinda,118
1095948597209125,Grupo Financiero Banorte,Banco Mercantil del Norte,111
117676694619099,Sala Capitalina,Sala Capitalina Media,107
151599265622637,Bertha Caraveo,Bertha Caraveo,102
107287551664376,Marco Montalvo,Marco Montalvo,101
722949317785857,Chimex,These ads ran without a disclaimer,≤100
107246365703676,Hechos del Presente,Hechos del Presente,≤100
102698868512154,La Voz de Tamaulipas,La Voz de Tamaulipas,≤100
106902489068662,Acción Morenista,AM 2023,≤100
239726076054918,Partido del Trabajo México,Partido del Trabajo México,≤100
133478060111915,Cemex Impacto Social,CEMEX México,≤100
264773293005,Marko Cortés,Partido Acción Nacional,≤100
289568107808375,UVEG Universidad Virtual del Estado de Guanajuato,Ads Project Media,≤100
109030278835032,Venta Directa,Venta Directa,≤100
100353769541167,Bazar Político,Bazar Político,≤100
104436871547212,Sabrina Morales,Sabrina Morales,≤100
109500638844287,DRS Consultores,DRS Consultores,≤100
2490201471042440,Raquel Ramírez Rodríguez,Raquel Ramírez Rodríguez,≤100
1185080875001175,Siguiendo a Mon Maron,Mon Maron,≤100
101611337888338,ClusterNews Mx,ClusterNews Mx,≤100
458859544909547,DICES,DICES,≤100
101116288314135,Escárcega Noticias,Escarcega,≤100
213693228664478,Cámara de Diputados - H. Congreso de la Unión,Camara de Diputados - H. congreso de la unión,≤100
283887794959585,Secretaría de Cultura Tampico,Secretaría de Cultura Tampico,≤100
103868416083966,Cómo Vamos,Como Vamos,≤100
1986962148012473,100 por Marcelo,100 por Marcelo,≤100
171435049569865,Victor Hugo Romo de Vivar,Victor Hugo Romo de Vivar,≤100
100277064953462,Desde el bordo,Desde El Bordo,≤100
100867376619769,Xóchitl Gálvez Ruiz,Xóchitl Gálvez Ruiz,≤100
112436570506048,El Fuerte Campeche,EL FUERTE CAMPECHE,≤100
112627505161171,Paty Tere,Tu Vecino Informa,≤100
149232789409,IECH - Centro de Fertilidad,IECH,≤100
107702925471783,El Observador del Norte,El Observador del Norte,≤100
101566016143174,Al momento San Fernando,Al momento San Fernando,≤100
1498693740257991,Respira México,Revista Poder,≤100
235606900176440,Macronews,Macronews,≤100
108691922194941,Convocatorias 2023B,Convocatorias 2023,≤100
102215622696643,Visión Informativa del Norte,Visión Informativa del Norte,≤100
117289934657835,La Noticia de Hoy,La Noticia de Hoy,≤100
116204501388935,Informativo Nacional,Informativo Nacional,≤100
116437828394342,Phiten Mexico,Phiten Mexico,≤100
1415863341806268,DMC - Music Center,CENTRO DE ENCUENTRO ARTÍSTICO DMC A.C.,≤100
117299594600726,La Última Hora.,La Última Hora.,≤100
119588441128670,Ferdando Lanota,Efecto Regio,≤100
1452189031676518,Hyundai México,HYUNDAI MEXICO,≤100
503029186533760,Osoigo México,Osoigo México,≤100
92465443899,Reporte Índigo,Capital Media,≤100
540795076057624,Enfoco.mx,Enfoco.mx,≤100
100256466421035,Mujeres con Mon Maron,Mujeres con Mon Maron,≤100
421877377878288,Municipio de Querétaro,Municipio de Querétaro,≤100
354326078079338,Campaigns and Elections Mexico,Campaigns & Elections México,≤100
104680124489636,Demoscopia Digital,Demoscopia Digital,≤100
242650699230146,México va con Marcelo,México va con Marcelo,≤100
48966795116,Amnistía Internacional México,Amnistía Internacional México,≤100
245495562137150,Mitofsky,Roy Campos,≤100
169702397046975,Gaby Regalado,Gaby Regalado,≤100
110973360773894,Daniel Lanz,Daniel Lanz,≤100
226699804054458,Juan Carlos Barragán Vélez,Juan Carlos Barragán Vélez,≤100
107727682047392,XunMexicodeverdad,XunMexicodeverdad,≤100
112275727929478,Don Politicón,Don Politicon,≤100
905324146270805,Carlos Quintana,Tropa Marketing,≤100
803041666459797,Enrique de la Madrid,Enrique de la Madrid,≤100
104966359233203,Mundo Informativo,Mundo Informativo,≤100
100242005506001,Medestetic México,Medestetic México,≤100
338973080003489,DIF Ciudad Madero,DIF Ciudad Madero,≤100
103146715098739,Jaime Acevedo,INGENIO,≤100
101128435630238,Química y Formulación,Química y Formulación,≤100
117021274685366,Futuro FEM,FEM MEDIA,≤100
1434790790107565,Expo Pyme Monterrey Caintra,These ads ran without a disclaimer,≤100
122180244121642,Regidor Erasmo Reyes,Regidor Erasmo Reyes,≤100
574111312714474,Javier Lamarque,Javier Lamarque,≤100
116233558420020,Walmart México,These ads ran without a disclaimer,≤100
105173229158985,Entérate México.,Entérate México.,≤100
147751821930575,Salud Digital Fundación Carlos Slim,Fundación Carlos Slim,≤100
189832718482833,Marcos Barajas Yescas,Marcos Barajas Yescas,≤100
1601849370075324,En Tamaulipas,En Tamaulipas,≤100
100619665161104,El Pulso de Tamaulipas,El Pulso de Tamaulipas,≤100
407868429421487,Juan Manuel Hernández Niebla,Juan Manuel Hernández Niebla,≤100
100479299537613,Regios al Cuadrado,Regios al Cuadrado,≤100
124631600949535,Yo Influyo,Yo Influyo,≤100
118921468203786,Movimiento Ciudadano,Movimiento Ciudadano,≤100
190085328448680,Colectivo Informativo,Tresa Publicidad,≤100
409800789114458,Antonio Pelón Cervera,Antonio Pelón Cervera,≤100
351692528718078,GobernArte,GobernArte,≤100
139767742461,Manuel Velasco Coello,Manuel Velasco Coello,≤100
106681135502068,Ismael Carvallo,Ismael Carvallo,≤100
122404620204,Oxfam México,OXFAM MEXICO AC,≤100
123382667413696,Estudios de Opinión Pública by Demoscopia Digital,Estudios de Opinión Pública by Demoscopia Digital,≤100
361036630742937,La Política Online MX,La Política Online MX,≤100
107738917712607,ALA,@alertalibertadaccion,≤100
107509487815279,Dedogmasyrenuncias,DE DOGMAS Y RENUNCIAS,≤100
221633777928289,Simón León,These ads ran without a disclaimer,≤100
2818718441534332,Es de política mexicana,Es de Política Mexicana,≤100
103318515925385,Informe Regio,informe Regio,≤100
114024430364416,YoXmx,YoXmx,≤100
101212808784634,República 21,República 21,≤100
478319186269282,Despidos Injustificados,Despidos Injustificados,≤100
104248499384072,La Memeria Yucateca,La memeria yucateca,≤100
430962960346013,Cielito Blu / Herbolaria y cosmética natural,These ads ran without a disclaimer,≤100
1473004362981239,Informe Confidencial,Informe Confidencial,≤100
953657811446042,Conciencia Nacional por la Libertad Religiosa,Fundación en Promoción de la Familia y la Libertad AC,≤100
277380886249639,ExxonMobil México,"ExxonMobil México, S. A. de C. V.",≤100
2307195646200863,Sin discriminación,Sin discriminación,≤100
1415691342026378,Fundación Carlos Slim,Fundación Carlos Slim,≤100
364602665328,El Colegio de México - Colmex,"El Colegio de México, A.C.",≤100
171494803269262,Noticias México,euthenics,≤100
280499759247656,Revista Poder,Revista Poder,≤100
114889085297701,Ricardo Anaya Cortés,RICARDO ANAYA CORTES,≤100
2330030160374237,Balance 24,Balance 24,≤100
122154061801959,Colectivo Mujeres Cabeza de Familia,Colectivo Mujeres Cabeza de Familia,≤100
359279754116464,Carolina Viggiano,Carolina Viggiano,≤100
164183347562623,Denuncia México,euthenics,≤100
101121142827861,Periodistas Anónimos,Periodistas Anónimos,≤100
109624827829187,"Préstamos para jubilados, pensionados y activos",These ads ran without a disclaimer,≤100
1237469239731188,Mexico Times,Mexico Times,≤100
509821702820171,24 Horas Quintana Roo,24 Horas Quintana Roo,≤100
105365702386289,Que plan en MTY,Que Plan en MTY,≤100
102571299059219,Centro de Desarrollo y Actualización de Competencias,Centro de Desarrollo y Actualización de Competencias,≤100
111462451849329,Chetumal TV,Chetumal TV,≤100
103330742206848,Hamlet Almaguer,Hamlet Almaguer,≤100
154652694604556,Ricardo Gallardo Cardona,Ricardo Gallardo Cardona,≤100
1518145195110134,Daniel Gutiérrez Gutiérrez,Daniel Gutiérrez Gutiérrez,≤100
924215500923867,Lucy Meza,Lucy Meza,≤100
108285588456412,Instituto Dasein Meraki,Instituto Dasein Meraki,≤100
104708712690572,"Préstamos para jubilados, pensionados y trabajadores directos del IMSS",These ads ran without a disclaimer,≤100
108738895343989,Capacitaciones en Línea de México,These ads ran without a disclaimer,≤100
1874397736161441,Manuel Gálvez,Manuel Gálvez,≤100
108460405435270,Enbroncados,Enbroncados,≤100
140073896059152,Alejandro Armenta,Alejandro Armenta,≤100
112260695120606,TrendTrackers,These ads ran without a disclaimer,≤100
105533795460071,Norte Monrealista,Norte Monrealista,≤100
102931335827610,Fans de Jorge Romero - Georgemanía,Georgemanía,≤100
105880127492594,David Saucedo,David Saucedo,≤100
1013139202203880,Polilogy,Polilogy,≤100
138350596230547,GIRE - Grupo de Información en Reproducción Elegida,Menu Agency,≤100
104149335057004,Prensa Cancún,Prensa Cancún,≤100
177319665650476,ClikiSalud - Fundación Carlos Slim,Fundación Carlos Slim,≤100
392117881331459,José Flores,José Flores,≤100
473280473089704,Aurelia Leal López,Aurelia Leal López,≤100
108083330882827,Iniciativa Climática de México,Iniciativa Climática de México,≤100
235994093744848,Contra Réplica,EDICIONES SAN FRANCISCO S.A. DE C.V.,≤100
349281388432947,Chihuahua Noticias,Chihuahua Noticias,≤100
101295992671758,Libertarismo México,México Libertario,≤100
110280934495656,Código Nuevo León,Código Nuevo León,≤100
104115529416063,"Préstamos para Jubilados, Pensionados y Trabajadores Activos",These ads ran without a disclaimer,≤100
114329291495179,SUMA Construyendo Sociedad,SUMA Construyendo Sociedad,≤100
192507774257431,Omar Borboa,Omar Borboa,≤100
475040405910613,Lenin Perez Rivera,Lenin Perez Rivera,≤100
106322671165769,Nación Morena,MX Noticias,≤100
707874865918912,ADN Alternativa Democrática Nacional,ADN Alternativa Democrática Nacional,≤100
265938437673601,Yo Soy Mi Planeta,Yo Soy Mi Planeta,≤100
196493763808241,CEEY,CENTRO DE ESTUDIOS ESPINOSA YGLESIAS,≤100
100982705132785,Centro Federal de Conciliación y Registro Laboral,Partners of the Americas,≤100
105278152331161,Becas y Convocatorias,Becas y Convocatorias,≤100
519051388241845,Fundación FEMSA,Fundación FEMSA,≤100
110432545095793,Aprendiendo En Línea MX,These ads ran without a disclaimer,≤100
651415091544662,Cancún Channel,Cancún Channel,≤100
107488000965325,MX,MX NOTICIAS,≤100
196705420663884,Código Magenta,Código Magenta,≤100
105848177845789,All Out en español,All Out,≤100
100423322323235,"Morelos, territorio Morena","Morelos, territorio Morena",≤100
710439142491735,Aldo Ruiz,Tintorama Digital,≤100
536886746673043,Jóvenes MX,Jóvenes MX,≤100
463489204042534,Secretaría de Obras Públicas y Movilidad de Uruapan,Secretaría de Obras Públicas y Movilidad,≤100
2224502900946392,Diplomados UNAM- Congreso.,Diplomados UNAM- Congreso.,≤100
452542468125936,Cuarto Poder Multimedia,Cuarto Poder Multimedia,≤100
548413478648882,Ismael Burgueño,Ismael Burgueño,≤100
582650362076920,César Ulloa G.,César Ulloa G.,≤100
1087794331355975,Raúl Cantú,Raúl Cantú,≤100
592495347619799,Mi familia es primero,Mi familia es primero,≤100
103421932580666,talapariente,These ads ran without a disclaimer,≤100
1583631301915573,Liborio Vidal,Liborio Vidal Aguilar,≤100
181288812503440,MDE México,MDE México,≤100
1523140624565532,Luis Susarrey,Luis Alberto Susarrey Flores,≤100
1394199960834828,Miguel Monraz,Miguel Monraz,≤100
251441461671918,Igualdad Animal México,Respeto e Igualdad Animal A.C.,≤100
225774331107918,Jonathann Estrada,Jonathann Estrada,≤100
104570837902035,Paco Santos,STREAMING AND NETWORK VISION MEXICO,≤100
111980355074733,Adriana Grajales Gómez,Adriana Grajales Gómez,≤100
1862694870637618,Radio SME,Radio SME,≤100
103447518678068,Juan Pablo Celis,4TMichoacán,≤100
100289095166666,Capacitación Online,These ads ran without a disclaimer,≤100
567633750007609,Geovanna Bañuelos,Geovanna Bañuelos,≤100
100817295667787,Sergio Tamai Regidor,Sergio Tamai Regidor,≤100
102919222481735,Servicio tramites mx,These ads ran without a disclaimer,≤100
101896949369261,Justicia Regia,Justicia Regia,≤100
101223799288234,Tonatiuh Zárate,Tonatiuh Zárate,≤100
251754506715272,Informado.Mx,Informado.Mx,≤100
2044319415808059,Gaby Montoya,Gaby Montoya,≤100
365062723639932,The Humane League Latinoamérica,The Humane League Latinoamérica,≤100
104402255089316,Vigilante,Dreams Engine S.A de C.V.,≤100
100332908733199,Fundación Traxión,Fundación Traxión,≤100
