Page ID,Page name,Disclaimer,Amount spent (NOK)
141589002521022,Oslo Høyre,Oslo Høyre,5521
111345183340,Fagforbundet,Fagforbundet,2683
124770374240753,Oslo FrP,Oslo FrP,2286
171619972854769,Oslo Arbeiderparti,Oslo Arbeiderparti,2025
234659001772,Arbeiderpartiet,Arbeiderpartiet,1876
14095969045,Fremskrittspartiet,Fremskrittspartiet,1631
203067569732001,Fellesforbundet,Fellesforbundet,823
20468812735,LO,LO,725
135843375926,UNICEF Norge,UNICEF Norge,661
173437119340296,Akershus Arbeiderparti,Akershus Arbeiderparti,618
126448980866214,Klassekampen,Klassekampen,493
322525743444,Get Inspired,These ads ran without a disclaimer,441
157929987567626,Oslo MDG,OSLO MILJØPARTIET DE GRØNNE,430
44960467949,Greenpeace Norge,Föreningen Greenpeace Norden,415
267093316643456,Oslo Venstre,Oslo Venstre,396
200983583270624,NHO Service og Handel,NHO Service og Handel,392
46818767155,Miljøpartiet De Grønne - MDG,Miljøpartiet De Grønne,354
371106536283235,DAG OG TID,Dag og Tid AS,302
227688410297,Radio Latin-Amerika,Radio Latin-Amerika,290
711789545902081,Marit Vea,Oslo Venstre,289
113275862050709,Næringslivets Hovedorganisasjon,Næringslivets Hovedorganisasjon,274
275389322558295,LOs sommerpatrulje,LO,252
10953652930,Høyre,Høyre,247
21603349508,NOAH - for dyrs rettigheter,NOAH - for dyrs rettigheter,227
329095637110085,FRANTZ AS,Frantz as,219
57542291449,FFO - Funksjonshemmedes fellesorganisasjon,Funksjonshemmedes Fellesorganisasjon (FFO),219
351810391628079,Hallstein Bjercke,Oslo Venstre,199
159384853140,Oslo Unge Høyre,Oslo Unge Høyre,190
132368899297,Framtiden i våre hender,Framtiden i våre hender,176
176175415825122,apotek.no,Apotekforeningen,162
33483001033,SV - Sosialistisk Venstreparti,SV - Sosialistisk Venstreparti,158
11526489541,Senterpartiet,Senterpartiet,149
623596214494727,Anima - Stopp dyremishandling,Anima - stopp dyremishandling,106
108203984145752,Kruse Larsen,Kruse Larsen,≤100
157475710986651,Kvinnegruppa Ottar,Kvinnegruppa Ottar landsstyret,≤100
10254410675,Venstre,Venstre,≤100
105706168752816,NHO Geneo,NHO Geneo,≤100
189429677833005,Lørenskog SV,Lørenskog Sosialistisk Venstreparti,≤100
58473863651,Amnesty International Norway,Amnesty International Norge,≤100
198660866818662,Afghanistankomiteen - NAC,Afghanistankomiteen,≤100
189828081044593,MS-forbundet i Norge,Ms-forbundet,≤100
2398568533531114,Velferdsmiks,NHO Geneo,≤100
380405316155402,Stopp alzheimer og demens,Nasjonalforeningen for folkehelsen,≤100
1583324988565868,Stortinget,Stortinget,≤100
136206693091663,Norges Fiskarlag,Norges Fiskarlag,≤100
200168040392101,Hustadvika kommune,These ads ran without a disclaimer,≤100
129515713837852,Corporate Communications,Corporate Communications,≤100
609322219124074,Bærum MDG,Bærum Miljøpartiet de Grønne,≤100
119797291429215,RIO - en landsdekkende brukerorganisasjon på rusfeltet,RIO - en landsdekkende brukerorganisasjon på rusfeltet,≤100
278615972984573,Tverga,Tverga,≤100
198148715581,Vestfold og Telemark FrP,Vestfold og Telemark FrP,≤100
133640403364515,Næringsforeningen Haugalandet,Næringsforeningen Haugalandet,≤100
182454165137980,TRY,TRY,≤100
101877112854513,,Østfold SV,≤100
120374971332864,Kagge Forlag,Kagge Forlag,≤100
189196954458836,Klar Tale,Stiftelsen Klar Tale,≤100
398467843499743,Rogaland Senterparti,Rogaland Senterparti,≤100
116313645108382,IFE - Institutt for energiteknikk,IFE - Institutt for energiteknikk,≤100
196060713751352,LO Trøndelag,LO,≤100
426489054185232,Kristiansand Arbeiderparti,Kristiansand Arbeiderparti,≤100
157803497575876,NHO Reiseliv,NHO Reiseliv,≤100
126008427465390,Hamarregionen Utvikling,HAMARREGIONEN REISELIV OG UTVIKLING,≤100
60540214886,Lederne,These ads ran without a disclaimer,≤100
139630365693,Drammen FrP,Drammen Fremskrittsparti,≤100
126448980866214,Klassekampen,Klassekampen AS,≤100
463509943692556,Nordre Follo SV,Nordre Follo SV,≤100
120446271352301,Nord universitet,These ads ran without a disclaimer,≤100
550751965021284,Success Resources,These ads ran without a disclaimer,≤100
119878348024795,ULOBA,Uloba - Independent Living Norge,≤100
128566103830426,Civita,Civita AS,≤100
10150100790365316,Samlerhuset,These ads ran without a disclaimer,≤100
246264862053914,Lørenskog Arbeiderparti,Lørenskog Arbeiderparti,≤100
119062344777724,Bjerke FrP,Bjerke FrP,≤100
189196954458836,Klar Tale,STIFTELSEN KLAR TALE,≤100
227287787462229,Skien Arbeiderparti,These ads ran without a disclaimer,≤100
129172787092846,Norsk Kennel Klub (NKK),Norsk Kennel Klub,≤100
230808690265272,Drammen SV,Drammen SV,≤100
267353906619818,Mr. Gugu & Miss Go,These ads ran without a disclaimer,≤100
864113667002714,Nittedal Arbeiderparti,Nittedal Arbeiderparti,≤100
117726821605303,PBL,PBL,≤100
106716332332281,Njål Vigleik Grene-Johnsen,Njål Vigleik Grene-Johnsen,≤100
102040431616976,Beaufort Solutions,Beaufort Solutions,≤100
