Page ID,Page name,Disclaimer,Amount spent (KES)
149686932284314,Wisley Rotich,Wisley Kipyegon Rotich,≤100
1692208237695305,Button Badges,George Kingori Warui,≤100
780365355477607,Kenya Muslim Youth Alliance,Kenya Muslim Youth Alliance,≤100
382377315238468,"Educational Research Center, Inc.",These ads ran without a disclaimer,≤100
101414459084910,Stephen Munania,Stephen Munania,≤100
100321965888531,Mrembo na Kazi,Samuel Mwangi,≤100
110887828116844,Private citizen,These ads ran without a disclaimer,≤100
509725492464019,Hon Simon Ng'ang'a King'ara - SK,Simon Nganga Kingara,≤100
107725671976672,Willis Evans Otieno,Willis Evans Otieno K'Ochieng,≤100
216311481960,Bill Gates,These ads ran without a disclaimer,≤100
