Page ID,Page name,Disclaimer,Amount spent (PLN)
331112537305950,Bydgoskie Konsultacje,Bydgoskie Konsultacje,110
256314858405394,Paweł Olszewski,Paweł Olszewski,102
164968446888637,Ministerstwo Sprawiedliwości,Ministerstwo Sprawiedliwości,≤100
102931488739,Platforma Obywatelska,Platforma Obywatelska,≤100
145329992215815,Piotr Król,Piotr Król,≤100
111465470197991,Mateusz Morawiecki,Mateusz Morawiecki,≤100
57544755889,Amnesty International Polska,Amnesty International Polska,≤100
469702339755768,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,≤100
603295086483883,Łukasz Schreiber - Poseł na Sejm RP,Łukasz Schreiber - Poseł na Sejm RP,≤100
63563473556,Gazeta Wyborcza,Gazeta Wyborcza,≤100
1436380093288077,Park Dzieje,Stowarzyszenie Dzieje,≤100
144808095552639,ING Polska,ING Polska,≤100
1227194230675141,Pratia,Pratia SA,≤100
178362315106,European Parliament,European Parliament,≤100
339855706171439,Dobra Fabryka,Dobra Fabryka,≤100
107750507339408,Bart Staszewski,Fundacja Basta,≤100
992640654249666,Krzysztof Kukucki,Krzysztof Kukucki,≤100
102811109411234,Do:łącz,Dołącz,≤100
228168274881,wysokieobcasy,wysokieobcasy,≤100
178415208919146,Suwerenna Polska,Solidarna Polska,≤100
1884681241647994,Anna Gembicka,Biuro Poselskie Posła Na Sejm RP Anny Gembickiej,≤100
113388538423053,Dochody dla Polaków,These ads ran without a disclaimer,≤100
154596731319540,Arkadiusz Myrcha,Arkadiusz Myrcha,≤100
50063176484,TVN24,TVN,≤100
267353906619818,Mr. Gugu & Miss Go,These ads ran without a disclaimer,≤100
108301418501661,Odszkodowania Za Represje 1944-1989,Odszkodowania Za Represje 1944-1989,≤100
1581518611867021,Zbigniew Ziobro,Zbigniew Ziobro,≤100
328956034420247,Marcin Pawlicki - Radny Miasta Szczecin,Marcin Pawlicki - Radny Miasta Szczecin,≤100
123910440019,Renew Europe,Renew Europe Group,≤100
257593184447834,Władysław Kosiniak-Kamysz,Władysław Kosiniak-Kamysz,≤100
959387840744974,Bezpartyjni Samorządowcy,Bezpartyjni Samorządowcy,≤100
102577288350341,Super Biznes,se.pl,≤100
109269485083516,Krzysztof Szczucki,Krzysztof Szczucki,≤100
1937461523203000,Fundacja Promocji Pojazdów Elektrycznych FPPE,Fundacja Promocji Pojazdów Elektrycznych,≤100
177473808919,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe,≤100
1869296029982392,Fundacja Moniki Pyrek,These ads ran without a disclaimer,≤100
204519512935115,Tadeusz Zwiefka,Tadeusz Zwiefka,≤100
157458232131,Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,≤100
276860619087002,Sylwester Tułajew,Sylwester Tułajew,≤100
95661128574,Radio ESKA,Radio ESKA,≤100
1683534065241470,OKO.press,OKO.press,≤100
297486841148102,Ius Memoriae - Prawo Pamięci,Ius Memoriae,≤100
180185019111,Tygodnik Powszechny,Tygodnik Powszechny,≤100
520444618035778,Grupa EPL w Parlamencie Europejskim,EPP Group in the European Parliament,≤100
312204349288060,Mariusz Gosek,Mariusz Gosek,≤100
173086948664,Infor.pl,Infor.pl,≤100
662892093824152,Fundacja Małych Stópek,Fundacja Małych Stópek,≤100
693856324066136,Radosław Kempinski - Wicewojewoda Kujawsko-Pomorski,Radosław Kempinski - Wicewojewoda Kujawsko-Pomorski,≤100
137358556439286,Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych,Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych,≤100
312816688890250,Dariusz Matecki,Dariusz Matecki Radny Miasta Szczecin,≤100
182038191908977,Ministerstwo Cyfryzacji,Kancelaria Prezesa Rady Ministrów,≤100
100569026183717,W Obronie Zdrowia,W Obronie Zdrowia,≤100
198196133533089,Polska Misja Medyczna / Polish Medical Mission,Polska Misja Medyczna / Polish Medical Mission,≤100
105039892358886,FURPO - Świadczenie Pielęgnacyjne,FURPO GROUP SP. Z O.O.,≤100
2320275388297228,Marcin Romanowski,Marcin Romanowski,≤100
100528444310,Uniwersytet Mikołaja Kopernika w Toruniu,Uniwersytet Mikołaja Kopernika w Toruniu,≤100
194585893914848,Fundacja Rozwoju Demokracji Lokalnej,Fundacja Rozwoju Demokracji Lokalnej,≤100
107192867289501,Zbigniew Sosnowski - Wicemarszałek Województwa Kujawsko-Pomorskiego,Zbigniew Sosnowski - Wicemarszałek Województwa Kujawsko-Pomorskiego,≤100
362731483842344,Agro Trust - Skup i  #𝐖𝐢𝐚𝐝𝐨𝐦𝐨ś𝐜𝐢𝐙𝐛𝐨ż𝐨𝐰𝐞,These ads ran without a disclaimer,≤100
104061062331637,Pałac Saski,Pałac Saski Sp. z o.o.,≤100
514735281965536,Demagog,Stowarzyszenie Demagog,≤100
108567461681538,"Polska Katolicka, nie laicka",Fundacja Instytut Edukacji Społecznej i Religijnej im. Ks. Piotra Skargi,≤100
2152832788271473,Agnieszka Kurzawa - Radna Miasta Szczecin,Agnieszka Kurzawa - Radna Miasta Szczecin,≤100
276474826293767,Olivia Garden,Olivia Garden,≤100
111123892282533,Wydawnictwo Insignis,Wydawnictwo Insignis,≤100
181020632309,Wydawnictwo Znak,Wydawnictwo Znak,≤100
