Page ID,Page name,Disclaimer,Amount spent (LBP)
1428873024044736,المدن - almodon,المدن - almodon‎,118955
137195823051820,Maharat Foundation,Maharat Foundation,31194
323356544336,KAFA (enough) Violence & Exploitation,KAFA (enough) Violence & Exploitation,29851
110470091436602,Ici Beyrouth,Ici beyrouth,17015
106197498149118,لبنان الكبير,Grand Lebanon,14925
212513695502997,Annahar Newspaper | جريدة النهار,Annahar Newspaper | جريدة النهار,11791
107800617419717,MYKA Foundation,Elie M. ElHelou,10597
1918990294985442,Megaphone - ميغافون,Megaphone - ميغافون,9254
128417954019381,Al-Moltaka,Melhem Boustany,5075
109112633772887,180post,180Post,3284
100316503058124,Immigration & asylum consultations استشاري لجوء وهجرة,These ads ran without a disclaimer,≤100
104154192025759,Roland Mokheiber - رولان مخيبر,رولان مخيبر,≤100
488000654896540,Kulluna Irada - كلنا إرادة,Kulluna Irada,≤100
110061328654858,Judge Mohamad Saab,Judge Mohamad Saab,≤100
107698404702208,Alkalima,Alkalima Onlime,≤100
196194167587196,Mada - مدى,Mada - مدى,≤100
146822255731958,Fast Travel Games,These ads ran without a disclaimer,≤100
322181790311,Lebanese Forces News,Lebanese Information Technology Services s.a.r.l,≤100
149013021820628,Adyan Foundation - مؤسّسة أديان,Adyan Foundation - مؤسّسة أديان,≤100
102023711572671,أساس ميديا -  Asas Media,These ads ran without a disclaimer,≤100
107847177821253,NOW الشرق,These ads ran without a disclaimer,≤100
1904241623145929,Democracy Reporting International Lebanon,Sharks Creators,≤100
129660230432028,Dr. Toufic Hindi,Toufic Hindi,≤100
1744356319118477,هنا لبنان,هنا لبنان,≤100
