Page ID,Page name,Disclaimer,Amount spent (PLN)
111778487054045,TOGETAIR,Kamil Magot,1136
102811109411234,Do:łącz,Dołącz,452
63563473556,Gazeta Wyborcza,Gazeta Wyborcza,413
1683534065241470,OKO.press,OKO.press,364
113143203693,Santander Bank Polska,Santander Bank Polska,342
749393698434460,Jarosław Krajewski,Jarosław Krajewski,312
196334343778888,Polskie Centrum Pomocy Międzynarodowej (PCPM),PCPM with Facebook ad credits,194
434225653303734,Fundusze Europejskie dla Mazowsza,Maria Wyszyńska,153
271502918243,Polski Czerwony Krzyż (PCK),These ads ran without a disclaimer,131
102931488739,Platforma Obywatelska,Platforma Obywatelska,122
165245993503617,Mercedes-Benz Polska,These ads ran without a disclaimer,122
513969188677442,Compassion Polska,Compassion Polska,112
174123027189,Instytut Spraw Publicznych,Fundacja Instytut Spraw Publicznych,109
147547541961576,Council of the European Union,Council of the European Union,108
105636040979969,Polska 2050,Polska 2050 Szymona Hołowni,107
1593828134172917,Open Eyes Economy,Open Eyes Economy,105
142614625077,WWF Polska,WWF Polska,103
228168274881,wysokieobcasy,wysokieobcasy,≤100
74863922834,Krytyka Polityczna,Krytyka Polityczna,≤100
457690554629140,Narodowy Instytut Architektury i Urbanistyki,Narodowy Instytut Architektury i Urbanistyki,≤100
131511477684330,Znak Horyzont,Społeczny Instytut Wydawniczy Znak sp. z o.o.,≤100
543228812481111,Donald Tusk,Platforma Obywatelska RP,≤100
182038191908977,Cyfryzacja KPRM,Kancelaria Prezesa Rady Ministrów,≤100
406758116099067,Fundacja Kasisi,Fundacja Kasisi,≤100
130752780291804,Fundacja Geremka,"Fundacja ""Centrum im. prof. Bronisława Geremka""",≤100
344620515579640,Fundacja Równość.org.pl,Fundacja Równość.org.pl,≤100
292640324174614,Hellozdrowie.pl,Redakcja Hello Zdrowie,≤100
108301418501661,Odszkodowania Za Represje 1944-1989,Łukasz Świątek,≤100
198196133533089,Polska Misja Medyczna / Polish Medical Mission,Polska Misja Medyczna / Polish Medical Mission,≤100
469702339755768,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,Iam4u.pl,≤100
57544755889,Amnesty International Polska,Amnesty International Polska,≤100
1227194230675141,Pratia,Pratia SA,≤100
111275624780972,Erase Indifference,Erase Indifference,≤100
514245432058229,Piotr Kandyba - Radny Sejmiku Województwa Mazowieckiego,Piotr Kandyba - Radny Sejmiku Województwa Mazowieckiego,≤100
395533923834784,PSL Mazowsze,Zarząd Wojewódzki Polskiego Stronnictwa Ludowego Województwa Mazowieckiego,≤100
178362315106,European Parliament,European Parliament,≤100
1431517563752198,Bieg SGH,Samorząd SGH,≤100
286672948180163,Tomasz Trela,Poseł Tomasz Trela,≤100
353030510177,Centrum Nauki Kopernik,Centrum Nauki Kopernik,≤100
163488137165461,E.ON Polska,E.ON Polska,≤100
1490825114573569,Anna Ewa Cicholska,Anna Cicholska,≤100
393084100793680,Wiedza i Praktyka,Wiedza i Praktyka,≤100
136884656519145,IOM Poland,International Organization for Migration,≤100
229797220398331,Kampania Przeciw Homofobii,Kampania Przeciw Homofobii with Facebook ad credits,≤100
715709571810339,Milanówek Miasto dla Mieszkańców,Milanówek - Miasto dla Mieszkańców,≤100
144808095552639,ING Polska,ING Polska,≤100
292514454554454,Cartrack Polska,Cartrack Polska,≤100
391098174296294,Super Express,se.pl,≤100
311766890555,Fundacja Batorego,Fundacja Batorego,≤100
180185019111,Tygodnik Powszechny,Tygodnik Powszechny,≤100
142361819657439,Narodowy Fundusz Ochrony Środowiska i Gospodarki Wodnej,Narodowy Fundusz Ochrony Środowiska i Gospodarki Wodnej,≤100
662892093824152,Fundacja Małych Stópek,Fundacja Małych Stópek,≤100
50063176484,TVN24,TVN,≤100
1436380093288077,Park Dzieje,Stowarzyszenie Dzieje,≤100
557305027641691,Prof. Ryszard Legutko,European Parliament ECR Group,≤100
714003515334353,NOWA STACJA,Nowa Stacja Pruszków,≤100
514735281965536,Demagog,Stowarzyszenie Demagog,≤100
173086948664,Infor.pl,Infor.pl,≤100
76134197129,Radio TOK FM,Kinga Warwas,≤100
10150116077700370,Fundacja Rodzić po Ludzku,Fundacja Rodzić po Ludzku,≤100
475584852475176,Pozytron,Bartłomiej Jan Ginter,≤100
409448322773622,Leszek Miller,Leszek Miller,≤100
487587700423,Miasto Gdańsk,Miasto Gdańsk,≤100
378777385998461,Grupa MTP,Grupa MTP,≤100
1381575975475340,EduAkcja - szkolenia dla nauczycieli,EduAkcja sp. z o.o.,≤100
102838159114607,TuPlaneta,Moja Turkusowa Planeta,≤100
251031675591474,Dorota Zmarzlak - wójt gminy Izabelin,Dorota Zmarzlak,≤100
520444618035778,Grupa EPL w Parlamencie Europejskim,EPP Group in the European Parliament,≤100
107898832590939,European Commission,European Commission,≤100
255100403945,Polityka,Polityka,≤100
112123064602862,Szczeliny,Wydawnictwo Otwarte sp. z o.o.,≤100
113267398356583,Komitet Inicjatywy Ustawodawczej „STOP zakazowi pracy”,Polskie Stowarzyszenie Obrońców Życia Człowieka,≤100
405824882955092,Mazowieckie,Urząd Marszałkowski Województwa Mazowieckiego w Warszawie,≤100
125185964281959,Centrum Edukacji Obywatelskiej (CEO),Centrum Edukacji Obywatelskiej (CEO),≤100
157458232131,Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,≤100
125647537499386,Annja Matuszewska Fashion Illustration,Annja Matuszewska Fashion Illustration,≤100
137358556439286,Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych,Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych,≤100
176619537364977,Grodno S.A.,Grodno S.A.,≤100
107764004495949,Katarzyna Górska-Manczenko,Katarzyna Górska-Manczenko,≤100
1861472084081423,Inna Perspektywa Rzeczywistości - Blog Radosława Kordowskiego,Radosław Kordowski,≤100
1715196158626102,Operacja Czysta Rzeka,Operacjarzeka,≤100
447190942074880,Polskie Stowarzyszenie Obrońców Życia Człowieka,Polskie Stowarzyszenie Obrońców Życia Człowieka,≤100
71543004041,Fundacja Dajemy Dzieciom Siłę,Greta Repeć,≤100
140754135942752,Fundacja Court Watch Polska,Fundacja Court Watch Polska,≤100
388396651745077,Jestem z Pruszkowa,Konstanty Chodkowski,≤100
140982409255721,Miłość nie wyklucza,Miłość nie wyklucza,≤100
187613920648,Mazowiecka Wspólnota Samorządowa,Mazowiecka Wspólnota Samorządowa,≤100
102466034698538,Ośrodek Monitorowania Chrystianofobii Fidei Defensor,Biuro Fidei Defensor,≤100
698495676960463,Błażej Poboży,Błażej Poboży,≤100
436111276479085,Sieć Obywatelska - Watchdog Polska,Sieć Obywatelska - Watchdog Polska,≤100
181020632309,Wydawnictwo Znak,Wydawnictwo Znak,≤100
505864632777215,Tygodnik Lisickiego,Orle Pióro sp. z o.o.,≤100
109322024122568,Dagmara Adamiak,Dagmara Adamiak,≤100
621959344553367,DNA Rynków - merytorycznie o giełdach i gospodarkach,DNA Rynków,≤100
314299585704,PAT&RUB,Ecoidea Sp z oo Sp.k.,≤100
377734895631299,Polsko-Ukraińska Izba Gospodarcza,Polsko-Ukraińska Izba Gospodarcza,≤100
340765409708087,Ryszard Madziar,Ryszard Madziar,≤100
2320275388297228,Marcin Romanowski,Marcin Romanowski,≤100
154790604804,Fundacja Czarna Owca Pana Kota,Czarna Owca Pana Kota,≤100
105039892358886,FURPO - Świadczenie Pielęgnacyjne,FURPO GROUP SP. Z O.O.,≤100
210237365703412,Akademia Handlowa Nauk Stosowanych w Radomiu,These ads ran without a disclaimer,≤100
283996612400,Fundacja Nasza Ziemia,Fundacja Nasza Ziemia,≤100
173184660508,Centrum Myśli Jana Pawła II,Centrum Myśli Jana Pawła II,≤100
173127989375885,Ośrodek KARTA,Fundacja Ośrodka KARTA,≤100
101876361512444,Krajowy Projekt Energetyczny - odnawialne źródła energii dla każdego,These ads ran without a disclaimer,≤100
203627442993022,Portal Oświatowy,Wiedza i Praktyka,≤100
339855706171439,Dobra Fabryka,Dobra Fabryka,≤100
670023003353672,Patryk Luboiński Radny,Patryk Jan Luboiński,≤100
194585893914848,Fundacja Rozwoju Demokracji Lokalnej,Cezary Trutkowski,≤100
28312410177,World Food Programme,These ads ran without a disclaimer,≤100
199401584696,Konfederacja Lewiatan,Konfederacja Lewiatan,≤100
108808965184179,Narodowy Instytut Konserwacji Zabytków,Narodowy Instytut Konserwacji Zabytków,≤100
106552182752379,Fortum Polska,Fortum Power and Heat Polska Sp. z o.o.,≤100
1496359750659795,Michał Wójcik,Michał Wójcik,≤100
832320483579139,Vestra,Vestra,≤100
116580465063718,Marcin Meller,Grupa Wydawnicza Foksal,≤100
320289978035326,Poradnik Zdrowie,Poradnik Zdrowie,≤100
1425264934431305,Polski Instytut Księgowości,Polski Instytut Księgowości,≤100
