Page ID,Page name,Disclaimer,Amount spent (ZAR)
1482645265280695,amandla.mobi,amandla.mobi,≤100
136956534616,Times LIVE,TimesLIVE,≤100
105758608971668,Free Speech Union South Africa,Free Speech Union South Africa,≤100
1271402709601865,HEALA,HEALA,≤100
165736836881428,GroundUp,GroundUp News NPC,≤100
478479492268974,Sunday Times ZA,Sunday Times,≤100
106172744063430,The Daily Friend,The Daily Friend,≤100
101969712835149,The Mork Rock Show,These ads ran without a disclaimer,≤100
181204251979581,NEASA,National Employers' Association of South Africa,≤100
794336640617861,Cyril Ramaphosa Foundation,Cyril Ramaphosa Foundation,≤100
434577883273454,Sihle Zikalala,Sihle Zikalala,≤100
110901495091012,Crtve Development,Crtve Development with Facebook Ad credits,≤100
