Page ID,Page name,Disclaimer,Amount spent (BOB)
964080723662055,Carlos Subirana Responde,Editorial CSS,≤100
856012741442139,Ipas LAC,NEUMA,≤100
162964977170060,Solidar Suiza Bolivia - Doctora Edilicia,Doctora Edilicia,≤100
580038358771795,Horacio Poppe,Horacio Poppe Inch,≤100
104257317751894,Santiago Condori Apaza,Sandro Iquise Vincenti,≤100
107585134511680,Jaime Mamani Espíndola,Wilmer Rivero Nino,≤100
636958269681223,Mauricio Lea Plaza P.,Mauricio Adolfo Lea Plaza Peláez,≤100
517750071766113,SEDES - BENI,Humberto Gil Arteaga,≤100
1635129306723403,Miguel Valdivia,Daniel Oliver Richards Gomez,≤100
109629048093692,Pepe Misterio MX,These ads ran without a disclaimer,≤100
105132091396199,Aleiza Alcira Rodríguez Montero.,Aleiza Alcira Rodriguez Montero,≤100
105415102171988,Rafael Ayala,These ads ran without a disclaimer,≤100
152914224736727,Banco Mundial,These ads ran without a disclaimer,≤100
381920638544893,Soy Santa Cruz Bolivia,Soy Santa Cruz Bolivia,≤100
104831041291612,Israel Alcocer Candia,Eduardo Jose Chavez Aguilar,≤100
