Page ID,Page name,Disclaimer,Amount spent (GTQ)
110546665163444,UNE Sololá Departamental,UNE Sololá Departamental,171
331961940541181,Partido Victoria,Partido Político Victoria,≤100
1911003529195315,Roberto Arzú,Roberto Arzú García-Granados,≤100
100169482992019,Sebastián Arzú,Sebastián Arzú,≤100
110582257361172,Partido Azul,Partido Azul,≤100
142373979127061,Partido Unionista,Partido Unionista,≤100
103529875762960,CABAL Chicacao,CABAL Chicacao,≤100
104088575626269,Unidad Nacional de la Esperanza Xela,Unidad Nacional de la Esperanza Xela,≤100
101405406148203,Valor Suchitepequez,Byron Estuardo Villatorio Liu,≤100
110198674046882,Noticias San Cristóbal Cucho,Jennifer Lopez,≤100
643513979193133,Unidos por Beatriz,Neuma,≤100
142556265766634,Guatemala Visible,Guatemala Visible,≤100
117104427979587,Mega Oferta,María Yhoselyn Sambrano Toma,≤100
101559144921198,Noticias San Pedro Sacatepéquez,Jennifer Lopez,≤100
109189810962889,Comunidad Elefante,Shorik Yann Mejia Blanco,≤100
102241754851760,Noticias El Quetzal S. M.,Jennifer Lopez,≤100
119057720784594,El Búho,El Búho,≤100
103100369170392,UNE Sacatepéquez -oficial-,UNE Sacatepéquez -oficial-,≤100
1298187670312491,CABAL Departamento de Guatemala,CABAL Departamento de Guatemala,≤100
111083754946084,Partido Humanista San Marcos -PHG-,Partido Humanista San Marcos -PHG-,≤100
106908785419555,Goberna Guatemala,Goberna,≤100
281554395331686,República,"Republica GT, S.A.",≤100
