Page ID,Page name,Disclaimer,Amount spent (ZAR)
102265308016316,Al Jama-ah,Al Jama-ah,414
110901495091012,Crtve Development,Crtve Development with Facebook Ad credits,209
1482645265280695,amandla.mobi,amandla.mobi,199
136956534616,Times LIVE,TimesLIVE,≤100
195909420099,Solidariteit,Solidariteit,≤100
123971017684407,HeraldLIVE - Nelson Mandela Bay,HeraldLIVE,≤100
1742410059361710,AwakeMzansi,Awake Mzansi,≤100
2145594122138312,Action Society,Action Society,≤100
86579745433,South African Institute of Race Relations,South African Institute of Race Relations,≤100
6011868110,Democratic Alliance,Democratic Alliance,≤100
187645864452,Vryheidsfront Plus / Freedom Front Plus,Vryheidsfront Plus / Freedom Front Plus,≤100
106172744063430,The Daily Friend,The Daily Friend,≤100
116657351312927,Pledge To Vote SA,Pledge to Vote,≤100
171195311682401,ParentzTalk - Activities,These ads ran without a disclaimer,≤100
119736861394881,Financial Mail,BusinessLIVE,≤100
105758608971668,Free Speech Union South Africa,Free Speech Union South Africa,≤100
115864538089777,Dear SA - Have Your Say,Dear S Africa,≤100
217696894929887,FW de Klerk Foundation,FW de Klerk Foundation,≤100
608650595820049,The Conqueror Challenges,These ads ran without a disclaimer,≤100
1271402709601865,HEALA,HEALA,≤100
597918073626793,Democratic Alliance Free State,Democratic Alliance Free State,≤100
794336640617861,Cyril Ramaphosa Foundation,Cyril Ramaphosa Foundation,≤100
434577883273454,Sihle Zikalala,Sihle Zikalala,≤100
109797290826876,Ian Cameron,Action Society,≤100
109136451414156,Educate Don't Indoctrinate,Educate Don't Indocrinate,≤100
101969712835149,The Mork Rock Show,These ads ran without a disclaimer,≤100
181204251979581,NEASA,National Employers' Association of South Africa,≤100
108089514820680,Minister Ben Nwaulu,These ads ran without a disclaimer,≤100
1019691118063870,Traverse Le Goff MP,Traverse Le Goff MP,≤100
199864010901595,Rev Joe Taylor,These ads ran without a disclaimer,≤100
10150139011205084,Cape Independence Party - Vote Capexit,Cape Independence Party,≤100
107431635701822,Huang Hsi,These ads ran without a disclaimer,≤100
101808162590329,OPSWAT Academy,These ads ran without a disclaimer,≤100
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,≤100
184197442480974,Conservation Frontlines,These ads ran without a disclaimer,≤100
