Page ID,Page name,Disclaimer,Amount spent (LBP)
102023711572671,أساس ميديا -  Asas Media,Asas Media,210526
110470091436602,Ici Beyrouth,Ici beyrouth,150376
106197498149118,لبنان الكبير,Grand Lebanon,85865
1744356319118477,هنا لبنان,هنا لبنان,60150
212513695502997,Annahar Newspaper | جريدة النهار,Annahar Newspaper | جريدة النهار,60150
105319651353770,Jusur,Jusur,30075
347252006998,Nouhad Machnouk Official Page,Nouhad Machnouk Official Page,30075
164267520267912,LebanonFiles.com (Live News From Lebanon),LebanonFiles.com (Live News From Lebanon),17744
488000654896540,Kulluna Irada - كلنا إرادة,Kulluna Irada,16692
107800617419717,MYKA Foundation,MYKA Foundation,15038
2509759842418472,LebTalks,Lebtalks,15038
344500588997099,Ezzaldeen Photography,Ezzaldeen Photography,15038
1918990294985442,Megaphone - ميغافون,Megaphone - ميغافون,15038
278035695547539,Legal Agenda  المفكرة القانونية,legal Agenda,15038
834890283550973,Tarek Daoud طارق الداوود,Tarek Daoud طارق الداوود,15038
109112633772887,180post,180Post,15038
129660230432028,Dr. Toufic Hindi,Dr. Toufic Hindi,15038
236763870334042,Lebanese Daily,Lebanese Daily,15038
112056958469490,SPI Lebanon,SPI Lebanon,10977
1502687013388650,Media Factory News,Media Factory News,10075
123465590650551,Allied Health Group USA,These ads ran without a disclaimer,105
101793669214903,Lili Almeida,These ads ran without a disclaimer,≤100
960087244008629,MASAR,Masar,≤100
150253531687373,أخبار الآن - Akhbar Al Aan,These ads ran without a disclaimer,≤100
123458990728979,maharat_training_center1,These ads ran without a disclaimer,≤100
104953585732597,Creative Mind States School,These ads ran without a disclaimer,≤100
107698404702208,Alkalima,Alkalima Onlime,≤100
111068872040824,Super Quiz,These ads ran without a disclaimer,≤100
117345834653901,This is Beirut,These ads ran without a disclaimer,≤100
450326391674911,Allianz,These ads ran without a disclaimer,≤100
117345834653901,This is Beirut,This is Beirut,≤100
