Page ID,Page name,Disclaimer,Amount spent (LBP)
101538412538521,شطرنج / مع محمد صابونجي,إياد خالد,14399
1438703606372190,Elham Said Freiha,Elham Freiha,4545
1428873024044736,المدن - almodon,المدن - almodon‎,4292
1680404738865135,Lebanon Elections إنتخابات لبنان,Lebanon Elections,3030
101195012850076,مبادرة الدولة الديمقراطية الواحدة,مبادرة الدولة الديمقراطية الواحدة,3030
110470091436602,Ici Beyrouth,Ici beyrouth,2946
1744356319118477,هنا لبنان,هنا لبنان,2597
102023711572671,أساس ميديا -  Asas Media,asasmedia,1730
129660230432028,Dr. Toufic Hindi,Toufic Hindi,1515
466221740108607,May Chidiac Foundation - Media Institute,May Chidiac,1515
107698404702208,Alkalima,Alkalima Onlime,652
322181790311,Lebanese Forces News,Lebanese Information Technology Services s.a.r.l,501
113061177535527,افتراضية,افتراضية,≤100
204309706385271,Maharatnews,Maharat Foundation,≤100
100706719315707,The Policy Initiative مبادرة سياسات الغد,The Policy Initiative مبادرة سياسات الغد,≤100
2319249898311729,National Bloc - الكتلة الوطنيّة,National Bloc - الكتلة الوطنيّة,≤100
128417954019381,Al-Moltaka,Melhem Boustany,≤100
118246218258237,Transparency International Lebanon - No Corruption,Lebanese Transparency Association-No Corruption,≤100
1031517763602384,Municipality of Kartaba - بلدية قرطبا,Municipality of Kartaba - بلدية قرطبا,≤100
104252028606448,صوت بنت جبيل,صوت بنت جبيل,≤100
105319651353770,Jusur,Jusur Arabia,≤100
274138756817,Architonic,These ads ran without a disclaimer,≤100
986013844824671,In Zhejiang,These ads ran without a disclaimer,≤100
212513695502997,Annahar Newspaper | جريدة النهار,Annahar Newspaper | جريدة النهار,≤100
106821968055687,Leila Dagher,Leila Dagher,≤100
