Page ID,Page name,Disclaimer,Amount spent (ILS)
103907495935157,צו חירום,צו חירום,2046
103851839280828,חופשי בארצנו - מטה המאבק,מטה המאבק - נלחמים על הדמוקרטיה,1156
377161539406940,רפי סער,רפי סער,1052
153664638161877,מתן דיל- Matan Dil,מתן דיל,665
219091481560790,מרים פיירברג - איכר,נתניה אחת,563
109523830757998,דמוקרטtv,דרכנו,447
256244498134186,אגף הביטחון - משרד ראש הממשלה,אגף הביטחון - משרד ראש הממשלה,404
107836625941364,Yair Lapid - יאיר לפיד,מפלגת יש עתיד,401
256546887847232,עיריית רמת גן,עיריית רמת גן,384
114777898543659,Docaviv דוקאביב,Docaviv,340
428948830813584,"מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן","מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן",332
204780362875106,מקור ראשון,מקור ראשון,328
936130799779065,עו״ד אלברט טייב בשביל הכפר,עו״ד אלברט טייב בשביל הכפר,303
160175817353648,האקדח על שולחן המטבח,האקדח על שולחן המטבח,263
116563891775107,עיריית פתח תקווה,עיריית פתח תקוה,261
103851895179872,אמהות לביאות,Nataly Milner,206
103428925850338,אבי סלמה - נתניה,Avi Slama,183
429184557235927,בצלאל סמוטריץ',בצלאל סמוטריץ,178
100900832922166,אחים לנשק-לוחמים ולוחמות במסע להצלת הדמוקרטיה,Michal Even,176
124395890927240,הקרן החדשה לישראל,הקרן החדשה לישראל,176
468634849844348,עיריית אור יהודה,עיריית אור יהודה,168
534335679927121,מועצה אזורית עמק חפר,מועצה אזורית עמק חפר,168
141721971504,Histadrut - ההסתדרות החדשה,Ricki Bar,165
132107110817900,"מרכז הנדל""ן","מרכז הנדל""ן",159
977353718949028,מיקי זוהר-  Micki Zohar,ח״כ מיקי זוהר  Micki Zohar,130
114429471587565,"יפעת עובדיה לוסקי - יו""ר קק""ל",קרן קימת לישראל,129
137449656335533,Amnesty International Israel,Amnesty International Israel,129
704953553224965,Вопросы гражданства и статуса в Израиле. Адвокат Александр Френкель,Alexander Adv,118
106836891775374,אסנת ספורטה - Osnat Saporta,אסנת ספורטה - Osnat Saporta,113
105585242501829,הסיפור המשותף,Unik,113
100160129076368,רפי סער - ראש העיר כפר סבא,רפי סער - ראש העיר כפר סבא,109
110917020553426,Ari Shavit - ארי שביט,Ari Shavit - ארי שביט,107
178433145502975,Avigdor Liberman - אביגדור ליברמן,ישראל ביתנו,106
421210797920379,מועצה אזורית בנימין,מועצה אזורית בנימין,105
358391697641207,מחוז דרום - לשכת עורכי הדין,מחוז דרום - לשכת עורכי הדין,104
849824028408565,תנועת אם תרצו,תנועת אם תרצו,104
337591096309750,Embassy of Ukraine in the State of Israel,Embassy of Ukraine in the State of Israel,103
870129976377104,הנהגת ההורים הארצית,דרור יהב,101
175285029214345,הציונות הדתית,ציונות דתית,≤100
1073548259341247,לובי 99,לובי 99,≤100
108037760571199,הקונגרס הישראלי,הקונגרס הישראלי,≤100
159416337497662,Nir Barkat - ניר ברקת,NIr Barkat,≤100
343675698989847,חברת החשמל לישראל Israel Electric Corporation,"חברת החשמל לישראל בע""מ",≤100
452342168247343,יוחנן פלסנר - Yohanan Plesner,המכון הישראלי לדמוקרטיה,≤100
111919847028684,שומרים - המרכז לתקשורת ודמוקרטיה,שומרים - המרכז לתקשורת ודמוקרטיה,≤100
57400032655,קבלה לעם,"בני ברוך קבלה לעם ע""ר",≤100
1514952655390958,משרד תומר ורשה - עורכי דין • הגירה והסדרת מעמד • אשרות בישראל • זכויות אדם,"משרד עו""ד תומר ורשה",≤100
371986449521679,הקרן למורשת הכותל המערבי,Tal Sanderoni,≤100
124333777706475,עיריית רמלה,עיריית רמלה - העמוד הרשמי,≤100
161096657252221,שוברים שתיקה,שוברים שתיקה,≤100
161804953943328,Яир Лапид,יש עתיד - בראשות יאיר לפיד,≤100
655073717925481,קרן ברל כצנלסון,קרן ברל כצנלסון,≤100
104222621115858,הביטחוניסטים,הביטחוניסטים,≤100
298350000726503,"עו""ד רחלי כדורי לראשות מועצת אורנית",רחלי כדורי,≤100
104783631865965,תלם,קרן ברל כצנלסון,≤100
305986442906304,סלע מאיר הוצאה לאור,סלע מאיר דיגיטל,≤100
